League,Day,Team 1,Team 2,Score
Euroleague,"Oct 24, 2001",LDLC ASVEL,Carpegna Prosciutto Pesaro,63 - 80
Euroleague,"Oct 31, 2001",WKS Slask Wroclaw,Anadolu Efes,74 - 79
Euroleague,"Oct 31, 2001",Alba Berlin,Benetton Treviso,89 - 83
Euroleague,"Oct 31, 2001",Unicaja Malaga,Olympiacos,86 - 79
Euroleague,"Oct 31, 2001",Proximus Spirou,Maccabi Playtika Tel Aviv,63 - 74
Euroleague,"Oct 31, 2001",Trabzonspor,KK Union Olimpija Ljubljana,75 - 63
Euroleague,"Oct 31, 2001",Peristeri,Virtus Segafredo Bologna,59 - 87
Euroleague,"Oct 31, 2001",Zalgiris,Fraport Skyliners,73 - 75
Euroleague,"Oct 31, 2001",London Towers,F.C. Barcelona,67 - 99
Euroleague,"Oct 31, 2001",Fortitudo Lavoropiù Bologna,Zadar,95 - 85
Euroleague,"Oct 31, 2001",CSKA Moscow,Krka Novo Mesto,86 - 80
Euroleague,"Oct 31, 2001",Real Madrid,Pau-Lacq-Orthez,92 - 80
Euroleague,"Oct 31, 2001",Panathinaikos,Buducnost VOLI,91 - 82
Euroleague,"Oct 31, 2001",Ural-Great Perm,Cibona,85 - 66
Euroleague,"Oct 31, 2001",Filou Oostende,LDLC ASVEL,77 - 88
Euroleague,"Oct 31, 2001",Carpegna Prosciutto Pesaro,AEK Athens,68 - 89
Euroleague,"Oct 31, 2001",TD Systems Baskonia,Partizan NIS,80 - 85
Euroleague,"Nov 7, 2001",Anadolu Efes,Unicaja Malaga,75 - 71
Euroleague,"Nov 7, 2001",Alba Berlin,WKS Slask Wroclaw,75 - 64
Euroleague,"Nov 7, 2001",Olympiacos,Proximus Spirou,107 - 78
Euroleague,"Nov 7, 2001",Benetton Treviso,Maccabi Playtika Tel Aviv,87 - 83
Euroleague,"Nov 7, 2001",Peristeri,London Towers,99 - 75
Euroleague,"Nov 7, 2001",Fraport Skyliners,Trabzonspor,74 - 70
Euroleague,"Nov 7, 2001",F.C. Barcelona,Zalgiris,90 - 86
Euroleague,"Nov 7, 2001",Virtus Segafredo Bologna,KK Union Olimpija Ljubljana,86 - 70
Euroleague,"Nov 7, 2001",Krka Novo Mesto,Panathinaikos,82 - 81
Euroleague,"Nov 7, 2001",Pau-Lacq-Orthez,Buducnost VOLI,87 - 90
Euroleague,"Nov 7, 2001",Real Madrid,Fortitudo Lavoropiù Bologna,87 - 82
Euroleague,"Nov 7, 2001",Zadar,CSKA Moscow,73 - 90
Euroleague,"Nov 7, 2001",AEK Athens,Filou Oostende,86 - 79
Euroleague,"Nov 7, 2001",Partizan NIS,Cibona,81 - 76
Euroleague,"Nov 7, 2001",LDLC ASVEL,Ural-Great Perm,73 - 75
Euroleague,"Nov 7, 2001",TD Systems Baskonia,Carpegna Prosciutto Pesaro,86 - 68
Euroleague,"Nov 14, 2001",Benetton Treviso,WKS Slask Wroclaw,88 - 72
Euroleague,"Nov 14, 2001",Unicaja Malaga,Alba Berlin,86 - 79
Euroleague,"Nov 14, 2001",Maccabi Playtika Tel Aviv,Olympiacos,78 - 73
Euroleague,"Nov 14, 2001",KK Union Olimpija Ljubljana,Fraport Skyliners,81 - 55
Euroleague,"Nov 14, 2001",Trabzonspor,F.C. Barcelona,77 - 87
Euroleague,"Nov 14, 2001",Zalgiris,Peristeri,81 - 78
Euroleague,"Nov 14, 2001",Virtus Segafredo Bologna,London Towers,94 - 72
Euroleague,"Nov 14, 2001",CSKA Moscow,Real Madrid,77 - 92
Euroleague,"Nov 14, 2001",Buducnost VOLI,Krka Novo Mesto,77 - 72
Euroleague,"Nov 14, 2001",Pau-Lacq-Orthez,Fortitudo Lavoropiù Bologna,86 - 69
Euroleague,"Nov 14, 2001",Panathinaikos,Zadar,102 - 64
Euroleague,"Nov 14, 2001",Ural-Great Perm,AEK Athens,86 - 77
Euroleague,"Nov 14, 2001",Cibona,LDLC ASVEL,70 - 82
Euroleague,"Nov 14, 2001",Filou Oostende,TD Systems Baskonia,74 - 88
Euroleague,"Nov 14, 2001",Partizan NIS,Carpegna Prosciutto Pesaro,68 - 80
Euroleague,"Nov 14, 2001",Proximus Spirou,Anadolu Efes,79 - 75
Euroleague,"Dec 5, 2001",Alba Berlin,Proximus Spirou,99 - 87
Euroleague,"Dec 5, 2001",WKS Slask Wroclaw,Unicaja Malaga,58 - 63
Euroleague,"Dec 5, 2001",Olympiacos,Benetton Treviso,87 - 91
Euroleague,"Dec 5, 2001",Anadolu Efes,Maccabi Playtika Tel Aviv,68 - 72
Euroleague,"Dec 5, 2001",F.C. Barcelona,KK Union Olimpija Ljubljana,81 - 61
Euroleague,"Dec 5, 2001",Peristeri,Trabzonspor,82 - 95
Euroleague,"Dec 5, 2001",Fraport Skyliners,Virtus Segafredo Bologna,80 - 79
Euroleague,"Dec 5, 2001",London Towers,Zalgiris,58 - 81
Euroleague,"Dec 5, 2001",Zadar,Buducnost VOLI,88 - 79
Euroleague,"Dec 5, 2001",Fortitudo Lavoropiù Bologna,CSKA Moscow,97 - 99
Euroleague,"Dec 5, 2001",Real Madrid,Panathinaikos,70 - 78
Euroleague,"Dec 5, 2001",Krka Novo Mesto,Pau-Lacq-Orthez,84 - 93
Euroleague,"Dec 5, 2001",AEK Athens,Cibona,72 - 69
Euroleague,"Dec 5, 2001",Carpegna Prosciutto Pesaro,Filou Oostende,86 - 75
Euroleague,"Dec 5, 2001",LDLC ASVEL,Partizan NIS,78 - 91
Euroleague,"Dec 5, 2001",TD Systems Baskonia,Ural-Great Perm,112 - 84
Euroleague,"Dec 12, 2001",WKS Slask Wroclaw,Proximus Spirou,94 - 95
Euroleague,"Dec 12, 2001",Anadolu Efes,Olympiacos,79 - 80
Euroleague,"Dec 12, 2001",Unicaja Malaga,Benetton Treviso,67 - 68
Euroleague,"Dec 12, 2001",Alba Berlin,Maccabi Playtika Tel Aviv,64 - 65
Euroleague,"Dec 12, 2001",Zalgiris,Virtus Segafredo Bologna,91 - 67
Euroleague,"Dec 12, 2001",London Towers,Trabzonspor,75 - 93
Euroleague,"Dec 12, 2001",F.C. Barcelona,Fraport Skyliners,90 - 81
Euroleague,"Dec 12, 2001",Peristeri,KK Union Olimpija Ljubljana,67 - 75
Euroleague,"Dec 12, 2001",Real Madrid,Buducnost VOLI,90 - 71
Euroleague,"Dec 12, 2001",Zadar,Krka Novo Mesto,97 - 98
Euroleague,"Dec 12, 2001",CSKA Moscow,Pau-Lacq-Orthez,80 - 69
Euroleague,"Dec 12, 2001",Fortitudo Lavoropiù Bologna,Panathinaikos,77 - 79
Euroleague,"Dec 12, 2001",AEK Athens,LDLC ASVEL,87 - 65
Euroleague,"Dec 12, 2001",TD Systems Baskonia,Cibona,81 - 58
Euroleague,"Dec 12, 2001",Filou Oostende,Partizan NIS,104 - 94
Euroleague,"Dec 12, 2001",Carpegna Prosciutto Pesaro,Ural-Great Perm,103 - 85
Euroleague,"Dec 19, 2001",Benetton Treviso,Anadolu Efes,88 - 86
Euroleague,"Dec 19, 2001",Olympiacos,Alba Berlin,91 - 75
Euroleague,"Dec 19, 2001",Proximus Spirou,Unicaja Malaga,75 - 77
Euroleague,"Dec 19, 2001",Maccabi Playtika Tel Aviv,WKS Slask Wroclaw,75 - 56
Euroleague,"Dec 19, 2001",KK Union Olimpija Ljubljana,London Towers,73 - 40
Euroleague,"Dec 19, 2001",Trabzonspor,Zalgiris,79 - 66
Euroleague,"Dec 19, 2001",Fraport Skyliners,Peristeri,72 - 55
Euroleague,"Dec 19, 2001",Virtus Segafredo Bologna,F.C. Barcelona,91 - 81
Euroleague,"Dec 19, 2001",Pau-Lacq-Orthez,Zadar,101 - 73
Euroleague,"Dec 19, 2001",Panathinaikos,CSKA Moscow,83 - 80
Euroleague,"Dec 19, 2001",Buducnost VOLI,Fortitudo Lavoropiù Bologna,70 - 86
Euroleague,"Dec 19, 2001",Krka Novo Mesto,Real Madrid,79 - 95
Euroleague,"Dec 19, 2001",Ural-Great Perm,Filou Oostende,109 - 79
Euroleague,"Dec 19, 2001",Partizan NIS,AEK Athens,69 - 74
Euroleague,"Dec 19, 2001",LDLC ASVEL,TD Systems Baskonia,73 - 71
Euroleague,"Dec 19, 2001",Cibona,Carpegna Prosciutto Pesaro,71 - 74
Euroleague,"Jan 9, 2002",Alba Berlin,Anadolu Efes,73 - 74
Euroleague,"Jan 9, 2002",Proximus Spirou,Benetton Treviso,76 - 83
Euroleague,"Jan 9, 2002",WKS Slask Wroclaw,Olympiacos,75 - 80
Euroleague,"Jan 9, 2002",Unicaja Malaga,Maccabi Playtika Tel Aviv,79 - 84
Euroleague,"Jan 9, 2002",Trabzonspor,Virtus Segafredo Bologna,51 - 75
Euroleague,"Jan 9, 2002",London Towers,Fraport Skyliners,77 - 94
Euroleague,"Jan 9, 2002",Peristeri,F.C. Barcelona,72 - 101
Euroleague,"Jan 9, 2002",Zalgiris,KK Union Olimpija Ljubljana,70 - 81
Euroleague,"Jan 9, 2002",Fortitudo Lavoropiù Bologna,Krka Novo Mesto,73 - 88
Euroleague,"Jan 9, 2002",Real Madrid,Zadar,114 - 84
Euroleague,"Jan 9, 2002",Panathinaikos,Pau-Lacq-Orthez,67 - 63
Euroleague,"Jan 9, 2002",CSKA Moscow,Buducnost VOLI,88 - 83
Euroleague,"Jan 9, 2002",Filou Oostende,Cibona,74 - 84
Euroleague,"Jan 9, 2002",TD Systems Baskonia,AEK Athens,82 - 62
Euroleague,"Jan 9, 2002",Ural-Great Perm,Partizan NIS,100 - 111
Euroleague,"Jan 9, 2002",Carpegna Prosciutto Pesaro,LDLC ASVEL,65 - 99
Euroleague,"Jan 16, 2002",Anadolu Efes,WKS Slask Wroclaw,63 - 51
Euroleague,"Jan 16, 2002",Benetton Treviso,Alba Berlin,100 - 71
Euroleague,"Jan 16, 2002",Olympiacos,Unicaja Malaga,81 - 80
Euroleague,"Jan 16, 2002",Maccabi Playtika Tel Aviv,Proximus Spirou,94 - 78
Euroleague,"Jan 16, 2002",KK Union Olimpija Ljubljana,Trabzonspor,78 - 80
Euroleague,"Jan 16, 2002",Virtus Segafredo Bologna,Peristeri,87 - 72
Euroleague,"Jan 16, 2002",Fraport Skyliners,Zalgiris,84 - 75
Euroleague,"Jan 16, 2002",F.C. Barcelona,London Towers,101 - 63
Euroleague,"Jan 16, 2002",Zadar,Fortitudo Lavoropiù Bologna,76 - 82
Euroleague,"Jan 16, 2002",Krka Novo Mesto,CSKA Moscow,107 - 93
Euroleague,"Jan 16, 2002",Pau-Lacq-Orthez,Real Madrid,78 - 74
Euroleague,"Jan 16, 2002",Buducnost VOLI,Panathinaikos,72 - 84
Euroleague,"Jan 16, 2002",Cibona,Ural-Great Perm,102 - 97
Euroleague,"Jan 16, 2002",LDLC ASVEL,Filou Oostende,89 - 76
Euroleague,"Jan 16, 2002",AEK Athens,Carpegna Prosciutto Pesaro,68 - 70
Euroleague,"Jan 16, 2002",Partizan NIS,TD Systems Baskonia,59 - 65
Euroleague,"Jan 30, 2002",Unicaja Malaga,Anadolu Efes,66 - 67
Euroleague,"Jan 30, 2002",WKS Slask Wroclaw,Alba Berlin,71 - 66
Euroleague,"Jan 30, 2002",Proximus Spirou,Olympiacos,56 - 76
Euroleague,"Jan 30, 2002",Maccabi Playtika Tel Aviv,Benetton Treviso,80 - 74
Euroleague,"Jan 30, 2002",London Towers,Peristeri,75 - 87
Euroleague,"Jan 30, 2002",Trabzonspor,Fraport Skyliners,78 - 76
Euroleague,"Jan 30, 2002",Zalgiris,F.C. Barcelona,72 - 92
Euroleague,"Jan 30, 2002",KK Union Olimpija Ljubljana,Virtus Segafredo Bologna,85 - 89
Euroleague,"Jan 30, 2002",Panathinaikos,Krka Novo Mesto,98 - 92
Euroleague,"Jan 30, 2002",Buducnost VOLI,Pau-Lacq-Orthez,77 - 79
Euroleague,"Jan 30, 2002",Fortitudo Lavoropiù Bologna,Real Madrid,93 - 77
Euroleague,"Jan 30, 2002",CSKA Moscow,Zadar,96 - 92
Euroleague,"Jan 30, 2002",Filou Oostende,AEK Athens,102 - 73
Euroleague,"Jan 30, 2002",Cibona,Partizan NIS,85 - 71
Euroleague,"Jan 30, 2002",Ural-Great Perm,LDLC ASVEL,103 - 98
Euroleague,"Jan 30, 2002",Carpegna Prosciutto Pesaro,TD Systems Baskonia,75 - 85
Euroleague,"Feb 6, 2002",Anadolu Efes,Proximus Spirou,78 - 65
Euroleague,"Feb 6, 2002",WKS Slask Wroclaw,Benetton Treviso,91 - 93
Euroleague,"Feb 6, 2002",Alba Berlin,Unicaja Malaga,72 - 84
Euroleague,"Feb 6, 2002",Olympiacos,Maccabi Playtika Tel Aviv,94 - 91
Euroleague,"Feb 6, 2002",Fraport Skyliners,KK Union Olimpija Ljubljana,56 - 79
Euroleague,"Feb 6, 2002",F.C. Barcelona,Trabzonspor,85 - 64
Euroleague,"Feb 6, 2002",Peristeri,Zalgiris,62 - 70
Euroleague,"Feb 6, 2002",London Towers,Virtus Segafredo Bologna,57 - 96
Euroleague,"Feb 6, 2002",Real Madrid,CSKA Moscow,82 - 86
Euroleague,"Feb 6, 2002",Krka Novo Mesto,Buducnost VOLI,101 - 74
Euroleague,"Feb 6, 2002",Fortitudo Lavoropiù Bologna,Pau-Lacq-Orthez,83 - 75
Euroleague,"Feb 6, 2002",Zadar,Panathinaikos,81 - 85
Euroleague,"Feb 6, 2002",AEK Athens,Ural-Great Perm,99 - 85
Euroleague,"Feb 6, 2002",LDLC ASVEL,Cibona,99 - 84
Euroleague,"Feb 6, 2002",TD Systems Baskonia,Filou Oostende,114 - 78
Euroleague,"Feb 6, 2002",Carpegna Prosciutto Pesaro,Partizan NIS,98 - 86
Euroleague,"Feb 13, 2002",Proximus Spirou,Alba Berlin,100 - 91
Euroleague,"Feb 13, 2002",Unicaja Malaga,WKS Slask Wroclaw,65 - 66
Euroleague,"Feb 13, 2002",Benetton Treviso,Olympiacos,89 - 81
Euroleague,"Feb 13, 2002",Maccabi Playtika Tel Aviv,Anadolu Efes,76 - 78
Euroleague,"Feb 13, 2002",KK Union Olimpija Ljubljana,F.C. Barcelona,80 - 74
Euroleague,"Feb 13, 2002",Trabzonspor,Peristeri,93 - 79
Euroleague,"Feb 13, 2002",Virtus Segafredo Bologna,Fraport Skyliners,69 - 62
Euroleague,"Feb 13, 2002",Zalgiris,London Towers,90 - 72
Euroleague,"Feb 13, 2002",Buducnost VOLI,Zadar,110 - 97
Euroleague,"Feb 13, 2002",CSKA Moscow,Fortitudo Lavoropiù Bologna,75 - 77
Euroleague,"Feb 13, 2002",Panathinaikos,Real Madrid,77 - 88
Euroleague,"Feb 13, 2002",Pau-Lacq-Orthez,Krka Novo Mesto,74 - 84
Euroleague,"Feb 13, 2002",Cibona,AEK Athens,89 - 90
Euroleague,"Feb 13, 2002",Filou Oostende,Carpegna Prosciutto Pesaro,88 - 81
Euroleague,"Feb 13, 2002",Partizan NIS,LDLC ASVEL,82 - 88
Euroleague,"Feb 13, 2002",Ural-Great Perm,TD Systems Baskonia,94 - 88
Euroleague,"Feb 27, 2002",Benetton Treviso,Carpegna Prosciutto Pesaro,94 - 66
Euroleague,"Feb 27, 2002",Fortitudo Lavoropiù Bologna,F.C. Barcelona,97 - 93
Euroleague,"Feb 27, 2002",Real Madrid,Ural-Great Perm,88 - 95
Euroleague,"Feb 27, 2002",Anadolu Efes,Virtus Segafredo Bologna,73 - 76
Euroleague,"Feb 27, 2002",AEK Athens,KK Union Olimpija Ljubljana,97 - 87
Euroleague,"Feb 27, 2002",Olympiacos,Panathinaikos,92 - 75
Euroleague,"Feb 27, 2002",TD Systems Baskonia,Trabzonspor,101 - 69
Euroleague,"Feb 27, 2002",Maccabi Playtika Tel Aviv,CSKA Moscow,69 - 68
Euroleague,"Mar 6, 2002",Carpegna Prosciutto Pesaro,F.C. Barcelona,87 - 88
Euroleague,"Mar 6, 2002",Benetton Treviso,Fortitudo Lavoropiù Bologna,96 - 90
Euroleague,"Mar 6, 2002",Anadolu Efes,Real Madrid,63 - 67
Euroleague,"Mar 6, 2002",Virtus Segafredo Bologna,Ural-Great Perm,72 - 61
Euroleague,"Mar 6, 2002",Olympiacos,AEK Athens,75 - 69
Euroleague,"Mar 6, 2002",Panathinaikos,KK Union Olimpija Ljubljana,85 - 67
Euroleague,"Mar 6, 2002",Maccabi Playtika Tel Aviv,TD Systems Baskonia,77 - 78
Euroleague,"Mar 6, 2002",CSKA Moscow,Trabzonspor,86 - 80
Euroleague,"Mar 20, 2002",Fortitudo Lavoropiù Bologna,Carpegna Prosciutto Pesaro,73 - 86
Euroleague,"Mar 20, 2002",F.C. Barcelona,Benetton Treviso,76 - 75
Euroleague,"Mar 20, 2002",Ural-Great Perm,Anadolu Efes,85 - 89
Euroleague,"Mar 20, 2002",Real Madrid,Virtus Segafredo Bologna,58 - 86
Euroleague,"Mar 20, 2002",KK Union Olimpija Ljubljana,Olympiacos,66 - 75
Euroleague,"Mar 20, 2002",AEK Athens,Panathinaikos,66 - 73
Euroleague,"Mar 20, 2002",TD Systems Baskonia,CSKA Moscow,73 - 87
Euroleague,"Mar 20, 2002",Trabzonspor,Maccabi Playtika Tel Aviv,78 - 91
Euroleague,"Mar 27, 2002",Carpegna Prosciutto Pesaro,Benetton Treviso,101 - 98
Euroleague,"Mar 27, 2002",F.C. Barcelona,Fortitudo Lavoropiù Bologna,77 - 59
Euroleague,"Mar 27, 2002",Ural-Great Perm,Real Madrid,104 - 113
Euroleague,"Mar 27, 2002",Virtus Segafredo Bologna,Anadolu Efes,77 - 71
Euroleague,"Mar 27, 2002",KK Union Olimpija Ljubljana,AEK Athens,69 - 85
Euroleague,"Mar 27, 2002",Panathinaikos,Olympiacos,88 - 78
Euroleague,"Mar 27, 2002",Trabzonspor,TD Systems Baskonia,72 - 89
Euroleague,"Mar 27, 2002",CSKA Moscow,Maccabi Playtika Tel Aviv,81 - 77
Euroleague,"Apr 3, 2002",Carpegna Prosciutto Pesaro,Fortitudo Lavoropiù Bologna,71 - 90
Euroleague,"Apr 3, 2002",Benetton Treviso,F.C. Barcelona,89 - 75
Euroleague,"Apr 3, 2002",Anadolu Efes,Ural-Great Perm,101 - 84
Euroleague,"Apr 3, 2002",Virtus Segafredo Bologna,Real Madrid,71 - 82
Euroleague,"Apr 3, 2002",Olympiacos,KK Union Olimpija Ljubljana,85 - 89
Euroleague,"Apr 3, 2002",Panathinaikos,AEK Athens,96 - 92
Euroleague,"Apr 3, 2002",CSKA Moscow,TD Systems Baskonia,73 - 90
Euroleague,"Apr 3, 2002",Maccabi Playtika Tel Aviv,Trabzonspor,2 - 0
Euroleague,"Apr 17, 2002",F.C. Barcelona,Carpegna Prosciutto Pesaro,90 - 76
Euroleague,"Apr 17, 2002",Fortitudo Lavoropiù Bologna,Benetton Treviso,73 - 86
Euroleague,"Apr 17, 2002",Real Madrid,Anadolu Efes,92 - 109
Euroleague,"Apr 17, 2002",Ural-Great Perm,Virtus Segafredo Bologna,87 - 78
Euroleague,"Apr 17, 2002",AEK Athens,Olympiacos,65 - 75
Euroleague,"Apr 17, 2002",KK Union Olimpija Ljubljana,Panathinaikos,72 - 79
Euroleague,"Apr 17, 2002",TD Systems Baskonia,Maccabi Playtika Tel Aviv,65 - 94
Euroleague,"Apr 17, 2002",Trabzonspor,CSKA Moscow,96 - 91
Euroleague,"May 3, 2002",Benetton Treviso,Virtus Segafredo Bologna,82 - 90
Euroleague,"May 3, 2002",Panathinaikos,Maccabi Playtika Tel Aviv,83 - 75
Euroleague,"May 5, 2002",Virtus Segafredo Bologna,Panathinaikos,83 - 89
