League,Day,Team 1,Team 2,Score
Euroleague,"Oct 18, 2019",F.C. Barcelona,Alba Berlin,103 - 84
Euroleague,"Oct 18, 2019",Valencia,Anadolu Efes,78 - 83
Euroleague,"Oct 24, 2019",Zenit St. Petersburg,Panathinaikos,79 - 89
Euroleague,"Oct 24, 2019",Anadolu Efes,Real Madrid,76 - 60
Euroleague,"Oct 24, 2019",Maccabi Playtika Tel Aviv,Valencia,76 - 63
Euroleague,"Oct 24, 2019",FC Bayern München,Khimki Moscow Region,74 - 87
Euroleague,"Oct 25, 2019",Crvena zvezda mts,F.C. Barcelona,65 - 73
Euroleague,"Oct 25, 2019",Zalgiris,LDLC ASVEL,70 - 56
Euroleague,"Oct 25, 2019",Alba Berlin,CSKA Moscow,66 - 82
Euroleague,"Oct 25, 2019",AX Armani Exchange Milano,Fenerbahce,87 - 74
Euroleague,"Oct 25, 2019",TD Systems Baskonia,Olympiacos,82 - 66
Euroleague,"Oct 29, 2019",Khimki Moscow Region,Panathinaikos,103 - 86
Euroleague,"Oct 29, 2019",Anadolu Efes,Crvena zvezda mts,85 - 70
Euroleague,"Oct 29, 2019",Alba Berlin,AX Armani Exchange Milano,78 - 81
Euroleague,"Oct 29, 2019",LDLC ASVEL,TD Systems Baskonia,66 - 63
Euroleague,"Oct 30, 2019",CSKA Moscow,Olympiacos,79 - 84
Euroleague,"Oct 30, 2019",Zalgiris,Zenit St. Petersburg,70 - 82
Euroleague,"Oct 30, 2019",F.C. Barcelona,Valencia,83 - 77
Euroleague,"Oct 30, 2019",Maccabi Playtika Tel Aviv,Fenerbahce,67 - 55
Euroleague,"Oct 30, 2019",FC Bayern München,Real Madrid,95 - 86
Euroleague,"Oct 31, 2019",Crvena zvezda mts,Khimki Moscow Region,90 - 78
Euroleague,"Oct 31, 2019",Panathinaikos,Anadolu Efes,86 - 70
Euroleague,"Nov 1, 2019",Valencia,LDLC ASVEL,81 - 72
Euroleague,"Nov 1, 2019",Zenit St. Petersburg,CSKA Moscow,70 - 87
Euroleague,"Nov 1, 2019",Fenerbahce,Zalgiris,76 - 79
Euroleague,"Nov 1, 2019",AX Armani Exchange Milano,F.C. Barcelona,83 - 70
Euroleague,"Nov 1, 2019",Olympiacos,Maccabi Playtika Tel Aviv,65 - 90
Euroleague,"Nov 1, 2019",TD Systems Baskonia,FC Bayern München,93 - 60
Euroleague,"Nov 1, 2019",Real Madrid,Alba Berlin,85 - 71
Euroleague,"Nov 7, 2019",Zenit St. Petersburg,Khimki Moscow Region,73 - 87
Euroleague,"Nov 7, 2019",Crvena zvezda mts,Real Madrid,60 - 75
Euroleague,"Nov 7, 2019",Olympiacos,Anadolu Efes,67 - 86
Euroleague,"Nov 7, 2019",Maccabi Playtika Tel Aviv,Alba Berlin,104 - 78
Euroleague,"Nov 7, 2019",AX Armani Exchange Milano,TD Systems Baskonia,81 - 74
Euroleague,"Nov 8, 2019",Fenerbahce,FC Bayern München,90 - 82
Euroleague,"Nov 8, 2019",Zalgiris,F.C. Barcelona,86 - 93
Euroleague,"Nov 8, 2019",LDLC ASVEL,CSKA Moscow,67 - 66
Euroleague,"Nov 8, 2019",Panathinaikos,Valencia,91 - 80
Euroleague,"Nov 14, 2019",Khimki Moscow Region,AX Armani Exchange Milano,87 - 79
Euroleague,"Nov 14, 2019",Anadolu Efes,Zenit St. Petersburg,90 - 88
Euroleague,"Nov 14, 2019",Panathinaikos,Alba Berlin,105 - 106
Euroleague,"Nov 14, 2019",Real Madrid,F.C. Barcelona,86 - 76
Euroleague,"Nov 14, 2019",TD Systems Baskonia,Maccabi Playtika Tel Aviv,83 - 113
Euroleague,"Nov 15, 2019",CSKA Moscow,Fenerbahce,88 - 70
Euroleague,"Nov 15, 2019",Crvena zvezda mts,LDLC ASVEL,72 - 74
Euroleague,"Nov 15, 2019",Olympiacos,Zalgiris,83 - 74
Euroleague,"Nov 15, 2019",Valencia,FC Bayern München,82 - 56
Euroleague,"Nov 19, 2019",Zalgiris,Panathinaikos,85 - 86
Euroleague,"Nov 19, 2019",Alba Berlin,Crvena zvezda mts,92 - 80
Euroleague,"Nov 19, 2019",FC Bayern München,Olympiacos,85 - 82
Euroleague,"Nov 19, 2019",LDLC ASVEL,Anadolu Efes,84 - 90
Euroleague,"Nov 19, 2019",Real Madrid,Khimki Moscow Region,104 - 76
Euroleague,"Nov 19, 2019",Valencia,Zenit St. Petersburg,94 - 90
Euroleague,"Nov 20, 2019",F.C. Barcelona,Fenerbahce,89 - 63
Euroleague,"Nov 20, 2019",TD Systems Baskonia,CSKA Moscow,80 - 70
Euroleague,"Nov 20, 2019",AX Armani Exchange Milano,Maccabi Playtika Tel Aviv,92 - 88
Euroleague,"Nov 21, 2019",Zalgiris,Crvena zvezda mts,59 - 61
Euroleague,"Nov 21, 2019",AX Armani Exchange Milano,Anadolu Efes,76 - 81
Euroleague,"Nov 21, 2019",Alba Berlin,Olympiacos,80 - 99
Euroleague,"Nov 21, 2019",Valencia,Khimki Moscow Region,89 - 84
Euroleague,"Nov 22, 2019",FC Bayern München,Panathinaikos,75 - 87
Euroleague,"Nov 22, 2019",LDLC ASVEL,Fenerbahce,72 - 88
Euroleague,"Nov 22, 2019",F.C. Barcelona,Maccabi Playtika Tel Aviv,96 - 73
Euroleague,"Nov 22, 2019",TD Systems Baskonia,Zenit St. Petersburg,70 - 60
Euroleague,"Nov 22, 2019",Real Madrid,CSKA Moscow,97 - 81
Euroleague,"Nov 28, 2019",Fenerbahce,Khimki Moscow Region,89 - 76
Euroleague,"Nov 28, 2019",Crvena zvezda mts,Valencia,76 - 73
Euroleague,"Nov 28, 2019",Alba Berlin,Zalgiris,69 - 62
Euroleague,"Nov 28, 2019",Panathinaikos,TD Systems Baskonia,100 - 68
Euroleague,"Nov 28, 2019",Maccabi Playtika Tel Aviv,LDLC ASVEL,93 - 62
Euroleague,"Nov 29, 2019",Zenit St. Petersburg,Real Madrid,71 - 86
Euroleague,"Nov 29, 2019",Anadolu Efes,FC Bayern München,104 - 75
Euroleague,"Nov 29, 2019",Olympiacos,AX Armani Exchange Milano,91 - 70
Euroleague,"Nov 29, 2019",F.C. Barcelona,CSKA Moscow,67 - 96
Euroleague,"Dec 5, 2019",CSKA Moscow,Zalgiris,85 - 82
Euroleague,"Dec 5, 2019",Maccabi Playtika Tel Aviv,FC Bayern München,77 - 55
Euroleague,"Dec 5, 2019",AX Armani Exchange Milano,Crvena zvezda mts,67 - 77
Euroleague,"Dec 5, 2019",Real Madrid,Valencia,111 - 99
Euroleague,"Dec 6, 2019",Zenit St. Petersburg,LDLC ASVEL,75 - 70
Euroleague,"Dec 6, 2019",Khimki Moscow Region,F.C. Barcelona,94 - 102
Euroleague,"Dec 6, 2019",Fenerbahce,Alba Berlin,107 - 102
Euroleague,"Dec 6, 2019",TD Systems Baskonia,Anadolu Efes,77 - 102
Euroleague,"Dec 6, 2019",Panathinaikos,Olympiacos,99 - 93
Euroleague,"Dec 12, 2019",Khimki Moscow Region,Alba Berlin,104 - 87
Euroleague,"Dec 12, 2019",Fenerbahce,Anadolu Efes,73 - 81
Euroleague,"Dec 12, 2019",Crvena zvezda mts,TD Systems Baskonia,64 - 72
Euroleague,"Dec 12, 2019",Maccabi Playtika Tel Aviv,CSKA Moscow,90 - 80
Euroleague,"Dec 12, 2019",Real Madrid,Olympiacos,93 - 77
Euroleague,"Dec 13, 2019",Zalgiris,Valencia,82 - 86
Euroleague,"Dec 13, 2019",FC Bayern München,Zenit St. Petersburg,77 - 69
Euroleague,"Dec 13, 2019",LDLC ASVEL,AX Armani Exchange Milano,89 - 82
Euroleague,"Dec 13, 2019",F.C. Barcelona,Panathinaikos,98 - 86
Euroleague,"Dec 17, 2019",Zenit St. Petersburg,Maccabi Playtika Tel Aviv,71 - 82
Euroleague,"Dec 17, 2019",Zalgiris,Anadolu Efes,68 - 74
Euroleague,"Dec 17, 2019",Panathinaikos,Fenerbahce,81 - 78
Euroleague,"Dec 17, 2019",Valencia,TD Systems Baskonia,105 - 77
Euroleague,"Dec 17, 2019",Real Madrid,AX Armani Exchange Milano,76 - 67
Euroleague,"Dec 18, 2019",CSKA Moscow,Crvena zvezda mts,100 - 74
Euroleague,"Dec 18, 2019",Alba Berlin,FC Bayern München,76 - 77
Euroleague,"Dec 18, 2019",Olympiacos,Khimki Moscow Region,109 - 98
Euroleague,"Dec 18, 2019",F.C. Barcelona,LDLC ASVEL,80 - 67
Euroleague,"Dec 19, 2019",Fenerbahce,Zenit St. Petersburg,81 - 84
Euroleague,"Dec 19, 2019",AX Armani Exchange Milano,Valencia,78 - 71
Euroleague,"Dec 19, 2019",Maccabi Playtika Tel Aviv,Panathinaikos,88 - 79
Euroleague,"Dec 19, 2019",TD Systems Baskonia,Real Madrid,55 - 77
Euroleague,"Dec 20, 2019",Khimki Moscow Region,Zalgiris,83 - 74
Euroleague,"Dec 20, 2019",Anadolu Efes,CSKA Moscow,80 - 81
Euroleague,"Dec 20, 2019",Crvena zvezda mts,Olympiacos,88 - 81
Euroleague,"Dec 20, 2019",FC Bayern München,F.C. Barcelona,67 - 77
Euroleague,"Dec 20, 2019",LDLC ASVEL,Alba Berlin,93 - 81
Euroleague,"Dec 26, 2019",CSKA Moscow,AX Armani Exchange Milano,78 - 75
Euroleague,"Dec 26, 2019",Anadolu Efes,Maccabi Playtika Tel Aviv,99 - 79
Euroleague,"Dec 26, 2019",Alba Berlin,TD Systems Baskonia,81 - 57
Euroleague,"Dec 26, 2019",Panathinaikos,Real Madrid,75 - 87
Euroleague,"Dec 26, 2019",LDLC ASVEL,Khimki Moscow Region,92 - 88
Euroleague,"Dec 27, 2019",Zenit St. Petersburg,Crvena zvezda mts,58 - 65
Euroleague,"Dec 27, 2019",Fenerbahce,Valencia,98 - 100
Euroleague,"Dec 27, 2019",F.C. Barcelona,Olympiacos,90 - 80
Euroleague,"Dec 27, 2019",FC Bayern München,Zalgiris,73 - 98
Euroleague,"Jan 2, 2020",Zalgiris,Maccabi Playtika Tel Aviv,73 - 68
Euroleague,"Jan 2, 2020",Crvena zvezda mts,FC Bayern München,93 - 63
Euroleague,"Jan 2, 2020",Olympiacos,Fenerbahce,87 - 96
Euroleague,"Jan 2, 2020",TD Systems Baskonia,F.C. Barcelona,76 - 74
Euroleague,"Jan 3, 2020",CSKA Moscow,Panathinaikos,102 - 106
Euroleague,"Jan 3, 2020",Anadolu Efes,Khimki Moscow Region,101 - 82
Euroleague,"Jan 3, 2020",LDLC ASVEL,Real Madrid,77 - 87
Euroleague,"Jan 3, 2020",AX Armani Exchange Milano,Zenit St. Petersburg,73 - 72
Euroleague,"Jan 3, 2020",Valencia,Alba Berlin,91 - 77
Euroleague,"Jan 9, 2020",Alba Berlin,Maccabi Playtika Tel Aviv,89 - 95
Euroleague,"Jan 9, 2020",TD Systems Baskonia,Fenerbahce,65 - 79
Euroleague,"Jan 9, 2020",AX Armani Exchange Milano,Panathinaikos,96 - 87
Euroleague,"Jan 9, 2020",Real Madrid,Zalgiris,88 - 82
Euroleague,"Jan 10, 2020",Khimki Moscow Region,Zenit St. Petersburg,81 - 83
Euroleague,"Jan 10, 2020",FC Bayern München,CSKA Moscow,77 - 84
Euroleague,"Jan 10, 2020",LDLC ASVEL,Crvena zvezda mts,80 - 83
Euroleague,"Jan 10, 2020",Valencia,Olympiacos,91 - 93
Euroleague,"Jan 10, 2020",F.C. Barcelona,Anadolu Efes,82 - 86
Euroleague,"Jan 14, 2020",CSKA Moscow,Real Madrid,60 - 55
Euroleague,"Jan 14, 2020",Khimki Moscow Region,Valencia,75 - 84
Euroleague,"Jan 14, 2020",Anadolu Efes,AX Armani Exchange Milano,88 - 68
Euroleague,"Jan 14, 2020",Fenerbahce,LDLC ASVEL,86 - 64
Euroleague,"Jan 14, 2020",Olympiacos,Alba Berlin,86 - 93
Euroleague,"Jan 14, 2020",Maccabi Playtika Tel Aviv,F.C. Barcelona,92 - 85
Euroleague,"Jan 15, 2020",Zenit St. Petersburg,TD Systems Baskonia,72 - 66
Euroleague,"Jan 15, 2020",Crvena zvezda mts,Zalgiris,70 - 76
Euroleague,"Jan 15, 2020",Panathinaikos,FC Bayern München,98 - 83
Euroleague,"Jan 16, 2020",Khimki Moscow Region,Real Madrid,102 - 94
Euroleague,"Jan 16, 2020",Fenerbahce,F.C. Barcelona,74 - 80
Euroleague,"Jan 16, 2020",Maccabi Playtika Tel Aviv,AX Armani Exchange Milano,69 - 63
Euroleague,"Jan 17, 2020",CSKA Moscow,TD Systems Baskonia,94 - 90
Euroleague,"Jan 17, 2020",Zenit St. Petersburg,Valencia,81 - 86
Euroleague,"Jan 17, 2020",Anadolu Efes,LDLC ASVEL,101 - 74
Euroleague,"Jan 17, 2020",Crvena zvezda mts,Alba Berlin,85 - 94
Euroleague,"Jan 17, 2020",Olympiacos,FC Bayern München,89 - 72
Euroleague,"Jan 17, 2020",Panathinaikos,Zalgiris,96 - 94
Euroleague,"Jan 23, 2020",CSKA Moscow,Valencia,81 - 70
Euroleague,"Jan 23, 2020",Zenit St. Petersburg,Olympiacos,91 - 87
Euroleague,"Jan 23, 2020",FC Bayern München,Maccabi Playtika Tel Aviv,80 - 68
Euroleague,"Jan 23, 2020",TD Systems Baskonia,Khimki Moscow Region,83 - 79
Euroleague,"Jan 23, 2020",F.C. Barcelona,Crvena zvezda mts,86 - 82
Euroleague,"Jan 24, 2020",Fenerbahce,AX Armani Exchange Milano,73 - 64
Euroleague,"Jan 24, 2020",Zalgiris,Alba Berlin,104 - 80
Euroleague,"Jan 24, 2020",Panathinaikos,LDLC ASVEL,100 - 88
Euroleague,"Jan 24, 2020",Real Madrid,Anadolu Efes,75 - 80
Euroleague,"Jan 30, 2020",Khimki Moscow Region,CSKA Moscow,69 - 78
Euroleague,"Jan 30, 2020",Olympiacos,TD Systems Baskonia,80 - 70
Euroleague,"Jan 30, 2020",Maccabi Playtika Tel Aviv,Real Madrid,77 - 81
Euroleague,"Jan 30, 2020",F.C. Barcelona,Zenit St. Petersburg,90 - 72
Euroleague,"Jan 30, 2020",Alba Berlin,Fenerbahce,70 - 74
Euroleague,"Jan 30, 2020",LDLC ASVEL,Zalgiris,74 - 79
Euroleague,"Jan 31, 2020",Crvena zvezda mts,Anadolu Efes,78 - 85
Euroleague,"Jan 31, 2020",AX Armani Exchange Milano,FC Bayern München,79 - 78
Euroleague,"Jan 31, 2020",Valencia,Panathinaikos,94 - 87
Euroleague,"Feb 4, 2020",CSKA Moscow,Anadolu Efes,80 - 82
Euroleague,"Feb 4, 2020",Zalgiris,Olympiacos,94 - 69
Euroleague,"Feb 4, 2020",AX Armani Exchange Milano,Alba Berlin,96 - 102
Euroleague,"Feb 4, 2020",LDLC ASVEL,FC Bayern München,75 - 65
Euroleague,"Feb 4, 2020",Real Madrid,TD Systems Baskonia,70 - 69
Euroleague,"Feb 5, 2020",Zenit St. Petersburg,Fenerbahce,68 - 73
Euroleague,"Feb 5, 2020",Crvena zvezda mts,Panathinaikos,78 - 73
Euroleague,"Feb 5, 2020",Maccabi Playtika Tel Aviv,Khimki Moscow Region,80 - 77
Euroleague,"Feb 5, 2020",Valencia,F.C. Barcelona,76 - 77
Euroleague,"Feb 6, 2020",Anadolu Efes,Zalgiris,96 - 91
Euroleague,"Feb 6, 2020",Alba Berlin,Real Madrid,97 - 103
Euroleague,"Feb 6, 2020",Olympiacos,CSKA Moscow,72 - 59
Euroleague,"Feb 6, 2020",TD Systems Baskonia,LDLC ASVEL,79 - 65
Euroleague,"Feb 7, 2020",Khimki Moscow Region,Crvena zvezda mts,78 - 72
Euroleague,"Feb 7, 2020",Fenerbahce,Maccabi Playtika Tel Aviv,77 - 78
Euroleague,"Feb 7, 2020",FC Bayern München,Valencia,59 - 66
Euroleague,"Feb 7, 2020",Panathinaikos,Zenit St. Petersburg,96 - 81
Euroleague,"Feb 7, 2020",F.C. Barcelona,AX Armani Exchange Milano,84 - 80
Euroleague,"Feb 20, 2020",Zenit St. Petersburg,Alba Berlin,81 - 83
Euroleague,"Feb 20, 2020",Fenerbahce,Real Madrid,65 - 94
Euroleague,"Feb 20, 2020",Olympiacos,LDLC ASVEL,77 - 68
Euroleague,"Feb 20, 2020",AX Armani Exchange Milano,Khimki Moscow Region,69 - 78
Euroleague,"Feb 20, 2020",TD Systems Baskonia,Zalgiris,60 - 74
Euroleague,"Feb 21, 2020",Crvena zvezda mts,CSKA Moscow,81 - 86
Euroleague,"Feb 21, 2020",FC Bayern München,Anadolu Efes,63 - 88
Euroleague,"Feb 21, 2020",Panathinaikos,F.C. Barcelona,81 - 92
Euroleague,"Feb 21, 2020",Valencia,Maccabi Playtika Tel Aviv,82 - 85
Euroleague,"Feb 27, 2020",CSKA Moscow,F.C. Barcelona,80 - 82
Euroleague,"Feb 27, 2020",Maccabi Playtika Tel Aviv,Olympiacos,71 - 70
Euroleague,"Feb 27, 2020",Alba Berlin,Anadolu Efes,86 - 99
Euroleague,"Feb 27, 2020",TD Systems Baskonia,Crvena zvezda mts,71 - 56
Euroleague,"Feb 28, 2020",Khimki Moscow Region,LDLC ASVEL,108 - 79
Euroleague,"Feb 28, 2020",Zenit St. Petersburg,FC Bayern München,68 - 77
Euroleague,"Feb 28, 2020",Zalgiris,AX Armani Exchange Milano,105 - 97
Euroleague,"Feb 28, 2020",Valencia,Fenerbahce,86 - 93
Euroleague,"Feb 28, 2020",Real Madrid,Panathinaikos,96 - 78
Euroleague,"Mar 3, 2020",CSKA Moscow,Zenit St. Petersburg,86 - 78
Euroleague,"Mar 3, 2020",Zalgiris,Khimki Moscow Region,96 - 85
Euroleague,"Mar 3, 2020",Olympiacos,Panathinaikos,81 - 78
Euroleague,"Mar 3, 2020",AX Armani Exchange Milano,Real Madrid,73 - 78
Euroleague,"Mar 3, 2020",LDLC ASVEL,Valencia,72 - 65
Euroleague,"Mar 4, 2020",Fenerbahce,Crvena zvezda mts,66 - 63
Euroleague,"Mar 4, 2020",Alba Berlin,F.C. Barcelona,80 - 84
Euroleague,"Mar 4, 2020",Maccabi Playtika Tel Aviv,Anadolu Efes,77 - 75
Euroleague,"Mar 4, 2020",FC Bayern München,TD Systems Baskonia,71 - 80
Euroleague,"Mar 5, 2020",Zenit St. Petersburg,Zalgiris,76 - 75
Euroleague,"Mar 5, 2020",Panathinaikos,CSKA Moscow,66 - 97
Euroleague,"Mar 5, 2020",Real Madrid,LDLC ASVEL,87 - 78
Euroleague,"Mar 5, 2020",Valencia,AX Armani Exchange Milano,81 - 83
Euroleague,"Mar 6, 2020",Khimki Moscow Region,Fenerbahce,82 - 68
Euroleague,"Mar 6, 2020",Anadolu Efes,Olympiacos,91 - 79
Euroleague,"Mar 6, 2020",Crvena zvezda mts,Maccabi Playtika Tel Aviv,92 - 76
Euroleague,"Mar 6, 2020",F.C. Barcelona,FC Bayern München,83 - 80
Euroleague,"Mar 6, 2020",TD Systems Baskonia,Alba Berlin,73 - 72
