League,Day,Team 1,Team 2,Score
Euroleague,"Nov 30, 2012",Real Madrid,Fenerbahce,77 - 61
Euroleague,"Dec 6, 2012",CSKA Moscow,Besiktas S.J.,87 - 72
Euroleague,"Dec 6, 2012",Cedevita Olimpija,Olympiacos,62 - 84
Euroleague,"Dec 6, 2012",Asseco Arka Gdynia,Maccabi Playtika Tel Aviv,73 - 89
Euroleague,"Dec 6, 2012",Acqua S.Bernardo Cantù,Real Madrid,76 - 70
Euroleague,"Dec 6, 2012",Alba Berlin,Unicaja Malaga,63 - 74
Euroleague,"Dec 6, 2012",AX Armani Exchange Milano,Zalgiris,65 - 67
Euroleague,"Dec 6, 2012",Partizan NIS,F.C. Barcelona,67 - 68
Euroleague,"Dec 7, 2012",Rytas Vilnius,Brose Bamberg,67 - 62
Euroleague,"Dec 7, 2012",Anadolu Efes,TD Systems Baskonia,76 - 91
Euroleague,"Dec 7, 2012",Petrol Olimpjia,Khimki Moscow Region,74 - 72
Euroleague,"Dec 7, 2012",Panathinaikos,Fenerbahce,69 - 55
Euroleague,"Dec 7, 2012",Chalon,OnSharing Siena,108 - 103
Euroleague,"Dec 12, 2012",Fenerbahce,Acqua S.Bernardo Cantù,77 - 69
Euroleague,"Dec 13, 2012",Khimki Moscow Region,Panathinaikos,78 - 77
Euroleague,"Dec 13, 2012",Real Madrid,Petrol Olimpjia,91 - 60
Euroleague,"Dec 13, 2012",Unicaja Malaga,Chalon,86 - 62
Euroleague,"Dec 13, 2012",Maccabi Playtika Tel Aviv,Alba Berlin,78 - 62
Euroleague,"Dec 13, 2012",OnSharing Siena,Asseco Arka Gdynia,88 - 95
Euroleague,"Dec 13, 2012",F.C. Barcelona,CSKA Moscow,75 - 78
Euroleague,"Dec 13, 2012",Besiktas S.J.,Rytas Vilnius,66 - 65
Euroleague,"Dec 13, 2012",Brose Bamberg,Partizan NIS,92 - 90
Euroleague,"Dec 14, 2012",Olympiacos,AX Armani Exchange Milano,82 - 81
Euroleague,"Dec 14, 2012",TD Systems Baskonia,Cedevita Olimpija,97 - 70
Euroleague,"Dec 14, 2012",Zalgiris,Anadolu Efes,71 - 53
Euroleague,"Dec 27, 2012",Alba Berlin,Real Madrid,63 - 77
Euroleague,"Dec 27, 2012",Unicaja Malaga,Brose Bamberg,85 - 82
Euroleague,"Dec 27, 2012",Besiktas S.J.,Khimki Moscow Region,75 - 80
Euroleague,"Dec 27, 2012",TD Systems Baskonia,Olympiacos,82 - 74
Euroleague,"Dec 27, 2012",OnSharing Siena,Maccabi Playtika Tel Aviv,79 - 69
Euroleague,"Dec 28, 2012",CSKA Moscow,Anadolu Efes,90 - 71
Euroleague,"Dec 28, 2012",Panathinaikos,Zalgiris,67 - 66
Euroleague,"Dec 28, 2012",F.C. Barcelona,Fenerbahce,100 - 78
Euroleague,"Jan 3, 2013",Brose Bamberg,Real Madrid,67 - 82
Euroleague,"Jan 3, 2013",Anadolu Efes,Panathinaikos,78 - 64
Euroleague,"Jan 3, 2013",Khimki Moscow Region,F.C. Barcelona,78 - 65
Euroleague,"Jan 3, 2013",Maccabi Playtika Tel Aviv,TD Systems Baskonia,70 - 71
Euroleague,"Jan 4, 2013",Zalgiris,Unicaja Malaga,75 - 63
Euroleague,"Jan 4, 2013",Alba Berlin,CSKA Moscow,57 - 75
Euroleague,"Jan 4, 2013",Olympiacos,Besiktas S.J.,77 - 64
Euroleague,"Jan 4, 2013",Fenerbahce,OnSharing Siena,92 - 98
Euroleague,"Jan 10, 2013",CSKA Moscow,Brose Bamberg,90 - 83
Euroleague,"Jan 10, 2013",Panathinaikos,Unicaja Malaga,78 - 73
Euroleague,"Jan 10, 2013",TD Systems Baskonia,Besiktas S.J.,77 - 51
Euroleague,"Jan 10, 2013",Maccabi Playtika Tel Aviv,Fenerbahce,91 - 73
Euroleague,"Jan 11, 2013",Anadolu Efes,Alba Berlin,71 - 62
Euroleague,"Jan 11, 2013",Real Madrid,Zalgiris,75 - 74
Euroleague,"Jan 11, 2013",OnSharing Siena,Khimki Moscow Region,82 - 76
Euroleague,"Jan 11, 2013",F.C. Barcelona,Olympiacos,76 - 68
Euroleague,"Jan 16, 2013",Alba Berlin,Panathinaikos,73 - 79
Euroleague,"Jan 17, 2013",Zalgiris,CSKA Moscow,73 - 87
Euroleague,"Jan 17, 2013",Unicaja Malaga,Real Madrid,64 - 72
Euroleague,"Jan 17, 2013",Brose Bamberg,Anadolu Efes,76 - 94
Euroleague,"Jan 17, 2013",Besiktas S.J.,F.C. Barcelona,59 - 73
Euroleague,"Jan 18, 2013",Fenerbahce,TD Systems Baskonia,75 - 97
Euroleague,"Jan 18, 2013",Olympiacos,OnSharing Siena,72 - 74
Euroleague,"Jan 18, 2013",Khimki Moscow Region,Maccabi Playtika Tel Aviv,88 - 67
Euroleague,"Jan 24, 2013",Alba Berlin,Brose Bamberg,82 - 63
Euroleague,"Jan 24, 2013",TD Systems Baskonia,F.C. Barcelona,79 - 90
Euroleague,"Jan 24, 2013",Maccabi Playtika Tel Aviv,Olympiacos,77 - 78
Euroleague,"Jan 24, 2013",Fenerbahce,Khimki Moscow Region,85 - 82
Euroleague,"Jan 25, 2013",Anadolu Efes,Zalgiris,56 - 52
Euroleague,"Jan 25, 2013",Panathinaikos,Real Madrid,54 - 58
Euroleague,"Jan 25, 2013",CSKA Moscow,Unicaja Malaga,81 - 94
Euroleague,"Jan 25, 2013",OnSharing Siena,Besiktas S.J.,63 - 57
Euroleague,"Jan 31, 2013",Zalgiris,Alba Berlin,92 - 56
Euroleague,"Jan 31, 2013",Besiktas S.J.,Maccabi Playtika Tel Aviv,55 - 77
Euroleague,"Jan 31, 2013",Real Madrid,CSKA Moscow,86 - 78
Euroleague,"Jan 31, 2013",F.C. Barcelona,OnSharing Siena,85 - 66
Euroleague,"Jan 31, 2013",Olympiacos,Fenerbahce,82 - 71
Euroleague,"Feb 1, 2013",Panathinaikos,Brose Bamberg,76 - 73
Euroleague,"Feb 1, 2013",Unicaja Malaga,Anadolu Efes,73 - 78
Euroleague,"Feb 1, 2013",TD Systems Baskonia,Khimki Moscow Region,71 - 83
Euroleague,"Feb 14, 2013",Alba Berlin,Unicaja Malaga,65 - 67
Euroleague,"Feb 14, 2013",CSKA Moscow,Panathinaikos,86 - 69
Euroleague,"Feb 14, 2013",Brose Bamberg,Zalgiris,87 - 88
Euroleague,"Feb 14, 2013",Anadolu Efes,Real Madrid,74 - 72
Euroleague,"Feb 14, 2013",Maccabi Playtika Tel Aviv,F.C. Barcelona,77 - 82
Euroleague,"Feb 15, 2013",OnSharing Siena,TD Systems Baskonia,85 - 74
Euroleague,"Feb 15, 2013",Fenerbahce,Besiktas S.J.,78 - 72
Euroleague,"Feb 15, 2013",Khimki Moscow Region,Olympiacos,82 - 87
Euroleague,"Feb 21, 2013",Fenerbahce,F.C. Barcelona,60 - 99
Euroleague,"Feb 21, 2013",Zalgiris,Panathinaikos,73 - 78
Euroleague,"Feb 21, 2013",Brose Bamberg,Unicaja Malaga,65 - 68
Euroleague,"Feb 21, 2013",Maccabi Playtika Tel Aviv,OnSharing Siena,92 - 61
Euroleague,"Feb 22, 2013",Anadolu Efes,CSKA Moscow,63 - 60
Euroleague,"Feb 22, 2013",Real Madrid,Alba Berlin,77 - 72
Euroleague,"Feb 22, 2013",Khimki Moscow Region,Besiktas S.J.,87 - 56
Euroleague,"Feb 22, 2013",Olympiacos,TD Systems Baskonia,82 - 74
Euroleague,"Feb 28, 2013",Besiktas S.J.,Olympiacos,60 - 79
Euroleague,"Feb 28, 2013",Real Madrid,Brose Bamberg,76 - 73
Euroleague,"Feb 28, 2013",F.C. Barcelona,Khimki Moscow Region,71 - 69
Euroleague,"Feb 28, 2013",TD Systems Baskonia,Maccabi Playtika Tel Aviv,62 - 66
Euroleague,"Feb 28, 2013",OnSharing Siena,Fenerbahce,87 - 69
Euroleague,"Mar 1, 2013",Unicaja Malaga,Zalgiris,67 - 83
Euroleague,"Mar 1, 2013",Panathinaikos,Anadolu Efes,75 - 62
Euroleague,"Mar 1, 2013",CSKA Moscow,Alba Berlin,80 - 65
Euroleague,"Mar 6, 2013",Brose Bamberg,CSKA Moscow,58 - 78
Euroleague,"Mar 6, 2013",Alba Berlin,Anadolu Efes,86 - 91
Euroleague,"Mar 7, 2013",Zalgiris,Real Madrid,104 - 105
Euroleague,"Mar 7, 2013",Olympiacos,F.C. Barcelona,77 - 90
Euroleague,"Mar 7, 2013",Fenerbahce,Maccabi Playtika Tel Aviv,85 - 94
Euroleague,"Mar 8, 2013",Unicaja Malaga,Panathinaikos,66 - 60
Euroleague,"Mar 8, 2013",Besiktas S.J.,TD Systems Baskonia,73 - 83
Euroleague,"Mar 8, 2013",Khimki Moscow Region,OnSharing Siena,78 - 71
Euroleague,"Mar 14, 2013",Anadolu Efes,Brose Bamberg,89 - 86
Euroleague,"Mar 14, 2013",TD Systems Baskonia,Fenerbahce,87 - 67
Euroleague,"Mar 14, 2013",OnSharing Siena,Olympiacos,67 - 68
Euroleague,"Mar 14, 2013",Maccabi Playtika Tel Aviv,Khimki Moscow Region,80 - 79
Euroleague,"Mar 15, 2013",CSKA Moscow,Zalgiris,70 - 61
Euroleague,"Mar 15, 2013",Real Madrid,Unicaja Malaga,74 - 77
Euroleague,"Mar 15, 2013",Panathinaikos,Alba Berlin,82 - 58
Euroleague,"Mar 15, 2013",F.C. Barcelona,Besiktas S.J.,86 - 61
Euroleague,"Mar 20, 2013",Brose Bamberg,Alba Berlin,72 - 75
Euroleague,"Mar 21, 2013",Zalgiris,Anadolu Efes,79 - 71
Euroleague,"Mar 21, 2013",Real Madrid,Panathinaikos,73 - 74
Euroleague,"Mar 21, 2013",Unicaja Malaga,CSKA Moscow,66 - 70
Euroleague,"Mar 21, 2013",F.C. Barcelona,TD Systems Baskonia,83 - 74
Euroleague,"Mar 22, 2013",Besiktas S.J.,OnSharing Siena,72 - 70
Euroleague,"Mar 22, 2013",Khimki Moscow Region,Fenerbahce,99 - 76
Euroleague,"Mar 22, 2013",Olympiacos,Maccabi Playtika Tel Aviv,67 - 73
Euroleague,"Mar 28, 2013",Brose Bamberg,Panathinaikos,60 - 82
Euroleague,"Mar 28, 2013",CSKA Moscow,Real Madrid,81 - 72
Euroleague,"Mar 28, 2013",Anadolu Efes,Unicaja Malaga,64 - 70
Euroleague,"Mar 28, 2013",Maccabi Playtika Tel Aviv,Besiktas S.J.,101 - 58
Euroleague,"Mar 29, 2013",Alba Berlin,Zalgiris,77 - 55
Euroleague,"Mar 29, 2013",Khimki Moscow Region,TD Systems Baskonia,82 - 86
Euroleague,"Mar 29, 2013",OnSharing Siena,F.C. Barcelona,69 - 77
Euroleague,"Mar 29, 2013",Fenerbahce,Olympiacos,73 - 78
Euroleague,"Apr 4, 2013",Unicaja Malaga,Alba Berlin,55 - 68
Euroleague,"Apr 4, 2013",Panathinaikos,CSKA Moscow,63 - 69
Euroleague,"Apr 4, 2013",Zalgiris,Brose Bamberg,90 - 81
Euroleague,"Apr 4, 2013",Real Madrid,Anadolu Efes,86 - 66
Euroleague,"Apr 4, 2013",F.C. Barcelona,Maccabi Playtika Tel Aviv,74 - 71
Euroleague,"Apr 4, 2013",TD Systems Baskonia,OnSharing Siena,76 - 64
Euroleague,"Apr 4, 2013",Olympiacos,Khimki Moscow Region,79 - 70
Euroleague,"Apr 5, 2013",Besiktas S.J.,Fenerbahce,80 - 73
Euroleague,"Apr 8, 2013",F.C. Barcelona,Panathinaikos,72 - 70
Euroleague,"Apr 10, 2013",CSKA Moscow,TD Systems Baskonia,89 - 78
Euroleague,"Apr 10, 2013",Olympiacos,Anadolu Efes,67 - 62
Euroleague,"Apr 10, 2013",Real Madrid,Maccabi Playtika Tel Aviv,79 - 53
Euroleague,"Apr 11, 2013",F.C. Barcelona,Panathinaikos,65 - 66
Euroleague,"Apr 12, 2013",CSKA Moscow,TD Systems Baskonia,90 - 68
Euroleague,"Apr 12, 2013",Olympiacos,Anadolu Efes,71 - 53
Euroleague,"Apr 12, 2013",Real Madrid,Maccabi Playtika Tel Aviv,75 - 63
Euroleague,"Apr 16, 2013",Panathinaikos,F.C. Barcelona,65 - 63
Euroleague,"Apr 16, 2013",Maccabi Playtika Tel Aviv,Real Madrid,57 - 69
Euroleague,"Apr 16, 2013",TD Systems Baskonia,CSKA Moscow,93 - 72
Euroleague,"Apr 16, 2013",Anadolu Efes,Olympiacos,83 - 72
Euroleague,"Apr 18, 2013",Panathinaikos,F.C. Barcelona,60 - 70
Euroleague,"Apr 19, 2013",TD Systems Baskonia,CSKA Moscow,85 - 94
Euroleague,"Apr 19, 2013",Anadolu Efes,Olympiacos,74 - 73
Euroleague,"Apr 25, 2013",Olympiacos,Anadolu Efes,82 - 72
Euroleague,"Apr 25, 2013",F.C. Barcelona,Panathinaikos,64 - 53
Euroleague,"May 10, 2013",CSKA Moscow,Olympiacos,52 - 69
Euroleague,"May 10, 2013",F.C. Barcelona,Real Madrid,67 - 74
Euroleague,"May 12, 2013",CSKA Moscow,F.C. Barcelona,74 - 73
Euroleague,"May 12, 2013",Olympiacos,Real Madrid,100 - 88
