League,Day,Team 1,Team 2,Score
Euroleague,"Nov 18, 2016",Galatasaray,Darussafaka,85 - 81
Euroleague,"Nov 18, 2016",CSKA Moscow,Zalgiris,95 - 86
Euroleague,"Nov 18, 2016",F.C. Barcelona,Real Madrid,63 - 102
Euroleague,"Nov 24, 2016",Real Madrid,UNICS Kazan,89 - 75
Euroleague,"Nov 24, 2016",AX Armani Exchange Milano,Fenerbahce,70 - 79
Euroleague,"Nov 24, 2016",Olympiacos,Maccabi Playtika Tel Aviv,73 - 80
Euroleague,"Nov 24, 2016",Anadolu Efes,Crvena zvezda mts,100 - 79
Euroleague,"Nov 24, 2016",Zalgiris,Brose Bamberg,86 - 72
Euroleague,"Nov 25, 2016",Panathinaikos,Darussafaka,86 - 80
Euroleague,"Nov 25, 2016",Galatasaray,F.C. Barcelona,78 - 64
Euroleague,"Nov 25, 2016",CSKA Moscow,TD Systems Baskonia,112 - 84
Euroleague,"Dec 1, 2016",UNICS Kazan,AX Armani Exchange Milano,100 - 79
Euroleague,"Dec 1, 2016",Brose Bamberg,CSKA Moscow,88 - 90
Euroleague,"Dec 1, 2016",Fenerbahce,Real Madrid,78 - 77
Euroleague,"Dec 1, 2016",Maccabi Playtika Tel Aviv,Anadolu Efes,77 - 86
Euroleague,"Dec 2, 2016",TD Systems Baskonia,Galatasaray,69 - 62
Euroleague,"Dec 2, 2016",Darussafaka,Olympiacos,71 - 77
Euroleague,"Dec 2, 2016",Crvena zvezda mts,Zalgiris,79 - 88
Euroleague,"Dec 2, 2016",F.C. Barcelona,Panathinaikos,72 - 57
Euroleague,"Dec 7, 2016",Maccabi Playtika Tel Aviv,Brose Bamberg,70 - 85
Euroleague,"Dec 8, 2016",Fenerbahce,Crvena zvezda mts,87 - 72
Euroleague,"Dec 8, 2016",Real Madrid,Zalgiris,96 - 91
Euroleague,"Dec 8, 2016",AX Armani Exchange Milano,CSKA Moscow,64 - 79
Euroleague,"Dec 9, 2016",Anadolu Efes,F.C. Barcelona,72 - 68
Euroleague,"Dec 9, 2016",Panathinaikos,Galatasaray,85 - 58
Euroleague,"Dec 9, 2016",TD Systems Baskonia,Darussafaka,73 - 52
Euroleague,"Dec 9, 2016",Olympiacos,UNICS Kazan,88 - 59
Euroleague,"Dec 15, 2016",UNICS Kazan,TD Systems Baskonia,91 - 92
Euroleague,"Dec 15, 2016",Brose Bamberg,Anadolu Efes,91 - 83
Euroleague,"Dec 15, 2016",Darussafaka,Real Madrid,81 - 68
Euroleague,"Dec 15, 2016",Crvena zvezda mts,Maccabi Playtika Tel Aviv,83 - 58
Euroleague,"Dec 15, 2016",Zalgiris,Olympiacos,75 - 88
Euroleague,"Dec 16, 2016",Panathinaikos,Fenerbahce,81 - 70
Euroleague,"Dec 16, 2016",Galatasaray,AX Armani Exchange Milano,83 - 80
Euroleague,"Dec 16, 2016",CSKA Moscow,F.C. Barcelona,92 - 76
Euroleague,"Dec 20, 2016",Real Madrid,Brose Bamberg,95 - 72
Euroleague,"Dec 20, 2016",Olympiacos,Crvena zvezda mts,73 - 65
Euroleague,"Dec 20, 2016",UNICS Kazan,Galatasaray,73 - 60
Euroleague,"Dec 20, 2016",Anadolu Efes,Zalgiris,71 - 84
Euroleague,"Dec 21, 2016",AX Armani Exchange Milano,Panathinaikos,72 - 86
Euroleague,"Dec 21, 2016",Fenerbahce,Darussafaka,64 - 71
Euroleague,"Dec 21, 2016",Maccabi Playtika Tel Aviv,CSKA Moscow,76 - 80
Euroleague,"Dec 21, 2016",TD Systems Baskonia,F.C. Barcelona,65 - 62
Euroleague,"Dec 22, 2016",Brose Bamberg,Olympiacos,82 - 68
Euroleague,"Dec 22, 2016",Galatasaray,Anadolu Efes,76 - 86
Euroleague,"Dec 22, 2016",Crvena zvezda mts,Real Madrid,82 - 70
Euroleague,"Dec 22, 2016",Zalgiris,UNICS Kazan,80 - 88
Euroleague,"Dec 23, 2016",Panathinaikos,TD Systems Baskonia,69 - 68
Euroleague,"Dec 23, 2016",Darussafaka,Maccabi Playtika Tel Aviv,86 - 84
Euroleague,"Dec 23, 2016",CSKA Moscow,Fenerbahce,79 - 95
Euroleague,"Dec 23, 2016",F.C. Barcelona,AX Armani Exchange Milano,89 - 75
Euroleague,"Dec 29, 2016",Anadolu Efes,Real Madrid,78 - 80
Euroleague,"Dec 29, 2016",TD Systems Baskonia,Maccabi Playtika Tel Aviv,101 - 88
Euroleague,"Dec 29, 2016",AX Armani Exchange Milano,Zalgiris,70 - 78
Euroleague,"Dec 29, 2016",Olympiacos,Fenerbahce,71 - 62
Euroleague,"Dec 29, 2016",Crvena zvezda mts,CSKA Moscow,78 - 67
Euroleague,"Dec 30, 2016",UNICS Kazan,Panathinaikos,83 - 81
Euroleague,"Dec 30, 2016",Galatasaray,Brose Bamberg,75 - 90
Euroleague,"Dec 30, 2016",F.C. Barcelona,Darussafaka,81 - 77
Euroleague,"Jan 5, 2017",TD Systems Baskonia,UNICS Kazan,102 - 70
Euroleague,"Jan 5, 2017",Brose Bamberg,F.C. Barcelona,85 - 65
Euroleague,"Jan 5, 2017",Anadolu Efes,Galatasaray,84 - 73
Euroleague,"Jan 5, 2017",Maccabi Playtika Tel Aviv,Darussafaka,93 - 92
Euroleague,"Jan 6, 2017",Real Madrid,CSKA Moscow,95 - 85
Euroleague,"Jan 6, 2017",Olympiacos,Panathinaikos,77 - 69
Euroleague,"Jan 6, 2017",Fenerbahce,AX Armani Exchange Milano,86 - 79
Euroleague,"Jan 6, 2017",Zalgiris,Crvena zvezda mts,61 - 77
Euroleague,"Jan 12, 2017",UNICS Kazan,Brose Bamberg,63 - 58
Euroleague,"Jan 12, 2017",Darussafaka,TD Systems Baskonia,98 - 89
Euroleague,"Jan 12, 2017",Crvena zvezda mts,Fenerbahce,75 - 73
Euroleague,"Jan 12, 2017",F.C. Barcelona,Olympiacos,67 - 69
Euroleague,"Jan 13, 2017",Real Madrid,Maccabi Playtika Tel Aviv,80 - 75
Euroleague,"Jan 13, 2017",Panathinaikos,Anadolu Efes,92 - 81
Euroleague,"Jan 13, 2017",Galatasaray,Zalgiris,87 - 79
Euroleague,"Jan 13, 2017",CSKA Moscow,AX Armani Exchange Milano,101 - 64
Euroleague,"Jan 19, 2017",AX Armani Exchange Milano,Galatasaray,92 - 87
Euroleague,"Jan 19, 2017",Fenerbahce,Panathinaikos,84 - 63
Euroleague,"Jan 19, 2017",CSKA Moscow,Brose Bamberg,85 - 64
Euroleague,"Jan 19, 2017",Maccabi Playtika Tel Aviv,Crvena zvezda mts,67 - 71
Euroleague,"Jan 19, 2017",F.C. Barcelona,Anadolu Efes,89 - 78
Euroleague,"Jan 20, 2017",Olympiacos,TD Systems Baskonia,92 - 62
Euroleague,"Jan 20, 2017",Darussafaka,UNICS Kazan,71 - 64
Euroleague,"Jan 20, 2017",Zalgiris,Real Madrid,59 - 74
Euroleague,"Jan 24, 2017",UNICS Kazan,Fenerbahce,81 - 86
Euroleague,"Jan 24, 2017",Galatasaray,Maccabi Playtika Tel Aviv,102 - 63
Euroleague,"Jan 24, 2017",TD Systems Baskonia,Crvena zvezda mts,69 - 87
Euroleague,"Jan 24, 2017",Panathinaikos,F.C. Barcelona,71 - 65
Euroleague,"Jan 24, 2017",Zalgiris,CSKA Moscow,79 - 74
Euroleague,"Jan 25, 2017",AX Armani Exchange Milano,Olympiacos,99 - 83
Euroleague,"Jan 25, 2017",Brose Bamberg,Real Madrid,89 - 91
Euroleague,"Jan 25, 2017",Anadolu Efes,Darussafaka,93 - 81
Euroleague,"Jan 26, 2017",Fenerbahce,Galatasaray,85 - 80
Euroleague,"Jan 26, 2017",Crvena zvezda mts,Panathinaikos,72 - 66
Euroleague,"Jan 26, 2017",Maccabi Playtika Tel Aviv,UNICS Kazan,60 - 52
Euroleague,"Jan 26, 2017",F.C. Barcelona,TD Systems Baskonia,79 - 93
Euroleague,"Jan 27, 2017",Real Madrid,AX Armani Exchange Milano,94 - 89
Euroleague,"Jan 27, 2017",Olympiacos,Brose Bamberg,83 - 77
Euroleague,"Jan 27, 2017",Darussafaka,Zalgiris,66 - 69
Euroleague,"Jan 27, 2017",CSKA Moscow,Anadolu Efes,80 - 77
Euroleague,"Feb 2, 2017",UNICS Kazan,Olympiacos,75 - 90
Euroleague,"Feb 2, 2017",AX Armani Exchange Milano,Darussafaka,89 - 87
Euroleague,"Feb 2, 2017",Brose Bamberg,Maccabi Playtika Tel Aviv,90 - 75
Euroleague,"Feb 2, 2017",Fenerbahce,CSKA Moscow,77 - 71
Euroleague,"Feb 2, 2017",Zalgiris,F.C. Barcelona,89 - 85
Euroleague,"Feb 3, 2017",Galatasaray,Panathinaikos,79 - 84
Euroleague,"Feb 3, 2017",Crvena zvezda mts,Anadolu Efes,72 - 86
Euroleague,"Feb 3, 2017",TD Systems Baskonia,Real Madrid,71 - 79
Euroleague,"Feb 9, 2017",UNICS Kazan,Real Madrid,77 - 81
Euroleague,"Feb 9, 2017",Panathinaikos,Brose Bamberg,81 - 72
Euroleague,"Feb 9, 2017",Anadolu Efes,AX Armani Exchange Milano,90 - 86
Euroleague,"Feb 9, 2017",CSKA Moscow,Crvena zvezda mts,102 - 80
Euroleague,"Feb 9, 2017",Maccabi Playtika Tel Aviv,TD Systems Baskonia,85 - 84
Euroleague,"Feb 10, 2017",Olympiacos,Zalgiris,73 - 64
Euroleague,"Feb 10, 2017",Darussafaka,Fenerbahce,72 - 65
Euroleague,"Feb 10, 2017",F.C. Barcelona,Galatasaray,62 - 69
Euroleague,"Feb 23, 2017",CSKA Moscow,Maccabi Playtika Tel Aviv,93 - 81
Euroleague,"Feb 23, 2017",AX Armani Exchange Milano,F.C. Barcelona,78 - 83
Euroleague,"Feb 23, 2017",Fenerbahce,Olympiacos,67 - 64
Euroleague,"Feb 23, 2017",Crvena zvezda mts,Galatasaray,77 - 58
Euroleague,"Feb 24, 2017",Real Madrid,Darussafaka,101 - 83
Euroleague,"Feb 24, 2017",Panathinaikos,UNICS Kazan,83 - 82
Euroleague,"Feb 24, 2017",Brose Bamberg,Zalgiris,86 - 91
Euroleague,"Feb 24, 2017",Anadolu Efes,TD Systems Baskonia,96 - 85
Euroleague,"Mar 2, 2017",Galatasaray,Real Madrid,87 - 84
Euroleague,"Mar 2, 2017",Crvena zvezda mts,Brose Bamberg,74 - 60
Euroleague,"Mar 2, 2017",Maccabi Playtika Tel Aviv,Olympiacos,71 - 82
Euroleague,"Mar 2, 2017",Zalgiris,Fenerbahce,67 - 76
Euroleague,"Mar 2, 2017",TD Systems Baskonia,AX Armani Exchange Milano,87 - 74
Euroleague,"Mar 3, 2017",UNICS Kazan,Anadolu Efes,92 - 99
Euroleague,"Mar 3, 2017",Darussafaka,Panathinaikos,77 - 72
Euroleague,"Mar 3, 2017",F.C. Barcelona,CSKA Moscow,61 - 85
Euroleague,"Mar 9, 2017",CSKA Moscow,Galatasaray,85 - 69
Euroleague,"Mar 9, 2017",Fenerbahce,TD Systems Baskonia,74 - 79
Euroleague,"Mar 9, 2017",Maccabi Playtika Tel Aviv,AX Armani Exchange Milano,92 - 82
Euroleague,"Mar 9, 2017",Zalgiris,Panathinaikos,64 - 58
Euroleague,"Mar 9, 2017",F.C. Barcelona,UNICS Kazan,70 - 62
Euroleague,"Mar 10, 2017",Real Madrid,Crvena zvezda mts,98 - 68
Euroleague,"Mar 10, 2017",Olympiacos,Darussafaka,81 - 73
Euroleague,"Mar 10, 2017",Anadolu Efes,Brose Bamberg,68 - 87
Euroleague,"Mar 16, 2017",AX Armani Exchange Milano,Crvena zvezda mts,71 - 78
Euroleague,"Mar 16, 2017",Panathinaikos,Real Madrid,88 - 82
Euroleague,"Mar 16, 2017",Brose Bamberg,Fenerbahce,78 - 83
Euroleague,"Mar 16, 2017",Anadolu Efes,Maccabi Playtika Tel Aviv,92 - 87
Euroleague,"Mar 17, 2017",UNICS Kazan,Zalgiris,80 - 82
Euroleague,"Mar 17, 2017",TD Systems Baskonia,CSKA Moscow,79 - 78
Euroleague,"Mar 17, 2017",Olympiacos,Galatasaray,71 - 80
Euroleague,"Mar 17, 2017",Darussafaka,F.C. Barcelona,67 - 56
Euroleague,"Mar 21, 2017",Fenerbahce,Maccabi Playtika Tel Aviv,79 - 81
Euroleague,"Mar 21, 2017",Zalgiris,Anadolu Efes,68 - 76
Euroleague,"Mar 21, 2017",Panathinaikos,AX Armani Exchange Milano,74 - 61
Euroleague,"Mar 21, 2017",Brose Bamberg,TD Systems Baskonia,71 - 96
Euroleague,"Mar 22, 2017",Galatasaray,UNICS Kazan,75 - 67
Euroleague,"Mar 22, 2017",Crvena zvezda mts,Olympiacos,64 - 66
Euroleague,"Mar 22, 2017",CSKA Moscow,Darussafaka,95 - 85
Euroleague,"Mar 23, 2017",Real Madrid,F.C. Barcelona,85 - 69
Euroleague,"Mar 23, 2017",AX Armani Exchange Milano,Brose Bamberg,76 - 84
Euroleague,"Mar 23, 2017",Anadolu Efes,Fenerbahce,80 - 77
Euroleague,"Mar 23, 2017",Maccabi Playtika Tel Aviv,Zalgiris,77 - 93
Euroleague,"Mar 23, 2017",TD Systems Baskonia,Panathinaikos,63 - 72
Euroleague,"Mar 24, 2017",Olympiacos,Real Madrid,73 - 79
Euroleague,"Mar 24, 2017",UNICS Kazan,CSKA Moscow,74 - 85
Euroleague,"Mar 24, 2017",Darussafaka,Galatasaray,73 - 67
Euroleague,"Mar 24, 2017",F.C. Barcelona,Crvena zvezda mts,67 - 54
Euroleague,"Mar 30, 2017",Anadolu Efes,Olympiacos,77 - 69
Euroleague,"Mar 30, 2017",Brose Bamberg,Darussafaka,97 - 99
Euroleague,"Mar 30, 2017",F.C. Barcelona,Maccabi Playtika Tel Aviv,76 - 71
Euroleague,"Mar 31, 2017",Real Madrid,Fenerbahce,61 - 56
Euroleague,"Mar 31, 2017",Panathinaikos,CSKA Moscow,85 - 80
Euroleague,"Mar 31, 2017",Galatasaray,TD Systems Baskonia,80 - 103
Euroleague,"Mar 31, 2017",Crvena zvezda mts,UNICS Kazan,83 - 65
Euroleague,"Mar 31, 2017",Zalgiris,AX Armani Exchange Milano,84 - 88
Euroleague,"Apr 6, 2017",TD Systems Baskonia,Zalgiris,79 - 84
Euroleague,"Apr 6, 2017",Brose Bamberg,Galatasaray,79 - 84
Euroleague,"Apr 6, 2017",Fenerbahce,F.C. Barcelona,68 - 65
Euroleague,"Apr 6, 2017",Maccabi Playtika Tel Aviv,Panathinaikos,61 - 81
Euroleague,"Apr 7, 2017",Real Madrid,Anadolu Efes,97 - 80
Euroleague,"Apr 7, 2017",AX Armani Exchange Milano,UNICS Kazan,68 - 91
Euroleague,"Apr 7, 2017",Darussafaka,Crvena zvezda mts,78 - 62
Euroleague,"Apr 7, 2017",CSKA Moscow,Olympiacos,90 - 86
Euroleague,"Apr 18, 2017",Panathinaikos,Fenerbahce,58 - 71
Euroleague,"Apr 18, 2017",CSKA Moscow,TD Systems Baskonia,98 - 90
Euroleague,"Apr 19, 2017",Real Madrid,Darussafaka,83 - 75
Euroleague,"Apr 19, 2017",Olympiacos,Anadolu Efes,87 - 72
Euroleague,"Apr 20, 2017",Panathinaikos,Fenerbahce,75 - 80
Euroleague,"Apr 20, 2017",CSKA Moscow,TD Systems Baskonia,84 - 82
Euroleague,"Apr 21, 2017",Real Madrid,Darussafaka,80 - 84
Euroleague,"Apr 21, 2017",Olympiacos,Anadolu Efes,71 - 73
Euroleague,"Apr 25, 2017",Fenerbahce,Panathinaikos,79 - 61
Euroleague,"Apr 25, 2017",TD Systems Baskonia,CSKA Moscow,88 - 90
Euroleague,"Apr 26, 2017",Anadolu Efes,Olympiacos,64 - 60
Euroleague,"Apr 26, 2017",Darussafaka,Real Madrid,81 - 88
Euroleague,"Apr 28, 2017",Anadolu Efes,Olympiacos,62 - 74
Euroleague,"Apr 28, 2017",Darussafaka,Real Madrid,78 - 89
Euroleague,"May 2, 2017",Olympiacos,Anadolu Efes,87 - 78
Euroleague,"May 19, 2017",CSKA Moscow,Olympiacos,78 - 82
Euroleague,"May 19, 2017",Fenerbahce,Real Madrid,84 - 75
Euroleague,"May 21, 2017",Real Madrid,CSKA Moscow,70 - 94
Euroleague,"May 21, 2017",Fenerbahce,Olympiacos,80 - 64
