League,Day,Team 1,Team 2,Score
Euroleague,"Dec 17, 2003",Benetton Treviso,WKS Slask Wroclaw,98 - 56
Euroleague,"Dec 17, 2003",AEK Athens,Partizan NIS,95 - 92
Euroleague,"Dec 17, 2003",Anadolu Efes,Valencia,69 - 59
Euroleague,"Dec 17, 2003",CSKA Moscow,Zalgiris,90 - 81
Euroleague,"Dec 17, 2003",Cibona,KK Union Olimpija Ljubljana,95 - 86
Euroleague,"Dec 18, 2003",Pau-Lacq-Orthez,Virtus Roma,106 - 110
Euroleague,"Dec 18, 2003",F.C. Barcelona,Trabzonspor,92 - 57
Euroleague,"Dec 18, 2003",OnSharing Siena,Maccabi Playtika Tel Aviv,85 - 89
Euroleague,"Dec 18, 2003",Olympiacos,Alba Berlin,96 - 95
Euroleague,"Dec 18, 2003",Krka Novo Mesto,Panathinaikos,64 - 74
Euroleague,"Jan 7, 2004",F.C. Barcelona,Virtus Roma,86 - 65
Euroleague,"Jan 7, 2004",Benetton Treviso,Valencia,90 - 72
Euroleague,"Jan 7, 2004",AEK Athens,Trabzonspor,83 - 82
Euroleague,"Jan 7, 2004",Alba Berlin,LDLC ASVEL,80 - 73
Euroleague,"Jan 7, 2004",Anadolu Efes,TD Systems Baskonia,74 - 65
Euroleague,"Jan 7, 2004",Krka Novo Mesto,Fortitudo Lavoropiù Bologna,58 - 66
Euroleague,"Jan 8, 2004",Pau-Lacq-Orthez,Cibona,105 - 89
Euroleague,"Jan 8, 2004",Unicaja Malaga,Maccabi Playtika Tel Aviv,87 - 75
Euroleague,"Jan 8, 2004",OnSharing Siena,CSKA Moscow,79 - 73
Euroleague,"Jan 8, 2004",Panathinaikos,Zalgiris,91 - 80
Euroleague,"Jan 8, 2004",Olympiacos,WKS Slask Wroclaw,98 - 92
Euroleague,"Jan 8, 2004",Partizan NIS,KK Union Olimpija Ljubljana,77 - 66
Euroleague,"Jan 14, 2004",LDLC ASVEL,Anadolu Efes,67 - 73
Euroleague,"Jan 14, 2004",TD Systems Baskonia,Benetton Treviso,88 - 81
Euroleague,"Jan 14, 2004",Fortitudo Lavoropiù Bologna,Panathinaikos,114 - 118
Euroleague,"Jan 14, 2004",CSKA Moscow,Unicaja Malaga,91 - 84
Euroleague,"Jan 14, 2004",WKS Slask Wroclaw,Alba Berlin,92 - 80
Euroleague,"Jan 14, 2004",Cibona,F.C. Barcelona,74 - 68
Euroleague,"Jan 15, 2004",Valencia,Olympiacos,78 - 90
Euroleague,"Jan 15, 2004",Virtus Roma,AEK Athens,70 - 73
Euroleague,"Jan 15, 2004",Trabzonspor,Partizan NIS,81 - 73
Euroleague,"Jan 15, 2004",KK Union Olimpija Ljubljana,Pau-Lacq-Orthez,84 - 78
Euroleague,"Jan 15, 2004",Maccabi Playtika Tel Aviv,Krka Novo Mesto,98 - 58
Euroleague,"Jan 15, 2004",Zalgiris,OnSharing Siena,73 - 75
Euroleague,"Jan 21, 2004",F.C. Barcelona,Pau-Lacq-Orthez,81 - 69
Euroleague,"Jan 21, 2004",Unicaja Malaga,OnSharing Siena,75 - 63
Euroleague,"Jan 21, 2004",Benetton Treviso,Anadolu Efes,66 - 79
Euroleague,"Jan 21, 2004",Olympiacos,TD Systems Baskonia,81 - 72
Euroleague,"Jan 21, 2004",Alba Berlin,Valencia,80 - 93
Euroleague,"Jan 21, 2004",Krka Novo Mesto,CSKA Moscow,62 - 89
Euroleague,"Jan 22, 2004",Fortitudo Lavoropiù Bologna,Zalgiris,117 - 107
Euroleague,"Jan 22, 2004",Panathinaikos,Maccabi Playtika Tel Aviv,84 - 91
Euroleague,"Jan 22, 2004",AEK Athens,Cibona,73 - 75
Euroleague,"Jan 22, 2004",Trabzonspor,KK Union Olimpija Ljubljana,68 - 63
Euroleague,"Jan 22, 2004",Partizan NIS,Virtus Roma,73 - 81
Euroleague,"Jan 22, 2004",WKS Slask Wroclaw,LDLC ASVEL,84 - 75
Euroleague,"Jan 28, 2004",Pau-Lacq-Orthez,AEK Athens,68 - 78
Euroleague,"Jan 28, 2004",F.C. Barcelona,KK Union Olimpija Ljubljana,92 - 72
Euroleague,"Jan 28, 2004",Valencia,WKS Slask Wroclaw,102 - 73
Euroleague,"Jan 28, 2004",Virtus Roma,Trabzonspor,53 - 69
Euroleague,"Jan 28, 2004",CSKA Moscow,Panathinaikos,75 - 68
Euroleague,"Jan 28, 2004",Cibona,Partizan NIS,92 - 69
Euroleague,"Jan 29, 2004",TD Systems Baskonia,Alba Berlin,94 - 81
Euroleague,"Jan 29, 2004",OnSharing Siena,Krka Novo Mesto,82 - 55
Euroleague,"Jan 29, 2004",Anadolu Efes,Olympiacos,61 - 52
Euroleague,"Jan 29, 2004",Maccabi Playtika Tel Aviv,Fortitudo Lavoropiù Bologna,89 - 99
Euroleague,"Jan 29, 2004",Zalgiris,Unicaja Malaga,89 - 81
Euroleague,"Jan 29, 2004",LDLC ASVEL,Benetton Treviso,74 - 87
Euroleague,"Feb 4, 2004",Valencia,LDLC ASVEL,80 - 64
Euroleague,"Feb 4, 2004",Fortitudo Lavoropiù Bologna,CSKA Moscow,71 - 78
Euroleague,"Feb 4, 2004",Panathinaikos,OnSharing Siena,80 - 76
Euroleague,"Feb 4, 2004",Alba Berlin,Anadolu Efes,77 - 61
Euroleague,"Feb 4, 2004",Krka Novo Mesto,Unicaja Malaga,78 - 77
Euroleague,"Feb 4, 2004",WKS Slask Wroclaw,TD Systems Baskonia,87 - 88
Euroleague,"Feb 5, 2004",Olympiacos,Benetton Treviso,89 - 102
Euroleague,"Feb 5, 2004",AEK Athens,F.C. Barcelona,64 - 70
Euroleague,"Feb 5, 2004",Trabzonspor,Cibona,76 - 70
Euroleague,"Feb 5, 2004",Partizan NIS,Pau-Lacq-Orthez,75 - 77
Euroleague,"Feb 5, 2004",KK Union Olimpija Ljubljana,Virtus Roma,87 - 68
Euroleague,"Feb 5, 2004",Maccabi Playtika Tel Aviv,Zalgiris,92 - 83
Euroleague,"Feb 11, 2004",Pau-Lacq-Orthez,Trabzonspor,77 - 83
Euroleague,"Feb 11, 2004",F.C. Barcelona,Partizan NIS,95 - 91
Euroleague,"Feb 11, 2004",TD Systems Baskonia,Valencia,73 - 67
Euroleague,"Feb 11, 2004",Benetton Treviso,Alba Berlin,91 - 65
Euroleague,"Feb 11, 2004",AEK Athens,KK Union Olimpija Ljubljana,91 - 87
Euroleague,"Feb 12, 2004",Unicaja Malaga,Panathinaikos,83 - 78
Euroleague,"Feb 12, 2004",OnSharing Siena,Fortitudo Lavoropiù Bologna,76 - 69
Euroleague,"Feb 12, 2004",Olympiacos,LDLC ASVEL,82 - 61
Euroleague,"Feb 12, 2004",Anadolu Efes,WKS Slask Wroclaw,95 - 92
Euroleague,"Feb 12, 2004",Krka Novo Mesto,Zalgiris,65 - 72
Euroleague,"Feb 12, 2004",CSKA Moscow,Maccabi Playtika Tel Aviv,80 - 83
Euroleague,"Feb 12, 2004",Cibona,Virtus Roma,82 - 55
Euroleague,"Feb 18, 2004",Valencia,Anadolu Efes,107 - 103
Euroleague,"Feb 18, 2004",Alba Berlin,Olympiacos,70 - 71
Euroleague,"Feb 18, 2004",WKS Slask Wroclaw,Benetton Treviso,72 - 77
Euroleague,"Feb 18, 2004",LDLC ASVEL,TD Systems Baskonia,70 - 82
Euroleague,"Feb 19, 2004",Virtus Roma,Pau-Lacq-Orthez,73 - 80
Euroleague,"Feb 19, 2004",Fortitudo Lavoropiù Bologna,Unicaja Malaga,82 - 60
Euroleague,"Feb 19, 2004",Panathinaikos,Krka Novo Mesto,101 - 67
Euroleague,"Feb 19, 2004",Trabzonspor,F.C. Barcelona,61 - 76
Euroleague,"Feb 19, 2004",Partizan NIS,AEK Athens,78 - 71
Euroleague,"Feb 19, 2004",KK Union Olimpija Ljubljana,Cibona,85 - 81
Euroleague,"Feb 19, 2004",Maccabi Playtika Tel Aviv,OnSharing Siena,88 - 86
Euroleague,"Feb 19, 2004",Zalgiris,CSKA Moscow,75 - 78
Euroleague,"Mar 3, 2004",Pau-Lacq-Orthez,Anadolu Efes,57 - 77
Euroleague,"Mar 3, 2004",Valencia,Maccabi Playtika Tel Aviv,74 - 89
Euroleague,"Mar 3, 2004",OnSharing Siena,F.C. Barcelona,68 - 73
Euroleague,"Mar 3, 2004",Fortitudo Lavoropiù Bologna,KK Union Olimpija Ljubljana,84 - 76
Euroleague,"Mar 3, 2004",Panathinaikos,Benetton Treviso,82 - 75
Euroleague,"Mar 3, 2004",Trabzonspor,Zalgiris,73 - 85
Euroleague,"Mar 3, 2004",CSKA Moscow,Olympiacos,80 - 66
Euroleague,"Mar 4, 2004",Cibona,TD Systems Baskonia,72 - 78
Euroleague,"Mar 10, 2004",F.C. Barcelona,Benetton Treviso,67 - 77
Euroleague,"Mar 10, 2004",OnSharing Siena,Panathinaikos,86 - 67
Euroleague,"Mar 10, 2004",Fortitudo Lavoropiù Bologna,Pau-Lacq-Orthez,87 - 81
Euroleague,"Mar 10, 2004",Olympiacos,TD Systems Baskonia,83 - 85
Euroleague,"Mar 10, 2004",Trabzonspor,Valencia,77 - 81
Euroleague,"Mar 10, 2004",KK Union Olimpija Ljubljana,Anadolu Efes,68 - 57
Euroleague,"Mar 10, 2004",CSKA Moscow,Cibona,68 - 61
Euroleague,"Mar 10, 2004",Zalgiris,Maccabi Playtika Tel Aviv,78 - 70
Euroleague,"Mar 17, 2004",Pau-Lacq-Orthez,KK Union Olimpija Ljubljana,83 - 77
Euroleague,"Mar 17, 2004",Valencia,Zalgiris,85 - 76
Euroleague,"Mar 17, 2004",TD Systems Baskonia,CSKA Moscow,77 - 80
Euroleague,"Mar 17, 2004",Benetton Treviso,OnSharing Siena,95 - 92
Euroleague,"Mar 17, 2004",Panathinaikos,F.C. Barcelona,66 - 84
Euroleague,"Mar 17, 2004",Anadolu Efes,Fortitudo Lavoropiù Bologna,72 - 70
Euroleague,"Mar 17, 2004",Maccabi Playtika Tel Aviv,Trabzonspor,90 - 76
Euroleague,"Mar 17, 2004",Cibona,Olympiacos,62 - 68
Euroleague,"Mar 24, 2004",F.C. Barcelona,OnSharing Siena,85 - 86
Euroleague,"Mar 24, 2004",TD Systems Baskonia,Cibona,95 - 76
Euroleague,"Mar 24, 2004",Benetton Treviso,Panathinaikos,111 - 101
Euroleague,"Mar 24, 2004",Olympiacos,CSKA Moscow,69 - 93
Euroleague,"Mar 24, 2004",Anadolu Efes,Pau-Lacq-Orthez,78 - 61
Euroleague,"Mar 24, 2004",KK Union Olimpija Ljubljana,Fortitudo Lavoropiù Bologna,73 - 86
Euroleague,"Mar 24, 2004",Maccabi Playtika Tel Aviv,Valencia,20 - 0
Euroleague,"Mar 24, 2004",Zalgiris,Trabzonspor,95 - 72
Euroleague,"Apr 1, 2004",F.C. Barcelona,Panathinaikos,64 - 67
Euroleague,"Apr 1, 2004",OnSharing Siena,Benetton Treviso,80 - 64
Euroleague,"Apr 1, 2004",Fortitudo Lavoropiù Bologna,Anadolu Efes,76 - 75
Euroleague,"Apr 1, 2004",Olympiacos,Cibona,68 - 70
Euroleague,"Apr 1, 2004",Trabzonspor,Maccabi Playtika Tel Aviv,79 - 76
Euroleague,"Apr 1, 2004",KK Union Olimpija Ljubljana,Pau-Lacq-Orthez,86 - 90
Euroleague,"Apr 1, 2004",CSKA Moscow,TD Systems Baskonia,84 - 82
Euroleague,"Apr 1, 2004",Zalgiris,Valencia,87 - 100
Euroleague,"Apr 8, 2004",Pau-Lacq-Orthez,Fortitudo Lavoropiù Bologna,80 - 81
Euroleague,"Apr 8, 2004",Valencia,Trabzonspor,78 - 72
Euroleague,"Apr 8, 2004",TD Systems Baskonia,Olympiacos,87 - 82
Euroleague,"Apr 8, 2004",Benetton Treviso,F.C. Barcelona,88 - 72
Euroleague,"Apr 8, 2004",Panathinaikos,OnSharing Siena,77 - 86
Euroleague,"Apr 8, 2004",Anadolu Efes,KK Union Olimpija Ljubljana,68 - 58
Euroleague,"Apr 8, 2004",Maccabi Playtika Tel Aviv,Zalgiris,107 - 99
Euroleague,"Apr 8, 2004",Cibona,CSKA Moscow,81 - 72
Euroleague,"Apr 29, 2004",OnSharing Siena,Fortitudo Lavoropiù Bologna,102 - 103
Euroleague,"Apr 29, 2004",Maccabi Playtika Tel Aviv,CSKA Moscow,93 - 85
Euroleague,"May 1, 2004",OnSharing Siena,CSKA Moscow,94 - 97
Euroleague,"May 1, 2004",Maccabi Playtika Tel Aviv,Fortitudo Lavoropiù Bologna,118 - 74
