League,Day,Team 1,Team 2,Score
Euroleague,"Nov 13, 2013",Crvena zvezda mts,Rytas Vilnius,88 - 77
Euroleague,"Nov 19, 2013",Fenerbahce,Budivelnyk Kyiv,84 - 68
Euroleague,"Nov 20, 2013",CSKA Moscow,Nanterre 92,72 - 60
Euroleague,"Nov 20, 2013",Partizan NIS,F.C. Barcelona,64 - 82
Euroleague,"Nov 20, 2013",Strasbourg,Brose Bamberg,83 - 72
Euroleague,"Nov 20, 2013",AX Armani Exchange Milano,Anadolu Efes,77 - 73
Euroleague,"Nov 20, 2013",Real Madrid,Zalgiris,95 - 67
Euroleague,"Nov 20, 2013",Galatasaray,OnSharing Siena,54 - 52
Euroleague,"Nov 20, 2013",FC Bayern München,Enea Zastal BC Zielona Góra,71 - 78
Euroleague,"Nov 20, 2013",Unicaja Malaga,Olympiacos,74 - 82
Euroleague,"Nov 20, 2013",Lokomotiv Kuban,Crvena zvezda mts,79 - 72
Euroleague,"Nov 20, 2013",Panathinaikos,Rytas Vilnius,80 - 72
Euroleague,"Nov 20, 2013",Maccabi Playtika Tel Aviv,TD Systems Baskonia,65 - 70
Euroleague,"Nov 26, 2013",Budivelnyk Kyiv,CSKA Moscow,74 - 82
Euroleague,"Nov 28, 2013",Nanterre 92,Partizan NIS,62 - 61
Euroleague,"Nov 28, 2013",F.C. Barcelona,Fenerbahce,94 - 81
Euroleague,"Nov 28, 2013",Zalgiris,AX Armani Exchange Milano,73 - 71
Euroleague,"Nov 28, 2013",Brose Bamberg,Real Madrid,69 - 89
Euroleague,"Nov 28, 2013",Anadolu Efes,Strasbourg,88 - 65
Euroleague,"Nov 28, 2013",Olympiacos,Galatasaray,72 - 54
Euroleague,"Nov 28, 2013",OnSharing Siena,FC Bayern München,71 - 62
Euroleague,"Nov 28, 2013",Enea Zastal BC Zielona Góra,Unicaja Malaga,67 - 84
Euroleague,"Nov 28, 2013",Rytas Vilnius,Lokomotiv Kuban,53 - 84
Euroleague,"Nov 28, 2013",Crvena zvezda mts,Maccabi Playtika Tel Aviv,76 - 78
Euroleague,"Nov 28, 2013",TD Systems Baskonia,Panathinaikos,79 - 77
Euroleague,"Dec 5, 2013",Partizan NIS,Budivelnyk Kyiv,76 - 61
Euroleague,"Dec 5, 2013",Strasbourg,Zalgiris,77 - 76
Euroleague,"Dec 5, 2013",AX Armani Exchange Milano,Real Madrid,71 - 78
Euroleague,"Dec 5, 2013",Galatasaray,Unicaja Malaga,78 - 70
Euroleague,"Dec 5, 2013",FC Bayern München,Olympiacos,103 - 105
Euroleague,"Dec 5, 2013",OnSharing Siena,Enea Zastal BC Zielona Góra,60 - 59
Euroleague,"Dec 5, 2013",Maccabi Playtika Tel Aviv,Lokomotiv Kuban,75 - 73
Euroleague,"Dec 6, 2013",CSKA Moscow,Fenerbahce,74 - 78
Euroleague,"Dec 6, 2013",Nanterre 92,F.C. Barcelona,78 - 82
Euroleague,"Dec 6, 2013",Anadolu Efes,Brose Bamberg,78 - 89
Euroleague,"Dec 6, 2013",TD Systems Baskonia,Rytas Vilnius,79 - 63
Euroleague,"Dec 6, 2013",Panathinaikos,Crvena zvezda mts,69 - 63
Euroleague,"Dec 12, 2013",Olympiacos,OnSharing Siena,78 - 73
Euroleague,"Dec 12, 2013",Unicaja Malaga,FC Bayern München,77 - 72
Euroleague,"Dec 12, 2013",Galatasaray,Enea Zastal BC Zielona Góra,76 - 57
Euroleague,"Dec 12, 2013",Crvena zvezda mts,TD Systems Baskonia,81 - 65
Euroleague,"Dec 12, 2013",Maccabi Playtika Tel Aviv,Rytas Vilnius,78 - 71
Euroleague,"Dec 12, 2013",Lokomotiv Kuban,Panathinaikos,63 - 82
Euroleague,"Dec 12, 2013",CSKA Moscow,F.C. Barcelona,79 - 65
Euroleague,"Dec 12, 2013",Fenerbahce,Partizan NIS,77 - 79
Euroleague,"Dec 12, 2013",Budivelnyk Kyiv,Nanterre 92,97 - 87
Euroleague,"Dec 12, 2013",Zalgiris,Anadolu Efes,65 - 63
Euroleague,"Dec 12, 2013",AX Armani Exchange Milano,Brose Bamberg,74 - 73
Euroleague,"Dec 12, 2013",Real Madrid,Strasbourg,79 - 66
Euroleague,"Dec 18, 2013",Nanterre 92,Fenerbahce,76 - 95
Euroleague,"Dec 19, 2013",F.C. Barcelona,Budivelnyk Kyiv,96 - 77
Euroleague,"Dec 19, 2013",Partizan NIS,CSKA Moscow,62 - 73
Euroleague,"Dec 19, 2013",Anadolu Efes,Real Madrid,61 - 86
Euroleague,"Dec 19, 2013",Brose Bamberg,Zalgiris,80 - 84
Euroleague,"Dec 19, 2013",Strasbourg,AX Armani Exchange Milano,76 - 67
Euroleague,"Dec 19, 2013",OnSharing Siena,Unicaja Malaga,62 - 64
Euroleague,"Dec 19, 2013",Enea Zastal BC Zielona Góra,Olympiacos,80 - 91
Euroleague,"Dec 19, 2013",FC Bayern München,Galatasaray,88 - 68
Euroleague,"Dec 19, 2013",TD Systems Baskonia,Lokomotiv Kuban,84 - 71
Euroleague,"Dec 19, 2013",Panathinaikos,Maccabi Playtika Tel Aviv,55 - 68
Euroleague,"Dec 19, 2013",Rytas Vilnius,Crvena zvezda mts,75 - 99
Euroleague,"Jan 2, 2014",Unicaja Malaga,TD Systems Baskonia,79 - 93
Euroleague,"Jan 2, 2014",Panathinaikos,AX Armani Exchange Milano,73 - 57
Euroleague,"Jan 2, 2014",F.C. Barcelona,Anadolu Efes,84 - 65
Euroleague,"Jan 2, 2014",Galatasaray,Maccabi Playtika Tel Aviv,84 - 90
Euroleague,"Jan 2, 2014",Partizan NIS,Real Madrid,64 - 80
Euroleague,"Jan 3, 2014",Olympiacos,Fenerbahce,95 - 82
Euroleague,"Jan 3, 2014",Lokomotiv Kuban,CSKA Moscow,77 - 84
Euroleague,"Jan 3, 2014",Zalgiris,FC Bayern München,66 - 84
Euroleague,"Jan 8, 2014",Fenerbahce,F.C. Barcelona,73 - 76
Euroleague,"Jan 8, 2014",AX Armani Exchange Milano,Olympiacos,81 - 51
Euroleague,"Jan 8, 2014",Anadolu Efes,Unicaja Malaga,72 - 74
Euroleague,"Jan 8, 2014",TD Systems Baskonia,Panathinaikos,64 - 72
Euroleague,"Jan 8, 2014",Maccabi Playtika Tel Aviv,Lokomotiv Kuban,85 - 75
Euroleague,"Jan 8, 2014",FC Bayern München,Partizan NIS,71 - 65
Euroleague,"Jan 8, 2014",CSKA Moscow,Zalgiris,77 - 62
Euroleague,"Jan 8, 2014",Real Madrid,Galatasaray,89 - 84
Euroleague,"Jan 14, 2014",Olympiacos,F.C. Barcelona,72 - 81
Euroleague,"Jan 14, 2014",Unicaja Malaga,Fenerbahce,89 - 75
Euroleague,"Jan 14, 2014",AX Armani Exchange Milano,TD Systems Baskonia,83 - 76
Euroleague,"Jan 14, 2014",Panathinaikos,Anadolu Efes,78 - 64
Euroleague,"Jan 14, 2014",Real Madrid,FC Bayern München,111 - 87
Euroleague,"Jan 14, 2014",Zalgiris,Maccabi Playtika Tel Aviv,78 - 87
Euroleague,"Jan 14, 2014",Galatasaray,Lokomotiv Kuban,62 - 63
Euroleague,"Jan 14, 2014",Partizan NIS,CSKA Moscow,73 - 72
Euroleague,"Jan 22, 2014",Fenerbahce,Panathinaikos,77 - 72
Euroleague,"Jan 22, 2014",F.C. Barcelona,Unicaja Malaga,83 - 79
Euroleague,"Jan 22, 2014",Anadolu Efes,AX Armani Exchange Milano,61 - 60
Euroleague,"Jan 22, 2014",TD Systems Baskonia,Olympiacos,70 - 89
Euroleague,"Jan 22, 2014",CSKA Moscow,Real Madrid,85 - 71
Euroleague,"Jan 22, 2014",Maccabi Playtika Tel Aviv,Partizan NIS,88 - 67
Euroleague,"Jan 22, 2014",FC Bayern München,Galatasaray,66 - 72
Euroleague,"Jan 22, 2014",Lokomotiv Kuban,Zalgiris,80 - 75
Euroleague,"Jan 29, 2014",Olympiacos,Unicaja Malaga,73 - 55
Euroleague,"Jan 29, 2014",AX Armani Exchange Milano,Fenerbahce,90 - 85
Euroleague,"Jan 29, 2014",Panathinaikos,F.C. Barcelona,56 - 63
Euroleague,"Jan 29, 2014",TD Systems Baskonia,Anadolu Efes,66 - 72
Euroleague,"Jan 29, 2014",FC Bayern München,CSKA Moscow,61 - 86
Euroleague,"Jan 29, 2014",Real Madrid,Maccabi Playtika Tel Aviv,74 - 68
Euroleague,"Jan 29, 2014",Galatasaray,Zalgiris,90 - 83
Euroleague,"Jan 29, 2014",Partizan NIS,Lokomotiv Kuban,81 - 87
Euroleague,"Feb 12, 2014",Olympiacos,Anadolu Efes,78 - 60
Euroleague,"Feb 12, 2014",Fenerbahce,TD Systems Baskonia,98 - 64
Euroleague,"Feb 12, 2014",Unicaja Malaga,Panathinaikos,87 - 71
Euroleague,"Feb 12, 2014",Lokomotiv Kuban,Real Madrid,74 - 78
Euroleague,"Feb 12, 2014",Maccabi Playtika Tel Aviv,FC Bayern München,66 - 64
Euroleague,"Feb 12, 2014",Zalgiris,Partizan NIS,89 - 77
Euroleague,"Feb 13, 2014",F.C. Barcelona,AX Armani Exchange Milano,80 - 70
Euroleague,"Feb 13, 2014",Galatasaray,CSKA Moscow,71 - 74
Euroleague,"Feb 20, 2014",TD Systems Baskonia,F.C. Barcelona,68 - 80
Euroleague,"Feb 20, 2014",AX Armani Exchange Milano,Unicaja Malaga,70 - 59
Euroleague,"Feb 20, 2014",Panathinaikos,Olympiacos,66 - 62
Euroleague,"Feb 20, 2014",Partizan NIS,Galatasaray,70 - 78
Euroleague,"Feb 21, 2014",Anadolu Efes,Fenerbahce,63 - 71
Euroleague,"Feb 21, 2014",CSKA Moscow,Maccabi Playtika Tel Aviv,100 - 65
Euroleague,"Feb 21, 2014",FC Bayern München,Lokomotiv Kuban,82 - 79
Euroleague,"Feb 21, 2014",Real Madrid,Zalgiris,108 - 72
Euroleague,"Feb 26, 2014",TD Systems Baskonia,Unicaja Malaga,71 - 81
Euroleague,"Feb 27, 2014",AX Armani Exchange Milano,Panathinaikos,77 - 75
Euroleague,"Feb 27, 2014",Anadolu Efes,F.C. Barcelona,84 - 89
Euroleague,"Feb 27, 2014",Fenerbahce,Olympiacos,78 - 74
Euroleague,"Feb 27, 2014",Maccabi Playtika Tel Aviv,Galatasaray,97 - 81
Euroleague,"Feb 27, 2014",Real Madrid,Partizan NIS,80 - 57
Euroleague,"Feb 27, 2014",CSKA Moscow,Lokomotiv Kuban,94 - 93
Euroleague,"Feb 27, 2014",FC Bayern München,Zalgiris,79 - 73
Euroleague,"Mar 6, 2014",F.C. Barcelona,Fenerbahce,93 - 73
Euroleague,"Mar 6, 2014",Olympiacos,AX Armani Exchange Milano,86 - 88
Euroleague,"Mar 6, 2014",Partizan NIS,FC Bayern München,70 - 55
Euroleague,"Mar 6, 2014",Zalgiris,CSKA Moscow,86 - 88
Euroleague,"Mar 7, 2014",Unicaja Malaga,Anadolu Efes,83 - 75
Euroleague,"Mar 7, 2014",Panathinaikos,TD Systems Baskonia,61 - 68
Euroleague,"Mar 7, 2014",Lokomotiv Kuban,Maccabi Playtika Tel Aviv,78 - 76
Euroleague,"Mar 7, 2014",Galatasaray,Real Madrid,74 - 85
Euroleague,"Mar 13, 2014",Fenerbahce,Unicaja Malaga,69 - 67
Euroleague,"Mar 13, 2014",TD Systems Baskonia,AX Armani Exchange Milano,65 - 83
Euroleague,"Mar 13, 2014",FC Bayern München,Real Madrid,85 - 83
Euroleague,"Mar 13, 2014",Maccabi Playtika Tel Aviv,Zalgiris,77 - 67
Euroleague,"Mar 13, 2014",CSKA Moscow,Partizan NIS,84 - 52
Euroleague,"Mar 14, 2014",F.C. Barcelona,Olympiacos,70 - 58
Euroleague,"Mar 14, 2014",Anadolu Efes,Panathinaikos,60 - 65
Euroleague,"Mar 14, 2014",Lokomotiv Kuban,Galatasaray,66 - 67
Euroleague,"Mar 19, 2014",Panathinaikos,Fenerbahce,76 - 67
Euroleague,"Mar 19, 2014",Unicaja Malaga,F.C. Barcelona,61 - 77
Euroleague,"Mar 19, 2014",AX Armani Exchange Milano,Anadolu Efes,76 - 69
Euroleague,"Mar 19, 2014",Olympiacos,TD Systems Baskonia,89 - 59
Euroleague,"Mar 19, 2014",Real Madrid,CSKA Moscow,93 - 79
Euroleague,"Mar 19, 2014",Partizan NIS,Maccabi Playtika Tel Aviv,72 - 70
Euroleague,"Mar 19, 2014",Galatasaray,FC Bayern München,76 - 69
Euroleague,"Mar 19, 2014",Zalgiris,Lokomotiv Kuban,85 - 86
Euroleague,"Mar 25, 2014",Unicaja Malaga,Olympiacos,63 - 80
Euroleague,"Mar 26, 2014",Fenerbahce,AX Armani Exchange Milano,73 - 82
Euroleague,"Mar 26, 2014",F.C. Barcelona,Panathinaikos,84 - 62
Euroleague,"Mar 26, 2014",Anadolu Efes,TD Systems Baskonia,79 - 105
Euroleague,"Mar 26, 2014",CSKA Moscow,FC Bayern München,77 - 70
Euroleague,"Mar 26, 2014",Maccabi Playtika Tel Aviv,Real Madrid,76 - 77
Euroleague,"Mar 26, 2014",Zalgiris,Galatasaray,72 - 84
Euroleague,"Mar 26, 2014",Lokomotiv Kuban,Partizan NIS,84 - 73
Euroleague,"Apr 2, 2014",AX Armani Exchange Milano,F.C. Barcelona,91 - 63
Euroleague,"Apr 3, 2014",TD Systems Baskonia,Fenerbahce,95 - 73
Euroleague,"Apr 3, 2014",Panathinaikos,Unicaja Malaga,69 - 60
Euroleague,"Apr 3, 2014",FC Bayern München,Maccabi Playtika Tel Aviv,92 - 94
Euroleague,"Apr 4, 2014",Anadolu Efes,Olympiacos,78 - 83
Euroleague,"Apr 4, 2014",Real Madrid,Lokomotiv Kuban,81 - 55
Euroleague,"Apr 4, 2014",Partizan NIS,Zalgiris,78 - 67
Euroleague,"Apr 4, 2014",CSKA Moscow,Galatasaray,86 - 85
Euroleague,"Apr 10, 2014",F.C. Barcelona,TD Systems Baskonia,86 - 97
Euroleague,"Apr 10, 2014",Olympiacos,Panathinaikos,68 - 65
Euroleague,"Apr 10, 2014",Fenerbahce,Anadolu Efes,84 - 65
Euroleague,"Apr 10, 2014",Maccabi Playtika Tel Aviv,CSKA Moscow,76 - 81
Euroleague,"Apr 10, 2014",Lokomotiv Kuban,FC Bayern München,84 - 75
Euroleague,"Apr 11, 2014",Unicaja Malaga,AX Armani Exchange Milano,95 - 85
Euroleague,"Apr 11, 2014",Galatasaray,Partizan NIS,64 - 55
Euroleague,"Apr 11, 2014",Zalgiris,Real Madrid,87 - 80
Euroleague,"Apr 15, 2014",F.C. Barcelona,Galatasaray,88 - 61
Euroleague,"Apr 15, 2014",Real Madrid,Olympiacos,88 - 71
Euroleague,"Apr 16, 2014",CSKA Moscow,Panathinaikos,77 - 74
Euroleague,"Apr 16, 2014",AX Armani Exchange Milano,Maccabi Playtika Tel Aviv,99 - 101
Euroleague,"Apr 17, 2014",F.C. Barcelona,Galatasaray,84 - 63
Euroleague,"Apr 17, 2014",Real Madrid,Olympiacos,82 - 77
Euroleague,"Apr 18, 2014",CSKA Moscow,Panathinaikos,77 - 51
Euroleague,"Apr 18, 2014",AX Armani Exchange Milano,Maccabi Playtika Tel Aviv,91 - 77
Euroleague,"Apr 20, 2014",Galatasaray,F.C. Barcelona,75 - 78
Euroleague,"Apr 21, 2014",Olympiacos,Real Madrid,78 - 76
Euroleague,"Apr 21, 2014",Panathinaikos,CSKA Moscow,65 - 59
Euroleague,"Apr 21, 2014",Maccabi Playtika Tel Aviv,AX Armani Exchange Milano,75 - 63
Euroleague,"Apr 23, 2014",Olympiacos,Real Madrid,71 - 62
Euroleague,"Apr 23, 2014",Panathinaikos,CSKA Moscow,73 - 72
Euroleague,"Apr 23, 2014",Maccabi Playtika Tel Aviv,AX Armani Exchange Milano,86 - 66
Euroleague,"Apr 25, 2014",Real Madrid,Olympiacos,83 - 69
Euroleague,"Apr 25, 2014",CSKA Moscow,Panathinaikos,74 - 44
Euroleague,"May 16, 2014",F.C. Barcelona,Real Madrid,62 - 100
Euroleague,"May 16, 2014",CSKA Moscow,Maccabi Playtika Tel Aviv,67 - 68
Euroleague,"May 17, 2014",F.C. Barcelona,CSKA Moscow,93 - 78
Euroleague,"May 18, 2014",Real Madrid,Maccabi Playtika Tel Aviv,86 - 98
