League,Day,Team 1,Team 2,Score
Euroleague,"Feb 17, 2021",Zenit St. Petersburg,Panathinaikos,
Euroleague,"Nov 5, 2020",Zenit St. Petersburg,Olympiacos,66 - 75
Euroleague,"Nov 5, 2020",Anadolu Efes,Maccabi Playtika Tel Aviv,91 - 89
Euroleague,"Nov 5, 2020",Alba Berlin,F.C. Barcelona,67 - 103
Euroleague,"Nov 5, 2020",TD Systems Baskonia,LDLC ASVEL,86 - 88
Euroleague,"Nov 6, 2020",Fenerbahce,Khimki Moscow Region,83 - 71
Euroleague,"Nov 6, 2020",Zalgiris,Real Madrid,90 - 93
Euroleague,"Nov 6, 2020",FC Bayern München,Crvena zvezda mts,74 - 59
Euroleague,"Nov 6, 2020",Panathinaikos,CSKA Moscow,83 - 89
Euroleague,"Nov 6, 2020",Valencia,AX Armani Exchange Milano,86 - 81
Euroleague,"Nov 12, 2020",CSKA Moscow,TD Systems Baskonia,89 - 86
Euroleague,"Nov 12, 2020",Olympiacos,Alba Berlin,75 - 71
Euroleague,"Nov 12, 2020",Maccabi Playtika Tel Aviv,Zalgiris,85 - 57
Euroleague,"Nov 12, 2020",F.C. Barcelona,Fenerbahce,97 - 55
Euroleague,"Nov 13, 2020",Crvena zvezda mts,Real Madrid,67 - 73
Euroleague,"Nov 13, 2020",FC Bayern München,Valencia,90 - 79
Euroleague,"Nov 13, 2020",LDLC ASVEL,Zenit St. Petersburg,53 - 66
Euroleague,"Nov 13, 2020",Panathinaikos,Anadolu Efes,77 - 80
Euroleague,"Dec 8, 2020",Khimki Moscow Region,AX Armani Exchange Milano,93 - 102
Euroleague,"Nov 17, 2020",Zenit St. Petersburg,Khimki Moscow Region,83 - 88
Euroleague,"Nov 17, 2020",Zalgiris,CSKA Moscow,78 - 87
Euroleague,"Nov 17, 2020",Anadolu Efes,FC Bayern München,71 - 74
Euroleague,"Nov 17, 2020",TD Systems Baskonia,Fenerbahce,86 - 68
Euroleague,"Nov 17, 2020",Valencia,Panathinaikos,95 - 83
Euroleague,"Nov 18, 2020",Alba Berlin,LDLC ASVEL,76 - 75
Euroleague,"Nov 18, 2020",AX Armani Exchange Milano,Crvena zvezda mts,79 - 87
Euroleague,"Nov 18, 2020",Real Madrid,Maccabi Playtika Tel Aviv,79 - 63
Euroleague,"Dec 8, 2020",F.C. Barcelona,Olympiacos,88 - 96
Euroleague,"Nov 19, 2020",Khimki Moscow Region,Anadolu Efes,77 - 105
Euroleague,"Nov 19, 2020",FC Bayern München,CSKA Moscow,81 - 89
Euroleague,"Nov 19, 2020",TD Systems Baskonia,Panathinaikos,93 - 72
Euroleague,"Nov 20, 2020",Alba Berlin,Zenit St. Petersburg,66 - 73
Euroleague,"Nov 20, 2020",AX Armani Exchange Milano,Zalgiris,98 - 92
Euroleague,"Nov 20, 2020",F.C. Barcelona,Crvena zvezda mts,76 - 65
Euroleague,"Nov 20, 2020",Real Madrid,Fenerbahce,94 - 74
Euroleague,"Nov 20, 2020",Valencia,Maccabi Playtika Tel Aviv,82 - 80
Euroleague,"Jan 19, 2021",LDLC ASVEL,Olympiacos,93 - 101
Euroleague,"Nov 26, 2020",CSKA Moscow,Real Madrid,74 - 73
Euroleague,"Nov 26, 2020",Crvena zvezda mts,Anadolu Efes,64 - 75
Euroleague,"Nov 26, 2020",Zalgiris,Zenit St. Petersburg,75 - 83
Euroleague,"Nov 26, 2020",Alba Berlin,Khimki Moscow Region,100 - 80
Euroleague,"Nov 26, 2020",Maccabi Playtika Tel Aviv,AX Armani Exchange Milano,85 - 86
Euroleague,"Nov 26, 2020",Olympiacos,TD Systems Baskonia,76 - 90
Euroleague,"Nov 27, 2020",Fenerbahce,Valencia,86 - 90
Euroleague,"Nov 27, 2020",Panathinaikos,FC Bayern München,83 - 76
Euroleague,"Nov 27, 2020",LDLC ASVEL,F.C. Barcelona,80 - 68
Euroleague,"Dec 3, 2020",CSKA Moscow,Olympiacos,80 - 61
Euroleague,"Dec 3, 2020",Zenit St. Petersburg,Fenerbahce,65 - 73
Euroleague,"Dec 3, 2020",Maccabi Playtika Tel Aviv,Crvena zvezda mts,81 - 76
Euroleague,"Dec 3, 2020",AX Armani Exchange Milano,Panathinaikos,77 - 80
Euroleague,"Dec 3, 2020",Valencia,Alba Berlin,92 - 100
Euroleague,"Dec 4, 2020",Anadolu Efes,TD Systems Baskonia,59 - 77
Euroleague,"Dec 4, 2020",Zalgiris,F.C. Barcelona,62 - 73
Euroleague,"Dec 4, 2020",FC Bayern München,Khimki Moscow Region,80 - 77
Euroleague,"Dec 4, 2020",Real Madrid,LDLC ASVEL,91 - 84
Euroleague,"Dec 10, 2020",Crvena zvezda mts,Olympiacos,79 - 81
Euroleague,"Dec 10, 2020",Alba Berlin,Fenerbahce,89 - 63
Euroleague,"Dec 10, 2020",TD Systems Baskonia,Maccabi Playtika Tel Aviv,63 - 67
Euroleague,"Dec 10, 2020",Valencia,Anadolu Efes,76 - 74
Euroleague,"Dec 10, 2020",Real Madrid,Zenit St. Petersburg,79 - 72
Euroleague,"Dec 11, 2020",Khimki Moscow Region,CSKA Moscow,87 - 96
Euroleague,"Dec 11, 2020",Panathinaikos,Zalgiris,69 - 81
Euroleague,"Dec 11, 2020",FC Bayern München,LDLC ASVEL,76 - 62
Euroleague,"Dec 11, 2020",F.C. Barcelona,AX Armani Exchange Milano,87 - 71
Euroleague,"Dec 15, 2020",CSKA Moscow,Anadolu Efes,100 - 65
Euroleague,"Dec 15, 2020",Fenerbahce,AX Armani Exchange Milano,71 - 79
Euroleague,"Dec 15, 2020",Crvena zvezda mts,Alba Berlin,84 - 90
Euroleague,"Dec 15, 2020",Zalgiris,TD Systems Baskonia,92 - 73
Euroleague,"Dec 15, 2020",Panathinaikos,Real Madrid,93 - 97
Euroleague,"Dec 16, 2020",Zenit St. Petersburg,FC Bayern München,79 - 75
Euroleague,"Dec 16, 2020",LDLC ASVEL,Maccabi Playtika Tel Aviv,84 - 81
Euroleague,"Dec 16, 2020",Olympiacos,Valencia,85 - 96
Euroleague,"Dec 16, 2020",F.C. Barcelona,Khimki Moscow Region,87 - 74
Euroleague,"Dec 17, 2020",Anadolu Efes,AX Armani Exchange Milano,69 - 72
Euroleague,"Dec 17, 2020",Zalgiris,Fenerbahce,99 - 62
Euroleague,"Dec 17, 2020",Panathinaikos,Alba Berlin,92 - 69
Euroleague,"Dec 18, 2020",CSKA Moscow,Zenit St. Petersburg,83 - 65
Euroleague,"Dec 18, 2020",Crvena zvezda mts,Valencia,76 - 73
Euroleague,"Dec 18, 2020",FC Bayern München,TD Systems Baskonia,77 - 66
Euroleague,"Dec 18, 2020",LDLC ASVEL,Khimki Moscow Region,90 - 84
Euroleague,"Dec 18, 2020",Olympiacos,Real Madrid,82 - 86
Euroleague,"Dec 18, 2020",F.C. Barcelona,Maccabi Playtika Tel Aviv,67 - 68
Euroleague,"Dec 22, 2020",Anadolu Efes,F.C. Barcelona,86 - 79
Euroleague,"Dec 22, 2020",Zenit St. Petersburg,Crvena zvezda mts,98 - 69
Euroleague,"Dec 22, 2020",Maccabi Playtika Tel Aviv,Panathinaikos,89 - 81
Euroleague,"Dec 22, 2020",LDLC ASVEL,CSKA Moscow,78 - 87
Euroleague,"Dec 22, 2020",Real Madrid,Alba Berlin,91 - 62
Euroleague,"Dec 23, 2020",Fenerbahce,Olympiacos,84 - 77
Euroleague,"Dec 23, 2020",Zalgiris,FC Bayern München,74 - 73
Euroleague,"Dec 23, 2020",AX Armani Exchange Milano,TD Systems Baskonia,79 - 84
Euroleague,"Dec 23, 2020",Valencia,Khimki Moscow Region,88 - 82
Euroleague,"Dec 29, 2020",Khimki Moscow Region,Olympiacos,88 - 105
Euroleague,"Dec 29, 2020",Anadolu Efes,Real Madrid,65 - 73
Euroleague,"Dec 29, 2020",Alba Berlin,Zalgiris,71 - 74
Euroleague,"Dec 29, 2020",Maccabi Playtika Tel Aviv,Zenit St. Petersburg,72 - 78
Euroleague,"Dec 29, 2020",TD Systems Baskonia,Valencia,71 - 70
Euroleague,"Dec 30, 2020",Fenerbahce,LDLC ASVEL,81 - 59
Euroleague,"Dec 30, 2020",Crvena zvezda mts,Panathinaikos,74 - 71
Euroleague,"Dec 30, 2020",FC Bayern München,F.C. Barcelona,90 - 77
Euroleague,"Dec 30, 2020",AX Armani Exchange Milano,CSKA Moscow,87 - 91
Euroleague,"Jan 7, 2021",Crvena zvezda mts,Fenerbahce,71 - 73
Euroleague,"Jan 7, 2021",Alba Berlin,Maccabi Playtika Tel Aviv,73 - 85
Euroleague,"Jan 7, 2021",Panathinaikos,Zenit St. Petersburg,77 - 89
Euroleague,"Jan 7, 2021",F.C. Barcelona,Valencia,89 - 72
Euroleague,"Jan 8, 2021",Zalgiris,Khimki Moscow Region,102 - 75
Euroleague,"Jan 8, 2021",Olympiacos,FC Bayern München,84 - 82
Euroleague,"Jan 8, 2021",LDLC ASVEL,Anadolu Efes,80 - 102
Euroleague,"Jan 8, 2021",TD Systems Baskonia,CSKA Moscow,95 - 93
Euroleague,"Jan 8, 2021",Real Madrid,AX Armani Exchange Milano,76 - 80
Euroleague,"Jan 12, 2021",Khimki Moscow Region,F.C. Barcelona,75 - 87
Euroleague,"Jan 12, 2021",Anadolu Efes,Alba Berlin,84 - 76
Euroleague,"Jan 12, 2021",Fenerbahce,TD Systems Baskonia,96 - 76
Euroleague,"Jan 12, 2021",AX Armani Exchange Milano,Valencia,95 - 80
Euroleague,"Jan 12, 2021",Maccabi Playtika Tel Aviv,Olympiacos,87 - 89
Euroleague,"Jan 13, 2021",CSKA Moscow,Zalgiris,83 - 73
Euroleague,"Jan 13, 2021",Panathinaikos,LDLC ASVEL,88 - 71
Euroleague,"Jan 13, 2021",FC Bayern München,Zenit St. Petersburg,82 - 80
Euroleague,"Feb 13, 2021",Real Madrid,Crvena zvezda mts,
Euroleague,"Jan 14, 2021",Anadolu Efes,Khimki Moscow Region,99 - 60
Euroleague,"Jan 14, 2021",Alba Berlin,AX Armani Exchange Milano,70 - 84
Euroleague,"Jan 14, 2021",Maccabi Playtika Tel Aviv,TD Systems Baskonia,91 - 82
Euroleague,"Jan 15, 2021",CSKA Moscow,F.C. Barcelona,75 - 88
Euroleague,"Jan 15, 2021",Zenit St. Petersburg,Zalgiris,77 - 65
Euroleague,"Jan 15, 2021",Fenerbahce,Panathinaikos,100 - 74
Euroleague,"Jan 15, 2021",Olympiacos,LDLC ASVEL,63 - 69
Euroleague,"Jan 15, 2021",FC Bayern München,Real Madrid,76 - 81
Euroleague,"Jan 15, 2021",Valencia,Crvena zvezda mts,91 - 71
Euroleague,"Jan 21, 2021",Zenit St. Petersburg,Anadolu Efes,85 - 78
Euroleague,"Jan 21, 2021",AX Armani Exchange Milano,FC Bayern München,75 - 51
Euroleague,"Jan 21, 2021",LDLC ASVEL,Valencia,90 - 77
Euroleague,"Jan 21, 2021",Panathinaikos,Khimki Moscow Region,94 - 78
Euroleague,"Jan 21, 2021",Maccabi Playtika Tel Aviv,Real Madrid,86 - 84
Euroleague,"Jan 22, 2021",CSKA Moscow,Fenerbahce,83 - 89
Euroleague,"Jan 22, 2021",Crvena zvezda mts,F.C. Barcelona,60 - 72
Euroleague,"Jan 22, 2021",Zalgiris,Olympiacos,81 - 79
Euroleague,"Jan 22, 2021",TD Systems Baskonia,Alba Berlin,77 - 84
Euroleague,"Jan 26, 2021",Khimki Moscow Region,FC Bayern München,93 - 95
Euroleague,"Jan 26, 2021",Anadolu Efes,Crvena zvezda mts,86 - 72
Euroleague,"Jan 26, 2021",Fenerbahce,Maccabi Playtika Tel Aviv,82 - 75
Euroleague,"Jan 26, 2021",AX Armani Exchange Milano,Olympiacos,90 - 79
Euroleague,"Jan 26, 2021",F.C. Barcelona,Zenit St. Petersburg,85 - 81
Euroleague,"Jan 27, 2021",Alba Berlin,CSKA Moscow,68 - 71
Euroleague,"Jan 27, 2021",LDLC ASVEL,TD Systems Baskonia,83 - 77
Euroleague,"Jan 27, 2021",Real Madrid,Panathinaikos,76 - 66
Euroleague,"Jan 27, 2021",Valencia,Zalgiris,78 - 79
Euroleague,"Jan 28, 2021",Khimki Moscow Region,Fenerbahce,76 - 107
Euroleague,"Jan 28, 2021",AX Armani Exchange Milano,Zenit St. Petersburg,82 - 76
Euroleague,"Jan 28, 2021",Olympiacos,F.C. Barcelona,74 - 76
Euroleague,"Jan 29, 2021",CSKA Moscow,FC Bayern München,66 - 69
Euroleague,"Jan 29, 2021",Alba Berlin,Real Madrid,63 - 72
Euroleague,"Jan 29, 2021",Crvena zvezda mts,LDLC ASVEL,78 - 81
Euroleague,"Jan 29, 2021",Panathinaikos,Valencia,91 - 72
Euroleague,"Jan 29, 2021",TD Systems Baskonia,Zalgiris,81 - 68
Euroleague,"Feb 28, 2021",Maccabi Playtika Tel Aviv,Anadolu Efes,
Euroleague,"Feb 4, 2021",F.C. Barcelona,Anadolu Efes,86 - 88
Euroleague,"Feb 4, 2021",Valencia,CSKA Moscow,105 - 103
Euroleague,"Feb 5, 2021",Fenerbahce,Zenit St. Petersburg,92 - 84
Euroleague,"Feb 5, 2021",FC Bayern München,Alba Berlin,101 - 95
Euroleague,"Feb 5, 2021",LDLC ASVEL,AX Armani Exchange Milano,78 - 69
Euroleague,"Feb 5, 2021",Olympiacos,Panathinaikos,77 - 88
Euroleague,"Feb 5, 2021",Real Madrid,TD Systems Baskonia,64 - 84
Euroleague,"Mar 4, 2021",Zalgiris,Crvena zvezda mts,
Euroleague,"Mar 4, 2021",Maccabi Playtika Tel Aviv,Khimki Moscow Region,
Euroleague,"Feb 18, 2021",Anadolu Efes,Olympiacos,
Euroleague,"Feb 18, 2021",Khimki Moscow Region,TD Systems Baskonia,
Euroleague,"Feb 18, 2021",AX Armani Exchange Milano,Maccabi Playtika Tel Aviv,
Euroleague,"Feb 18, 2021",F.C. Barcelona,Zalgiris,
Euroleague,"Feb 19, 2021",CSKA Moscow,Panathinaikos,
Euroleague,"Feb 19, 2021",Fenerbahce,Alba Berlin,
Euroleague,"Feb 19, 2021",Crvena zvezda mts,Zenit St. Petersburg,
Euroleague,"Feb 19, 2021",LDLC ASVEL,FC Bayern München,
Euroleague,"Feb 19, 2021",Valencia,Real Madrid,
Euroleague,"Feb 25, 2021",Zenit St. Petersburg,Valencia,
Euroleague,"Feb 25, 2021",Olympiacos,CSKA Moscow,
Euroleague,"Feb 25, 2021",FC Bayern München,Maccabi Playtika Tel Aviv,
Euroleague,"Feb 25, 2021",AX Armani Exchange Milano,Khimki Moscow Region,
Euroleague,"Feb 25, 2021",Real Madrid,Zalgiris,
Euroleague,"Feb 26, 2021",Fenerbahce,Anadolu Efes,
Euroleague,"Feb 26, 2021",Alba Berlin,Panathinaikos,
Euroleague,"Feb 26, 2021",TD Systems Baskonia,Crvena zvezda mts,
Euroleague,"Feb 26, 2021",F.C. Barcelona,LDLC ASVEL,
Euroleague,"Mar 2, 2021",Khimki Moscow Region,Real Madrid,
Euroleague,"Mar 2, 2021",Zenit St. Petersburg,Alba Berlin,
Euroleague,"Mar 2, 2021",Anadolu Efes,Valencia,
Euroleague,"Mar 2, 2021",Panathinaikos,F.C. Barcelona,
Euroleague,"Mar 2, 2021",Maccabi Playtika Tel Aviv,CSKA Moscow,
Euroleague,"Mar 2, 2021",Crvena zvezda mts,FC Bayern München,
Euroleague,"Mar 3, 2021",Zalgiris,LDLC ASVEL,
Euroleague,"Mar 3, 2021",AX Armani Exchange Milano,Fenerbahce,
Euroleague,"Mar 3, 2021",TD Systems Baskonia,Olympiacos,
Euroleague,"Mar 4, 2021",Zenit St. Petersburg,Real Madrid,
Euroleague,"Mar 4, 2021",Anadolu Efes,CSKA Moscow,
Euroleague,"Mar 4, 2021",FC Bayern München,Panathinaikos,
Euroleague,"Mar 4, 2021",Maccabi Playtika Tel Aviv,Valencia,
Euroleague,"Mar 5, 2021",Khimki Moscow Region,Alba Berlin,
Euroleague,"Mar 5, 2021",Zalgiris,AX Armani Exchange Milano,
Euroleague,"Mar 5, 2021",LDLC ASVEL,Fenerbahce,
Euroleague,"Mar 5, 2021",Olympiacos,Crvena zvezda mts,
Euroleague,"Mar 5, 2021",F.C. Barcelona,TD Systems Baskonia,
Euroleague,"Mar 11, 2021",CSKA Moscow,AX Armani Exchange Milano,
Euroleague,"Mar 11, 2021",Crvena zvezda mts,Khimki Moscow Region,
Euroleague,"Mar 11, 2021",LDLC ASVEL,Alba Berlin,
Euroleague,"Mar 11, 2021",Panathinaikos,Maccabi Playtika Tel Aviv,
Euroleague,"Mar 11, 2021",Real Madrid,F.C. Barcelona,
Euroleague,"Mar 12, 2021",Anadolu Efes,Zalgiris,
Euroleague,"Mar 12, 2021",Olympiacos,Zenit St. Petersburg,
Euroleague,"Mar 12, 2021",TD Systems Baskonia,FC Bayern München,
Euroleague,"Mar 12, 2021",Valencia,Fenerbahce,
Euroleague,"Mar 18, 2021",Zenit St. Petersburg,TD Systems Baskonia,
Euroleague,"Mar 18, 2021",Fenerbahce,Zalgiris,
Euroleague,"Mar 18, 2021",Alba Berlin,Olympiacos,
Euroleague,"Mar 18, 2021",Maccabi Playtika Tel Aviv,LDLC ASVEL,
Euroleague,"Mar 19, 2021",Khimki Moscow Region,Valencia,
Euroleague,"Mar 19, 2021",FC Bayern München,Anadolu Efes,
Euroleague,"Mar 19, 2021",AX Armani Exchange Milano,F.C. Barcelona,
Euroleague,"Mar 19, 2021",Panathinaikos,Crvena zvezda mts,
Euroleague,"Mar 19, 2021",Real Madrid,CSKA Moscow,
Euroleague,"Mar 25, 2021",CSKA Moscow,Crvena zvezda mts,
Euroleague,"Mar 25, 2021",Anadolu Efes,Panathinaikos,
Euroleague,"Mar 25, 2021",LDLC ASVEL,Real Madrid,
Euroleague,"Mar 25, 2021",Valencia,FC Bayern München,
Euroleague,"Mar 26, 2021",Khimki Moscow Region,Zenit St. Petersburg,
Euroleague,"Mar 26, 2021",Zalgiris,Maccabi Playtika Tel Aviv,
Euroleague,"Mar 26, 2021",Olympiacos,Fenerbahce,
Euroleague,"Mar 26, 2021",F.C. Barcelona,Alba Berlin,
Euroleague,"Mar 26, 2021",TD Systems Baskonia,AX Armani Exchange Milano,
Euroleague,"Mar 30, 2021",Crvena zvezda mts,AX Armani Exchange Milano,
Euroleague,"Mar 30, 2021",Zenit St. Petersburg,CSKA Moscow,
Euroleague,"Mar 30, 2021",Maccabi Playtika Tel Aviv,F.C. Barcelona,
Euroleague,"Mar 30, 2021",Panathinaikos,TD Systems Baskonia,
Euroleague,"Mar 30, 2021",Real Madrid,Anadolu Efes,
Euroleague,"Mar 31, 2021",Khimki Moscow Region,LDLC ASVEL,
Euroleague,"Mar 31, 2021",Zalgiris,Alba Berlin,
Euroleague,"Mar 31, 2021",FC Bayern München,Fenerbahce,
Euroleague,"Mar 31, 2021",Valencia,Olympiacos,
Euroleague,"Apr 1, 2021",Crvena zvezda mts,Maccabi Playtika Tel Aviv,
Euroleague,"Apr 1, 2021",Panathinaikos,AX Armani Exchange Milano,
Euroleague,"Apr 1, 2021",TD Systems Baskonia,Anadolu Efes,
Euroleague,"Apr 2, 2021",CSKA Moscow,Khimki Moscow Region,
Euroleague,"Apr 2, 2021",Zenit St. Petersburg,LDLC ASVEL,
Euroleague,"Apr 2, 2021",Alba Berlin,Valencia,
Euroleague,"Apr 2, 2021",FC Bayern München,Zalgiris,
Euroleague,"Apr 2, 2021",Fenerbahce,F.C. Barcelona,
Euroleague,"Apr 2, 2021",Real Madrid,Olympiacos,
Euroleague,"Apr 8, 2021",CSKA Moscow,LDLC ASVEL,
Euroleague,"Apr 8, 2021",Zalgiris,Panathinaikos,
Euroleague,"Apr 8, 2021",Fenerbahce,Real Madrid,
Euroleague,"Apr 8, 2021",Alba Berlin,Crvena zvezda mts,
Euroleague,"Apr 8, 2021",Valencia,TD Systems Baskonia,
Euroleague,"Apr 9, 2021",Zenit St. Petersburg,Maccabi Playtika Tel Aviv,
Euroleague,"Apr 9, 2021",Olympiacos,Khimki Moscow Region,
Euroleague,"Apr 9, 2021",AX Armani Exchange Milano,Anadolu Efes,
Euroleague,"Apr 9, 2021",F.C. Barcelona,FC Bayern München,
