League,Day,Team 1,Team 2,Score
Euroleague,"Nov 1, 2006",Zalgiris,Azzurro Napoli,83 - 65
Euroleague,"Nov 8, 2006",Cibona,Unicaja Malaga,87 - 83
Euroleague,"Nov 8, 2006",Koln 99ers,TD Systems Baskonia,70 - 102
Euroleague,"Nov 8, 2006",Dynamo Moskow,Fortitudo Lavoropiù Bologna,78 - 73
Euroleague,"Nov 8, 2006",Anadolu Efes,Le Mans,53 - 64
Euroleague,"Nov 8, 2006",Joventut Badalona,Partizan NIS,82 - 51
Euroleague,"Nov 8, 2006",Petrol Olimpjia,Panathinaikos,65 - 86
Euroleague,"Nov 8, 2006",Azzurro Napoli,Aris BC,71 - 69
Euroleague,"Nov 8, 2006",Olympiacos,Asseco Arka Gdynia,97 - 74
Euroleague,"Nov 8, 2006",Pau-Lacq-Orthez,CSKA Moscow,73 - 67
Euroleague,"Nov 8, 2006",Maccabi Playtika Tel Aviv,Virtus Roma,78 - 65
Euroleague,"Nov 8, 2006",Benetton Treviso,Fenerbahce,93 - 83
Euroleague,"Nov 8, 2006",Zalgiris,F.C. Barcelona,86 - 92
Euroleague,"Nov 15, 2006",Aris BC,Pau-Lacq-Orthez,74 - 72
Euroleague,"Nov 15, 2006",F.C. Barcelona,Azzurro Napoli,91 - 71
Euroleague,"Nov 15, 2006",TD Systems Baskonia,Anadolu Efes,68 - 65
Euroleague,"Nov 15, 2006",CSKA Moscow,Benetton Treviso,83 - 67
Euroleague,"Nov 15, 2006",Fortitudo Lavoropiù Bologna,Koln 99ers,86 - 90
Euroleague,"Nov 15, 2006",Le Mans,Olympiacos,81 - 88
Euroleague,"Nov 15, 2006",Unicaja Malaga,Petrol Olimpjia,62 - 55
Euroleague,"Nov 15, 2006",Panathinaikos,Virtus Roma,87 - 71
Euroleague,"Nov 15, 2006",Partizan NIS,Cibona,101 - 92
Euroleague,"Nov 15, 2006",Asseco Arka Gdynia,Dynamo Moskow,60 - 49
Euroleague,"Nov 15, 2006",Maccabi Playtika Tel Aviv,Joventut Badalona,92 - 75
Euroleague,"Nov 15, 2006",Fenerbahce,Zalgiris,84 - 75
Euroleague,"Nov 22, 2006",F.C. Barcelona,Fenerbahce,84 - 70
Euroleague,"Nov 22, 2006",TD Systems Baskonia,Fortitudo Lavoropiù Bologna,90 - 80
Euroleague,"Nov 22, 2006",Cibona,Maccabi Playtika Tel Aviv,87 - 82
Euroleague,"Nov 22, 2006",Koln 99ers,Asseco Arka Gdynia,84 - 80
Euroleague,"Nov 22, 2006",Dynamo Moskow,Le Mans,74 - 57
Euroleague,"Nov 22, 2006",Anadolu Efes,Olympiacos,95 - 77
Euroleague,"Nov 22, 2006",Petrol Olimpjia,Partizan NIS,70 - 71
Euroleague,"Nov 22, 2006",Azzurro Napoli,Pau-Lacq-Orthez,84 - 96
Euroleague,"Nov 22, 2006",Panathinaikos,Unicaja Malaga,87 - 72
Euroleague,"Nov 22, 2006",Virtus Roma,Joventut Badalona,71 - 69
Euroleague,"Nov 22, 2006",Benetton Treviso,Aris BC,64 - 42
Euroleague,"Nov 22, 2006",Zalgiris,CSKA Moscow,59 - 78
Euroleague,"Nov 29, 2006",Aris BC,Zalgiris,73 - 66
Euroleague,"Nov 29, 2006",Koln 99ers,Le Mans,73 - 79
Euroleague,"Nov 29, 2006",CSKA Moscow,F.C. Barcelona,76 - 57
Euroleague,"Nov 29, 2006",Anadolu Efes,Fortitudo Lavoropiù Bologna,72 - 74
Euroleague,"Nov 29, 2006",Joventut Badalona,Cibona,83 - 73
Euroleague,"Nov 29, 2006",Azzurro Napoli,Fenerbahce,78 - 83
Euroleague,"Nov 29, 2006",Olympiacos,Dynamo Moskow,86 - 73
Euroleague,"Nov 29, 2006",Partizan NIS,Panathinaikos,65 - 73
Euroleague,"Nov 29, 2006",Pau-Lacq-Orthez,Benetton Treviso,73 - 86
Euroleague,"Nov 29, 2006",Virtus Roma,Unicaja Malaga,65 - 71
Euroleague,"Nov 29, 2006",Asseco Arka Gdynia,TD Systems Baskonia,70 - 75
Euroleague,"Nov 29, 2006",Maccabi Playtika Tel Aviv,Petrol Olimpjia,110 - 87
Euroleague,"Dec 6, 2006",F.C. Barcelona,Aris BC,86 - 83
Euroleague,"Dec 6, 2006",Cibona,Virtus Roma,91 - 84
Euroleague,"Dec 6, 2006",Koln 99ers,Olympiacos,81 - 88
Euroleague,"Dec 6, 2006",Dynamo Moskow,Anadolu Efes,90 - 83
Euroleague,"Dec 6, 2006",Fortitudo Lavoropiù Bologna,Asseco Arka Gdynia,77 - 91
Euroleague,"Dec 6, 2006",Le Mans,TD Systems Baskonia,76 - 79
Euroleague,"Dec 6, 2006",Petrol Olimpjia,Joventut Badalona,67 - 69
Euroleague,"Dec 6, 2006",Unicaja Malaga,Partizan NIS,66 - 58
Euroleague,"Dec 6, 2006",Panathinaikos,Maccabi Playtika Tel Aviv,90 - 88
Euroleague,"Dec 6, 2006",Benetton Treviso,Azzurro Napoli,64 - 70
Euroleague,"Dec 6, 2006",Fenerbahce,CSKA Moscow,64 - 74
Euroleague,"Dec 6, 2006",Zalgiris,Pau-Lacq-Orthez,106 - 110
Euroleague,"Dec 14, 2006",Fenerbahce,Aris BC,80 - 86
Euroleague,"Dec 14, 2006",Petrol Olimpjia,Cibona,92 - 88
Euroleague,"Dec 14, 2006",Koln 99ers,Dynamo Moskow,82 - 96
Euroleague,"Dec 14, 2006",Asseco Arka Gdynia,Anadolu Efes,74 - 81
Euroleague,"Dec 14, 2006",Panathinaikos,Joventut Badalona,83 - 73
Euroleague,"Dec 14, 2006",Fortitudo Lavoropiù Bologna,Le Mans,83 - 71
Euroleague,"Dec 14, 2006",CSKA Moscow,Azzurro Napoli,82 - 72
Euroleague,"Dec 14, 2006",TD Systems Baskonia,Olympiacos,89 - 74
Euroleague,"Dec 14, 2006",F.C. Barcelona,Pau-Lacq-Orthez,93 - 75
Euroleague,"Dec 14, 2006",Partizan NIS,Virtus Roma,73 - 63
Euroleague,"Dec 14, 2006",Unicaja Malaga,Maccabi Playtika Tel Aviv,67 - 83
Euroleague,"Dec 14, 2006",Zalgiris,Benetton Treviso,76 - 86
Euroleague,"Dec 20, 2006",Benetton Treviso,F.C. Barcelona,68 - 67
Euroleague,"Dec 20, 2006",Dynamo Moskow,TD Systems Baskonia,78 - 82
Euroleague,"Dec 20, 2006",Anadolu Efes,Koln 99ers,91 - 76
Euroleague,"Dec 20, 2006",Aris BC,CSKA Moscow,62 - 65
Euroleague,"Dec 20, 2006",Olympiacos,Fortitudo Lavoropiù Bologna,94 - 67
Euroleague,"Dec 20, 2006",Virtus Roma,Petrol Olimpjia,84 - 74
Euroleague,"Dec 20, 2006",Joventut Badalona,Unicaja Malaga,105 - 52
Euroleague,"Dec 20, 2006",Cibona,Panathinaikos,75 - 78
Euroleague,"Dec 20, 2006",Maccabi Playtika Tel Aviv,Partizan NIS,85 - 83
Euroleague,"Dec 20, 2006",Le Mans,Asseco Arka Gdynia,73 - 84
Euroleague,"Dec 20, 2006",Pau-Lacq-Orthez,Fenerbahce,89 - 67
Euroleague,"Dec 20, 2006",Azzurro Napoli,Zalgiris,92 - 87
Euroleague,"Jan 3, 2007",Unicaja Malaga,Cibona,73 - 67
Euroleague,"Jan 3, 2007",TD Systems Baskonia,Koln 99ers,97 - 68
Euroleague,"Jan 3, 2007",Fortitudo Lavoropiù Bologna,Dynamo Moskow,80 - 101
Euroleague,"Jan 3, 2007",Le Mans,Anadolu Efes,67 - 71
Euroleague,"Jan 3, 2007",Partizan NIS,Joventut Badalona,74 - 83
Euroleague,"Jan 3, 2007",Panathinaikos,Petrol Olimpjia,83 - 74
Euroleague,"Jan 3, 2007",Aris BC,Azzurro Napoli,80 - 72
Euroleague,"Jan 3, 2007",Asseco Arka Gdynia,Olympiacos,64 - 73
Euroleague,"Jan 3, 2007",CSKA Moscow,Pau-Lacq-Orthez,78 - 58
Euroleague,"Jan 3, 2007",Virtus Roma,Maccabi Playtika Tel Aviv,88 - 81
Euroleague,"Jan 3, 2007",Fenerbahce,Benetton Treviso,70 - 58
Euroleague,"Jan 3, 2007",F.C. Barcelona,Zalgiris,84 - 67
Euroleague,"Jan 10, 2007",Pau-Lacq-Orthez,Aris BC,77 - 62
Euroleague,"Jan 10, 2007",Azzurro Napoli,F.C. Barcelona,66 - 64
Euroleague,"Jan 10, 2007",Anadolu Efes,TD Systems Baskonia,78 - 84
Euroleague,"Jan 10, 2007",Benetton Treviso,CSKA Moscow,60 - 68
Euroleague,"Jan 10, 2007",Koln 99ers,Fortitudo Lavoropiù Bologna,78 - 90
Euroleague,"Jan 10, 2007",Olympiacos,Le Mans,80 - 76
Euroleague,"Jan 10, 2007",Petrol Olimpjia,Unicaja Malaga,87 - 59
Euroleague,"Jan 10, 2007",Virtus Roma,Panathinaikos,69 - 79
Euroleague,"Jan 10, 2007",Cibona,Partizan NIS,89 - 72
Euroleague,"Jan 10, 2007",Dynamo Moskow,Asseco Arka Gdynia,95 - 74
Euroleague,"Jan 10, 2007",Joventut Badalona,Maccabi Playtika Tel Aviv,98 - 92
Euroleague,"Jan 10, 2007",Zalgiris,Fenerbahce,70 - 83
Euroleague,"Jan 17, 2007",Fenerbahce,F.C. Barcelona,82 - 69
Euroleague,"Jan 17, 2007",Fortitudo Lavoropiù Bologna,TD Systems Baskonia,90 - 82
Euroleague,"Jan 17, 2007",Maccabi Playtika Tel Aviv,Cibona,91 - 83
Euroleague,"Jan 17, 2007",Asseco Arka Gdynia,Koln 99ers,72 - 61
Euroleague,"Jan 17, 2007",Le Mans,Dynamo Moskow,69 - 70
Euroleague,"Jan 17, 2007",Olympiacos,Anadolu Efes,72 - 91
Euroleague,"Jan 17, 2007",Partizan NIS,Petrol Olimpjia,106 - 60
Euroleague,"Jan 17, 2007",Pau-Lacq-Orthez,Azzurro Napoli,68 - 72
Euroleague,"Jan 17, 2007",Unicaja Malaga,Panathinaikos,67 - 61
Euroleague,"Jan 17, 2007",Joventut Badalona,Virtus Roma,72 - 83
Euroleague,"Jan 17, 2007",Aris BC,Benetton Treviso,65 - 60
Euroleague,"Jan 17, 2007",CSKA Moscow,Zalgiris,88 - 72
Euroleague,"Jan 24, 2007",Zalgiris,Aris BC,77 - 66
Euroleague,"Jan 24, 2007",Le Mans,Koln 99ers,69 - 60
Euroleague,"Jan 24, 2007",F.C. Barcelona,CSKA Moscow,70 - 78
Euroleague,"Jan 24, 2007",Fortitudo Lavoropiù Bologna,Anadolu Efes,74 - 76
Euroleague,"Jan 24, 2007",Cibona,Joventut Badalona,77 - 74
Euroleague,"Jan 24, 2007",Fenerbahce,Azzurro Napoli,88 - 93
Euroleague,"Jan 24, 2007",Dynamo Moskow,Olympiacos,84 - 69
Euroleague,"Jan 24, 2007",Panathinaikos,Partizan NIS,80 - 93
Euroleague,"Jan 24, 2007",Benetton Treviso,Pau-Lacq-Orthez,87 - 66
Euroleague,"Jan 24, 2007",Unicaja Malaga,Virtus Roma,68 - 66
Euroleague,"Jan 24, 2007",TD Systems Baskonia,Asseco Arka Gdynia,76 - 64
Euroleague,"Jan 24, 2007",Petrol Olimpjia,Maccabi Playtika Tel Aviv,77 - 75
Euroleague,"Jan 31, 2007",Aris BC,F.C. Barcelona,75 - 82
Euroleague,"Jan 31, 2007",Virtus Roma,Cibona,81 - 58
Euroleague,"Jan 31, 2007",Olympiacos,Koln 99ers,77 - 73
Euroleague,"Jan 31, 2007",Anadolu Efes,Dynamo Moskow,72 - 76
Euroleague,"Jan 31, 2007",Asseco Arka Gdynia,Fortitudo Lavoropiù Bologna,78 - 84
Euroleague,"Jan 31, 2007",TD Systems Baskonia,Le Mans,86 - 54
Euroleague,"Jan 31, 2007",Joventut Badalona,Petrol Olimpjia,82 - 86
Euroleague,"Jan 31, 2007",Partizan NIS,Unicaja Malaga,90 - 94
Euroleague,"Jan 31, 2007",Maccabi Playtika Tel Aviv,Panathinaikos,76 - 73
Euroleague,"Jan 31, 2007",Azzurro Napoli,Benetton Treviso,62 - 64
Euroleague,"Jan 31, 2007",CSKA Moscow,Fenerbahce,85 - 66
Euroleague,"Jan 31, 2007",Pau-Lacq-Orthez,Zalgiris,68 - 56
Euroleague,"Feb 14, 2007",Maccabi Playtika Tel Aviv,TD Systems Baskonia,68 - 79
Euroleague,"Feb 14, 2007",Virtus Roma,Pau-Lacq-Orthez,78 - 68
Euroleague,"Feb 14, 2007",CSKA Moscow,Joventut Badalona,81 - 69
Euroleague,"Feb 14, 2007",Partizan NIS,Olympiacos,84 - 92
Euroleague,"Feb 14, 2007",Panathinaikos,Anadolu Efes,84 - 57
Euroleague,"Feb 14, 2007",F.C. Barcelona,Asseco Arka Gdynia,92 - 73
Euroleague,"Feb 14, 2007",Aris BC,Dynamo Moskow,74 - 86
Euroleague,"Feb 14, 2007",Unicaja Malaga,Benetton Treviso,75 - 61
Euroleague,"Feb 21, 2007",Pau-Lacq-Orthez,TD Systems Baskonia,89 - 99
Euroleague,"Feb 21, 2007",Virtus Roma,Maccabi Playtika Tel Aviv,69 - 71
Euroleague,"Feb 21, 2007",Joventut Badalona,Olympiacos,58 - 56
Euroleague,"Feb 21, 2007",CSKA Moscow,Partizan NIS,67 - 44
Euroleague,"Feb 21, 2007",Panathinaikos,F.C. Barcelona,102 - 82
Euroleague,"Feb 21, 2007",Anadolu Efes,Asseco Arka Gdynia,67 - 71
Euroleague,"Feb 21, 2007",Unicaja Malaga,Aris BC,76 - 74
Euroleague,"Feb 21, 2007",Benetton Treviso,Dynamo Moskow,74 - 55
Euroleague,"Feb 28, 2007",Maccabi Playtika Tel Aviv,Pau-Lacq-Orthez,74 - 70
Euroleague,"Feb 28, 2007",TD Systems Baskonia,Virtus Roma,99 - 56
Euroleague,"Feb 28, 2007",Olympiacos,CSKA Moscow,64 - 85
Euroleague,"Feb 28, 2007",Partizan NIS,Joventut Badalona,85 - 70
Euroleague,"Feb 28, 2007",F.C. Barcelona,Anadolu Efes,82 - 73
Euroleague,"Feb 28, 2007",Asseco Arka Gdynia,Panathinaikos,69 - 75
Euroleague,"Feb 28, 2007",Dynamo Moskow,Unicaja Malaga,86 - 80
Euroleague,"Feb 28, 2007",Aris BC,Benetton Treviso,79 - 80
Euroleague,"Mar 7, 2007",TD Systems Baskonia,Maccabi Playtika Tel Aviv,94 - 73
Euroleague,"Mar 7, 2007",Pau-Lacq-Orthez,Virtus Roma,74 - 69
Euroleague,"Mar 7, 2007",Joventut Badalona,CSKA Moscow,65 - 73
Euroleague,"Mar 7, 2007",Olympiacos,Partizan NIS,79 - 75
Euroleague,"Mar 7, 2007",Anadolu Efes,Panathinaikos,65 - 79
Euroleague,"Mar 7, 2007",Asseco Arka Gdynia,F.C. Barcelona,59 - 77
Euroleague,"Mar 7, 2007",Dynamo Moskow,Aris BC,71 - 69
Euroleague,"Mar 7, 2007",Benetton Treviso,Unicaja Malaga,76 - 79
Euroleague,"Mar 14, 2007",Pau-Lacq-Orthez,Maccabi Playtika Tel Aviv,94 - 98
Euroleague,"Mar 14, 2007",Virtus Roma,TD Systems Baskonia,72 - 77
Euroleague,"Mar 14, 2007",CSKA Moscow,Olympiacos,83 - 79
Euroleague,"Mar 14, 2007",Joventut Badalona,Partizan NIS,80 - 89
Euroleague,"Mar 14, 2007",Anadolu Efes,F.C. Barcelona,82 - 78
Euroleague,"Mar 14, 2007",Panathinaikos,Asseco Arka Gdynia,95 - 68
Euroleague,"Mar 14, 2007",Unicaja Malaga,Dynamo Moskow,73 - 62
Euroleague,"Mar 14, 2007",Benetton Treviso,Aris BC,83 - 72
Euroleague,"Mar 21, 2007",TD Systems Baskonia,Pau-Lacq-Orthez,93 - 75
Euroleague,"Mar 21, 2007",Maccabi Playtika Tel Aviv,Virtus Roma,79 - 72
Euroleague,"Mar 21, 2007",Olympiacos,Joventut Badalona,81 - 65
Euroleague,"Mar 21, 2007",Partizan NIS,CSKA Moscow,55 - 86
Euroleague,"Mar 21, 2007",F.C. Barcelona,Panathinaikos,87 - 66
Euroleague,"Mar 21, 2007",Asseco Arka Gdynia,Anadolu Efes,64 - 72
Euroleague,"Mar 21, 2007",Aris BC,Unicaja Malaga,83 - 65
Euroleague,"Mar 21, 2007",Dynamo Moskow,Benetton Treviso,68 - 65
Euroleague,"Apr 3, 2007",TD Systems Baskonia,Olympiacos,84 - 59
Euroleague,"Apr 3, 2007",CSKA Moscow,Maccabi Playtika Tel Aviv,80 - 58
Euroleague,"Apr 3, 2007",Panathinaikos,Dynamo Moskow,80 - 58
Euroleague,"Apr 3, 2007",Unicaja Malaga,F.C. Barcelona,91 - 75
Euroleague,"Apr 5, 2007",Olympiacos,TD Systems Baskonia,89 - 95
Euroleague,"Apr 5, 2007",Maccabi Playtika Tel Aviv,CSKA Moscow,68 - 56
Euroleague,"Apr 5, 2007",Dynamo Moskow,Panathinaikos,65 - 73
Euroleague,"Apr 5, 2007",F.C. Barcelona,Unicaja Malaga,80 - 58
Euroleague,"Apr 12, 2007",CSKA Moscow,Maccabi Playtika Tel Aviv,92 - 71
Euroleague,"Apr 12, 2007",Unicaja Malaga,F.C. Barcelona,67 - 64
Euroleague,"May 4, 2007",Panathinaikos,TD Systems Baskonia,67 - 53
Euroleague,"May 4, 2007",CSKA Moscow,Unicaja Malaga,62 - 50
Euroleague,"May 6, 2007",Panathinaikos,CSKA Moscow,93 - 91
Euroleague,"May 6, 2007",TD Systems Baskonia,Unicaja Malaga,74 - 76
