League,Day,Team 1,Team 2,Score
Euroleague,"Jan 14, 2009",Scandone Avellino,Cibona,79 - 75
Euroleague,"Jan 14, 2009",Unicaja Malaga,Maccabi Playtika Tel Aviv,92 - 69
Euroleague,"Jan 14, 2009",Olympiacos,Le Mans,68 - 78
Euroleague,"Jan 14, 2009",F.C. Barcelona,Zalgiris,90 - 68
Euroleague,"Jan 14, 2009",Panathinaikos,Asseco Arka Gdynia,75 - 53
Euroleague,"Jan 14, 2009",Nancy,OnSharing Siena,79 - 103
Euroleague,"Jan 14, 2009",Alba Berlin,Petrol Olimpjia,59 - 67
Euroleague,"Jan 14, 2009",TD Systems Baskonia,Joventut Badalona,91 - 83
Euroleague,"Jan 14, 2009",Fenerbahce,Virtus Roma,90 - 86
Euroleague,"Jan 14, 2009",Real Madrid,Anadolu Efes,80 - 69
Euroleague,"Jan 14, 2009",Panionios,AX Armani Exchange Milano,77 - 87
Euroleague,"Jan 14, 2009",CSKA Moscow,Partizan NIS,63 - 66
Euroleague,"Jan 28, 2009",TD Systems Baskonia,Asseco Arka Gdynia,99 - 77
Euroleague,"Jan 28, 2009",AX Armani Exchange Milano,Olympiacos,76 - 74
Euroleague,"Jan 28, 2009",Real Madrid,F.C. Barcelona,85 - 83
Euroleague,"Jan 28, 2009",Maccabi Playtika Tel Aviv,Alba Berlin,96 - 65
Euroleague,"Jan 28, 2009",Panathinaikos,Partizan NIS,81 - 63
Euroleague,"Jan 28, 2009",Virtus Roma,Unicaja Malaga,75 - 88
Euroleague,"Jan 28, 2009",Cibona,OnSharing Siena,88 - 81
Euroleague,"Jan 28, 2009",Fenerbahce,CSKA Moscow,48 - 66
Euroleague,"Feb 5, 2009",Olympiacos,TD Systems Baskonia,73 - 70
Euroleague,"Feb 5, 2009",Asseco Arka Gdynia,AX Armani Exchange Milano,60 - 62
Euroleague,"Feb 5, 2009",Alba Berlin,Real Madrid,84 - 87
Euroleague,"Feb 5, 2009",F.C. Barcelona,Maccabi Playtika Tel Aviv,85 - 65
Euroleague,"Feb 5, 2009",Unicaja Malaga,Panathinaikos,69 - 81
Euroleague,"Feb 5, 2009",Partizan NIS,Virtus Roma,84 - 76
Euroleague,"Feb 5, 2009",CSKA Moscow,Cibona,87 - 61
Euroleague,"Feb 5, 2009",OnSharing Siena,Fenerbahce,87 - 79
Euroleague,"Feb 11, 2009",Asseco Arka Gdynia,Olympiacos,68 - 93
Euroleague,"Feb 11, 2009",TD Systems Baskonia,AX Armani Exchange Milano,108 - 90
Euroleague,"Feb 11, 2009",F.C. Barcelona,Alba Berlin,85 - 69
Euroleague,"Feb 11, 2009",Real Madrid,Maccabi Playtika Tel Aviv,98 - 79
Euroleague,"Feb 11, 2009",Partizan NIS,Unicaja Malaga,60 - 59
Euroleague,"Feb 11, 2009",Panathinaikos,Virtus Roma,92 - 67
Euroleague,"Feb 11, 2009",OnSharing Siena,CSKA Moscow,74 - 56
Euroleague,"Feb 11, 2009",Cibona,Fenerbahce,55 - 65
Euroleague,"Feb 25, 2009",Olympiacos,Asseco Arka Gdynia,84 - 71
Euroleague,"Feb 25, 2009",AX Armani Exchange Milano,TD Systems Baskonia,74 - 107
Euroleague,"Feb 25, 2009",Alba Berlin,F.C. Barcelona,57 - 75
Euroleague,"Feb 25, 2009",Maccabi Playtika Tel Aviv,Real Madrid,69 - 73
Euroleague,"Feb 25, 2009",Unicaja Malaga,Partizan NIS,74 - 78
Euroleague,"Feb 25, 2009",Virtus Roma,Panathinaikos,71 - 90
Euroleague,"Feb 25, 2009",CSKA Moscow,OnSharing Siena,95 - 71
Euroleague,"Feb 25, 2009",Fenerbahce,Cibona,64 - 86
Euroleague,"Mar 4, 2009",Asseco Arka Gdynia,TD Systems Baskonia,72 - 92
Euroleague,"Mar 4, 2009",Olympiacos,AX Armani Exchange Milano,84 - 81
Euroleague,"Mar 4, 2009",F.C. Barcelona,Real Madrid,90 - 79
Euroleague,"Mar 4, 2009",Alba Berlin,Maccabi Playtika Tel Aviv,70 - 76
Euroleague,"Mar 4, 2009",Partizan NIS,Panathinaikos,63 - 56
Euroleague,"Mar 4, 2009",Unicaja Malaga,Virtus Roma,99 - 64
Euroleague,"Mar 4, 2009",OnSharing Siena,Cibona,86 - 70
Euroleague,"Mar 4, 2009",CSKA Moscow,Fenerbahce,77 - 60
Euroleague,"Mar 11, 2009",Panathinaikos,Unicaja Malaga,103 - 95
Euroleague,"Mar 11, 2009",Virtus Roma,Partizan NIS,88 - 72
Euroleague,"Mar 11, 2009",Cibona,CSKA Moscow,63 - 73
Euroleague,"Mar 11, 2009",Fenerbahce,OnSharing Siena,68 - 73
Euroleague,"Mar 12, 2009",TD Systems Baskonia,Olympiacos,80 - 88
Euroleague,"Mar 12, 2009",AX Armani Exchange Milano,Asseco Arka Gdynia,72 - 96
Euroleague,"Mar 12, 2009",Real Madrid,Alba Berlin,83 - 82
Euroleague,"Mar 12, 2009",Maccabi Playtika Tel Aviv,F.C. Barcelona,74 - 90
Euroleague,"Mar 24, 2009",Olympiacos,Real Madrid,88 - 79
Euroleague,"Mar 24, 2009",F.C. Barcelona,TD Systems Baskonia,75 - 84
Euroleague,"Mar 24, 2009",Panathinaikos,OnSharing Siena,90 - 85
Euroleague,"Mar 24, 2009",CSKA Moscow,Partizan NIS,56 - 47
Euroleague,"Mar 26, 2009",Olympiacos,Real Madrid,79 - 73
Euroleague,"Mar 26, 2009",F.C. Barcelona,TD Systems Baskonia,85 - 62
Euroleague,"Mar 26, 2009",Panathinaikos,OnSharing Siena,79 - 84
Euroleague,"Mar 26, 2009",CSKA Moscow,Partizan NIS,77 - 50
Euroleague,"Mar 31, 2009",Real Madrid,Olympiacos,71 - 63
Euroleague,"Mar 31, 2009",TD Systems Baskonia,F.C. Barcelona,69 - 62
Euroleague,"Mar 31, 2009",OnSharing Siena,Panathinaikos,53 - 72
Euroleague,"Mar 31, 2009",Partizan NIS,CSKA Moscow,56 - 67
Euroleague,"Apr 2, 2009",Real Madrid,Olympiacos,75 - 78
Euroleague,"Apr 2, 2009",TD Systems Baskonia,F.C. Barcelona,63 - 84
Euroleague,"Apr 2, 2009",OnSharing Siena,Panathinaikos,84 - 91
Euroleague,"Apr 9, 2009",F.C. Barcelona,TD Systems Baskonia,78 - 62
Euroleague,"May 1, 2009",Olympiacos,Panathinaikos,82 - 84
Euroleague,"May 1, 2009",F.C. Barcelona,CSKA Moscow,78 - 82
Euroleague,"May 3, 2009",Panathinaikos,CSKA Moscow,73 - 71
Euroleague,"May 3, 2009",Olympiacos,F.C. Barcelona,79 - 95
