League,Day,Team 1,Team 2,Score
Euroleague,"Nov 1, 2000",TD Systems Baskonia,Virtus Segafredo Bologna,59 - 65
Euroleague,"Nov 1, 2000",Benetton Treviso,Hapoel Jerusalem,78 - 71
Euroleague,"Nov 1, 2000",Ovarense,Real Madrid,73 - 80
Euroleague,"Nov 1, 2000",KK Union Olimpija Ljubljana,Olympiacos,69 - 73
Euroleague,"Nov 1, 2000",Tezenis Verona,F.C. Barcelona,94 - 90
Euroleague,"Nov 1, 2000",PAOK,Fraport Skyliners,100 - 70
Euroleague,"Nov 1, 2000",London Towers,Buducnost VOLI,88 - 95
Euroleague,"Nov 9, 2000",Fortitudo Lavoropiù Bologna,Movistar Estudiantes,81 - 72
Euroleague,"Nov 9, 2000",Zadar,Peristeri,79 - 92
Euroleague,"Nov 9, 2000",Lugano Tigers,Zalgiris,95 - 87
Euroleague,"Nov 9, 2000",St.Petersburg Lions,TD Systems Baskonia,79 - 81
Euroleague,"Nov 9, 2000",AEK Athens,Cibona,83 - 75
Euroleague,"Nov 9, 2000",Proximus Spirou,Virtus Segafredo Bologna,58 - 80
Euroleague,"Nov 9, 2000",Real Madrid,Benetton Treviso,64 - 75
Euroleague,"Nov 9, 2000",Hapoel Jerusalem,KK Union Olimpija Ljubljana,76 - 88
Euroleague,"Nov 9, 2000",Ovarense,Olympiacos,53 - 100
Euroleague,"Nov 9, 2000",London Towers,F.C. Barcelona,82 - 97
Euroleague,"Nov 9, 2000",Buducnost VOLI,PAOK,83 - 71
Euroleague,"Nov 9, 2000",Fraport Skyliners,Tezenis Verona,80 - 97
Euroleague,"Nov 15, 2000",Peristeri,Fortitudo Lavoropiù Bologna,83 - 70
Euroleague,"Nov 15, 2000",Movistar Estudiantes,Lugano Tigers,97 - 76
Euroleague,"Nov 15, 2000",Zalgiris,Zadar,97 - 85
Euroleague,"Nov 15, 2000",TD Systems Baskonia,AEK Athens,85 - 65
Euroleague,"Nov 15, 2000",Cibona,Proximus Spirou,85 - 70
Euroleague,"Nov 15, 2000",Virtus Segafredo Bologna,St.Petersburg Lions,84 - 78
Euroleague,"Nov 15, 2000",Olympiacos,Hapoel Jerusalem,102 - 69
Euroleague,"Nov 15, 2000",KK Union Olimpija Ljubljana,Real Madrid,88 - 79
Euroleague,"Nov 15, 2000",Benetton Treviso,Ovarense,106 - 81
Euroleague,"Nov 15, 2000",Tezenis Verona,Buducnost VOLI,86 - 91
Euroleague,"Nov 15, 2000",F.C. Barcelona,Fraport Skyliners,86 - 60
Euroleague,"Nov 15, 2000",PAOK,London Towers,70 - 58
Euroleague,"Dec 6, 2000",Peristeri,Movistar Estudiantes,91 - 81
Euroleague,"Dec 6, 2000",Zalgiris,Fortitudo Lavoropiù Bologna,73 - 56
Euroleague,"Dec 6, 2000",Zadar,Lugano Tigers,118 - 79
Euroleague,"Dec 6, 2000",Virtus Segafredo Bologna,AEK Athens,81 - 66
Euroleague,"Dec 6, 2000",St.Petersburg Lions,Proximus Spirou,83 - 77
Euroleague,"Dec 6, 2000",TD Systems Baskonia,Cibona,92 - 66
Euroleague,"Dec 6, 2000",Olympiacos,Real Madrid,91 - 84
Euroleague,"Dec 6, 2000",Hapoel Jerusalem,Ovarense,106 - 71
Euroleague,"Dec 6, 2000",KK Union Olimpija Ljubljana,Benetton Treviso,78 - 74
Euroleague,"Dec 6, 2000",Fraport Skyliners,London Towers,79 - 76
Euroleague,"Dec 6, 2000",Tezenis Verona,PAOK,102 - 88
Euroleague,"Dec 6, 2000",F.C. Barcelona,Buducnost VOLI,92 - 75
Euroleague,"Dec 13, 2000",Movistar Estudiantes,Zalgiris,87 - 77
Euroleague,"Dec 13, 2000",Fortitudo Lavoropiù Bologna,Zadar,81 - 77
Euroleague,"Dec 13, 2000",Lugano Tigers,Peristeri,80 - 91
Euroleague,"Dec 13, 2000",AEK Athens,St.Petersburg Lions,84 - 73
Euroleague,"Dec 13, 2000",Proximus Spirou,TD Systems Baskonia,71 - 74
Euroleague,"Dec 13, 2000",Cibona,Virtus Segafredo Bologna,69 - 74
Euroleague,"Dec 13, 2000",Ovarense,KK Union Olimpija Ljubljana,70 - 92
Euroleague,"Dec 13, 2000",Benetton Treviso,Olympiacos,95 - 87
Euroleague,"Dec 13, 2000",Real Madrid,Hapoel Jerusalem,104 - 64
Euroleague,"Dec 13, 2000",Buducnost VOLI,Fraport Skyliners,79 - 73
Euroleague,"Dec 13, 2000",London Towers,Tezenis Verona,89 - 98
Euroleague,"Dec 13, 2000",PAOK,F.C. Barcelona,91 - 102
Euroleague,"Dec 20, 2000",Fortitudo Lavoropiù Bologna,Lugano Tigers,81 - 66
Euroleague,"Dec 20, 2000",Zadar,Movistar Estudiantes,80 - 72
Euroleague,"Dec 20, 2000",Zalgiris,Peristeri,86 - 73
Euroleague,"Dec 20, 2000",Proximus Spirou,AEK Athens,89 - 97
Euroleague,"Dec 20, 2000",St.Petersburg Lions,Cibona,92 - 90
Euroleague,"Dec 20, 2000",Virtus Segafredo Bologna,TD Systems Baskonia,76 - 73
Euroleague,"Dec 20, 2000",Hapoel Jerusalem,Benetton Treviso,79 - 104
Euroleague,"Dec 20, 2000",Real Madrid,Ovarense,116 - 94
Euroleague,"Dec 20, 2000",Olympiacos,KK Union Olimpija Ljubljana,82 - 70
Euroleague,"Dec 20, 2000",F.C. Barcelona,Tezenis Verona,96 - 84
Euroleague,"Dec 20, 2000",Fraport Skyliners,PAOK,73 - 80
Euroleague,"Dec 20, 2000",Buducnost VOLI,London Towers,101 - 83
Euroleague,"Jan 10, 2001",Movistar Estudiantes,Fortitudo Lavoropiù Bologna,76 - 90
Euroleague,"Jan 10, 2001",Peristeri,Zadar,92 - 73
Euroleague,"Jan 10, 2001",Zalgiris,Lugano Tigers,105 - 89
Euroleague,"Jan 10, 2001",TD Systems Baskonia,St.Petersburg Lions,97 - 88
Euroleague,"Jan 10, 2001",Cibona,AEK Athens,72 - 81
Euroleague,"Jan 10, 2001",Virtus Segafredo Bologna,Proximus Spirou,106 - 87
Euroleague,"Jan 10, 2001",Benetton Treviso,Real Madrid,87 - 88
Euroleague,"Jan 10, 2001",KK Union Olimpija Ljubljana,Hapoel Jerusalem,95 - 68
Euroleague,"Jan 10, 2001",Olympiacos,Ovarense,101 - 67
Euroleague,"Jan 10, 2001",F.C. Barcelona,London Towers,82 - 76
Euroleague,"Jan 10, 2001",PAOK,Buducnost VOLI,89 - 72
Euroleague,"Jan 10, 2001",Tezenis Verona,Fraport Skyliners,90 - 70
Euroleague,"Jan 17, 2001",Fortitudo Lavoropiù Bologna,Peristeri,71 - 69
Euroleague,"Jan 17, 2001",Lugano Tigers,Movistar Estudiantes,77 - 76
Euroleague,"Jan 17, 2001",Zadar,Zalgiris,86 - 87
Euroleague,"Jan 17, 2001",AEK Athens,TD Systems Baskonia,64 - 52
Euroleague,"Jan 17, 2001",Proximus Spirou,Cibona,100 - 91
Euroleague,"Jan 17, 2001",St.Petersburg Lions,Virtus Segafredo Bologna,78 - 82
Euroleague,"Jan 17, 2001",Hapoel Jerusalem,Olympiacos,83 - 70
Euroleague,"Jan 17, 2001",Real Madrid,KK Union Olimpija Ljubljana,82 - 70
Euroleague,"Jan 17, 2001",Ovarense,Benetton Treviso,76 - 86
Euroleague,"Jan 17, 2001",Buducnost VOLI,Tezenis Verona,77 - 73
Euroleague,"Jan 17, 2001",Fraport Skyliners,F.C. Barcelona,51 - 68
Euroleague,"Jan 17, 2001",London Towers,PAOK,61 - 93
Euroleague,"Jan 31, 2001",F.C. Barcelona,Benetton Treviso,85 - 86
Euroleague,"Jan 31, 2001",AEK Athens,Zalgiris,69 - 60
Euroleague,"Jan 31, 2001",Fortitudo Lavoropiù Bologna,Cibona,76 - 64
Euroleague,"Jan 31, 2001",Real Madrid,Buducnost VOLI,91 - 63
Euroleague,"Jan 31, 2001",Virtus Segafredo Bologna,Movistar Estudiantes,113 - 70
Euroleague,"Jan 31, 2001",PAOK,KK Union Olimpija Ljubljana,75 - 64
Euroleague,"Jan 31, 2001",Olympiacos,Tezenis Verona,94 - 92
Euroleague,"Jan 31, 2001",Peristeri,TD Systems Baskonia,79 - 81
Euroleague,"Feb 7, 2001",Benetton Treviso,F.C. Barcelona,99 - 82
Euroleague,"Feb 7, 2001",Zalgiris,AEK Athens,71 - 73
Euroleague,"Feb 7, 2001",Cibona,Fortitudo Lavoropiù Bologna,74 - 75
Euroleague,"Feb 7, 2001",Buducnost VOLI,Real Madrid,62 - 76
Euroleague,"Feb 7, 2001",Movistar Estudiantes,Virtus Segafredo Bologna,80 - 85
Euroleague,"Feb 7, 2001",KK Union Olimpija Ljubljana,PAOK,85 - 77
Euroleague,"Feb 7, 2001",Tezenis Verona,Olympiacos,84 - 96
Euroleague,"Feb 7, 2001",TD Systems Baskonia,Peristeri,81 - 68
Euroleague,"Feb 14, 2001",PAOK,KK Union Olimpija Ljubljana,69 - 73
Euroleague,"Feb 22, 2001",Fortitudo Lavoropiù Bologna,Real Madrid,74 - 68
Euroleague,"Feb 22, 2001",Virtus Segafredo Bologna,KK Union Olimpija Ljubljana,80 - 79
Euroleague,"Feb 22, 2001",Olympiacos,TD Systems Baskonia,72 - 78
Euroleague,"Feb 22, 2001",AEK Athens,Benetton Treviso,97 - 89
Euroleague,"Feb 28, 2001",Real Madrid,Fortitudo Lavoropiù Bologna,88 - 57
Euroleague,"Feb 28, 2001",KK Union Olimpija Ljubljana,Virtus Segafredo Bologna,79 - 81
Euroleague,"Feb 28, 2001",TD Systems Baskonia,Olympiacos,98 - 76
Euroleague,"Feb 28, 2001",Benetton Treviso,AEK Athens,90 - 74
Euroleague,"Mar 7, 2001",Fortitudo Lavoropiù Bologna,Real Madrid,88 - 70
Euroleague,"Mar 7, 2001",AEK Athens,Benetton Treviso,71 - 56
Euroleague,"Mar 27, 2001",Virtus Segafredo Bologna,Fortitudo Lavoropiù Bologna,103 - 76
Euroleague,"Mar 27, 2001",AEK Athens,TD Systems Baskonia,67 - 70
Euroleague,"Mar 30, 2001",Virtus Segafredo Bologna,Fortitudo Lavoropiù Bologna,92 - 84
Euroleague,"Mar 30, 2001",AEK Athens,TD Systems Baskonia,65 - 90
Euroleague,"Apr 3, 2001",Fortitudo Lavoropiù Bologna,Virtus Segafredo Bologna,70 - 74
Euroleague,"Apr 3, 2001",TD Systems Baskonia,AEK Athens,76 - 62
Euroleague,"Apr 17, 2001",Virtus Segafredo Bologna,TD Systems Baskonia,65 - 78
Euroleague,"Apr 19, 2001",Virtus Segafredo Bologna,TD Systems Baskonia,94 - 73
Euroleague,"May 1, 2001",TD Systems Baskonia,Virtus Segafredo Bologna,60 - 80
Euroleague,"May 3, 2001",TD Systems Baskonia,Virtus Segafredo Bologna,96 - 79
Euroleague,"May 10, 2001",Virtus Segafredo Bologna,TD Systems Baskonia,82 - 74
