League,Day,Team 1,Team 2,Score
Euroleague,"Nov 17, 2005",AX Armani Exchange Milano,Asseco Arka Gdynia,71 - 92
Euroleague,"Nov 17, 2005",F.C. Barcelona,Rytas Vilnius,91 - 97
Euroleague,"Nov 17, 2005",Olympiacos,Anadolu Efes,75 - 78
Euroleague,"Nov 17, 2005",Partizan NIS,Real Madrid,63 - 75
Euroleague,"Nov 23, 2005",Fortitudo Lavoropiù Bologna,Brose Bamberg,94 - 64
Euroleague,"Nov 23, 2005",TD Systems Baskonia,AEK Athens,77 - 62
Euroleague,"Nov 23, 2005",Rytas Vilnius,Olympiacos,78 - 67
Euroleague,"Nov 23, 2005",Cibona,AX Armani Exchange Milano,67 - 60
Euroleague,"Nov 23, 2005",Pau-Lacq-Orthez,CSKA Moscow,55 - 69
Euroleague,"Nov 24, 2005",Strasbourg,Petrol Olimpjia,90 - 82
Euroleague,"Nov 24, 2005",Zalgiris,Benetton Treviso,88 - 70
Euroleague,"Nov 24, 2005",Anadolu Efes,Maccabi Playtika Tel Aviv,90 - 88
Euroleague,"Nov 24, 2005",Asseco Arka Gdynia,F.C. Barcelona,60 - 65
Euroleague,"Nov 24, 2005",Panathinaikos,Partizan NIS,81 - 62
Euroleague,"Nov 24, 2005",Unicaja Malaga,OnSharing Siena,82 - 60
Euroleague,"Nov 24, 2005",Real Madrid,Trabzonspor,70 - 58
Euroleague,"Nov 30, 2005",Benetton Treviso,TD Systems Baskonia,92 - 96
Euroleague,"Nov 30, 2005",Strasbourg,Fortitudo Lavoropiù Bologna,75 - 78
Euroleague,"Nov 30, 2005",Olympiacos,Asseco Arka Gdynia,70 - 65
Euroleague,"Nov 30, 2005",Anadolu Efes,Rytas Vilnius,51 - 72
Euroleague,"Nov 30, 2005",CSKA Moscow,Real Madrid,64 - 52
Euroleague,"Dec 1, 2005",Petrol Olimpjia,AEK Athens,81 - 72
Euroleague,"Dec 1, 2005",Brose Bamberg,Zalgiris,72 - 79
Euroleague,"Dec 1, 2005",Maccabi Playtika Tel Aviv,AX Armani Exchange Milano,96 - 95
Euroleague,"Dec 1, 2005",F.C. Barcelona,Cibona,97 - 53
Euroleague,"Dec 1, 2005",Partizan NIS,Trabzonspor,85 - 69
Euroleague,"Dec 1, 2005",OnSharing Siena,Pau-Lacq-Orthez,77 - 72
Euroleague,"Dec 1, 2005",Unicaja Malaga,Panathinaikos,82 - 79
Euroleague,"Dec 7, 2005",TD Systems Baskonia,Brose Bamberg,77 - 59
Euroleague,"Dec 7, 2005",AEK Athens,Benetton Treviso,57 - 83
Euroleague,"Dec 7, 2005",Partizan NIS,Unicaja Malaga,67 - 86
Euroleague,"Dec 7, 2005",Pau-Lacq-Orthez,Panathinaikos,67 - 82
Euroleague,"Dec 7, 2005",Trabzonspor,CSKA Moscow,49 - 82
Euroleague,"Dec 8, 2005",Petrol Olimpjia,Fortitudo Lavoropiù Bologna,87 - 80
Euroleague,"Dec 8, 2005",Zalgiris,Strasbourg,72 - 63
Euroleague,"Dec 8, 2005",Maccabi Playtika Tel Aviv,Rytas Vilnius,86 - 92
Euroleague,"Dec 8, 2005",Asseco Arka Gdynia,Anadolu Efes,75 - 82
Euroleague,"Dec 8, 2005",Cibona,Olympiacos,74 - 62
Euroleague,"Dec 8, 2005",AX Armani Exchange Milano,F.C. Barcelona,70 - 58
Euroleague,"Dec 8, 2005",Real Madrid,OnSharing Siena,65 - 61
Euroleague,"Dec 14, 2005",Strasbourg,TD Systems Baskonia,84 - 76
Euroleague,"Dec 14, 2005",Olympiacos,AX Armani Exchange Milano,89 - 67
Euroleague,"Dec 14, 2005",Anadolu Efes,Cibona,71 - 77
Euroleague,"Dec 14, 2005",Rytas Vilnius,Asseco Arka Gdynia,82 - 69
Euroleague,"Dec 14, 2005",CSKA Moscow,Partizan NIS,89 - 58
Euroleague,"Dec 14, 2005",OnSharing Siena,Trabzonspor,70 - 74
Euroleague,"Dec 14, 2005",Panathinaikos,Real Madrid,87 - 71
Euroleague,"Dec 15, 2005",Benetton Treviso,Petrol Olimpjia,81 - 66
Euroleague,"Dec 15, 2005",Brose Bamberg,AEK Athens,71 - 61
Euroleague,"Dec 15, 2005",Fortitudo Lavoropiù Bologna,Zalgiris,75 - 64
Euroleague,"Dec 15, 2005",F.C. Barcelona,Maccabi Playtika Tel Aviv,78 - 88
Euroleague,"Dec 15, 2005",Unicaja Malaga,Pau-Lacq-Orthez,81 - 73
Euroleague,"Dec 21, 2005",Fortitudo Lavoropiù Bologna,TD Systems Baskonia,86 - 66
Euroleague,"Dec 21, 2005",Strasbourg,AEK Athens,70 - 66
Euroleague,"Dec 21, 2005",Rytas Vilnius,Cibona,80 - 52
Euroleague,"Dec 21, 2005",Unicaja Malaga,Real Madrid,71 - 61
Euroleague,"Dec 21, 2005",Panathinaikos,Trabzonspor,85 - 69
Euroleague,"Dec 21, 2005",OnSharing Siena,CSKA Moscow,66 - 75
Euroleague,"Dec 22, 2005",Zalgiris,Petrol Olimpjia,80 - 79
Euroleague,"Dec 22, 2005",Brose Bamberg,Benetton Treviso,92 - 85
Euroleague,"Dec 22, 2005",Asseco Arka Gdynia,Maccabi Playtika Tel Aviv,59 - 81
Euroleague,"Dec 22, 2005",Anadolu Efes,AX Armani Exchange Milano,85 - 57
Euroleague,"Dec 22, 2005",Olympiacos,F.C. Barcelona,80 - 68
Euroleague,"Dec 22, 2005",Pau-Lacq-Orthez,Partizan NIS,77 - 69
Euroleague,"Jan 4, 2006",Petrol Olimpjia,Brose Bamberg,57 - 59
Euroleague,"Jan 4, 2006",AX Armani Exchange Milano,Rytas Vilnius,95 - 101
Euroleague,"Jan 4, 2006",Partizan NIS,OnSharing Siena,75 - 73
Euroleague,"Jan 4, 2006",CSKA Moscow,Panathinaikos,84 - 89
Euroleague,"Jan 4, 2006",Trabzonspor,Unicaja Malaga,76 - 83
Euroleague,"Jan 4, 2006",Real Madrid,Pau-Lacq-Orthez,79 - 83
Euroleague,"Jan 5, 2006",Benetton Treviso,Strasbourg,83 - 78
Euroleague,"Jan 5, 2006",AEK Athens,Fortitudo Lavoropiù Bologna,82 - 75
Euroleague,"Jan 5, 2006",TD Systems Baskonia,Zalgiris,94 - 73
Euroleague,"Jan 5, 2006",Maccabi Playtika Tel Aviv,Olympiacos,101 - 95
Euroleague,"Jan 5, 2006",F.C. Barcelona,Anadolu Efes,79 - 74
Euroleague,"Jan 5, 2006",Cibona,Asseco Arka Gdynia,71 - 61
Euroleague,"Jan 11, 2006",Fortitudo Lavoropiù Bologna,Benetton Treviso,84 - 65
Euroleague,"Jan 11, 2006",Strasbourg,Brose Bamberg,68 - 71
Euroleague,"Jan 11, 2006",Asseco Arka Gdynia,AX Armani Exchange Milano,73 - 60
Euroleague,"Jan 11, 2006",Rytas Vilnius,F.C. Barcelona,61 - 71
Euroleague,"Jan 11, 2006",Anadolu Efes,Olympiacos,77 - 69
Euroleague,"Jan 11, 2006",Unicaja Malaga,CSKA Moscow,77 - 72
Euroleague,"Jan 12, 2006",TD Systems Baskonia,Petrol Olimpjia,91 - 63
Euroleague,"Jan 12, 2006",Zalgiris,AEK Athens,87 - 70
Euroleague,"Jan 12, 2006",Cibona,Maccabi Playtika Tel Aviv,66 - 94
Euroleague,"Jan 12, 2006",Real Madrid,Partizan NIS,85 - 68
Euroleague,"Jan 12, 2006",Pau-Lacq-Orthez,Trabzonspor,85 - 95
Euroleague,"Jan 12, 2006",Panathinaikos,OnSharing Siena,89 - 79
Euroleague,"Jan 18, 2006",Brose Bamberg,Fortitudo Lavoropiù Bologna,67 - 76
Euroleague,"Jan 18, 2006",AEK Athens,TD Systems Baskonia,60 - 87
Euroleague,"Jan 18, 2006",Olympiacos,Rytas Vilnius,65 - 63
Euroleague,"Jan 18, 2006",AX Armani Exchange Milano,Cibona,84 - 64
Euroleague,"Jan 18, 2006",CSKA Moscow,Pau-Lacq-Orthez,97 - 74
Euroleague,"Jan 18, 2006",Trabzonspor,Real Madrid,75 - 79
Euroleague,"Jan 19, 2006",Petrol Olimpjia,Strasbourg,82 - 68
Euroleague,"Jan 19, 2006",Benetton Treviso,Zalgiris,82 - 76
Euroleague,"Jan 19, 2006",Maccabi Playtika Tel Aviv,Anadolu Efes,88 - 81
Euroleague,"Jan 19, 2006",F.C. Barcelona,Asseco Arka Gdynia,99 - 80
Euroleague,"Jan 19, 2006",Partizan NIS,Panathinaikos,93 - 94
Euroleague,"Jan 19, 2006",OnSharing Siena,Unicaja Malaga,70 - 82
Euroleague,"Jan 25, 2006",TD Systems Baskonia,Benetton Treviso,91 - 73
Euroleague,"Jan 25, 2006",Asseco Arka Gdynia,Olympiacos,79 - 77
Euroleague,"Jan 25, 2006",Rytas Vilnius,Anadolu Efes,65 - 74
Euroleague,"Jan 25, 2006",Pau-Lacq-Orthez,OnSharing Siena,83 - 79
Euroleague,"Jan 25, 2006",Panathinaikos,Unicaja Malaga,93 - 95
Euroleague,"Jan 26, 2006",AEK Athens,Petrol Olimpjia,68 - 77
Euroleague,"Jan 26, 2006",Zalgiris,Brose Bamberg,86 - 65
Euroleague,"Jan 26, 2006",Fortitudo Lavoropiù Bologna,Strasbourg,71 - 47
Euroleague,"Jan 26, 2006",AX Armani Exchange Milano,Maccabi Playtika Tel Aviv,94 - 71
Euroleague,"Jan 26, 2006",Cibona,F.C. Barcelona,57 - 77
Euroleague,"Jan 26, 2006",Trabzonspor,Partizan NIS,100 - 64
Euroleague,"Jan 26, 2006",Real Madrid,CSKA Moscow,71 - 80
Euroleague,"Jan 31, 2006",Brose Bamberg,TD Systems Baskonia,68 - 73
Euroleague,"Feb 1, 2006",Unicaja Malaga,Partizan NIS,83 - 79
Euroleague,"Feb 1, 2006",Panathinaikos,Pau-Lacq-Orthez,94 - 62
Euroleague,"Feb 1, 2006",OnSharing Siena,Real Madrid,77 - 74
Euroleague,"Feb 1, 2006",CSKA Moscow,Trabzonspor,74 - 51
Euroleague,"Feb 1, 2006",Fortitudo Lavoropiù Bologna,Petrol Olimpjia,68 - 65
Euroleague,"Feb 1, 2006",Olympiacos,Cibona,99 - 70
Euroleague,"Feb 2, 2006",Strasbourg,Zalgiris,68 - 73
Euroleague,"Feb 2, 2006",Benetton Treviso,AEK Athens,103 - 83
Euroleague,"Feb 2, 2006",Rytas Vilnius,Maccabi Playtika Tel Aviv,88 - 83
Euroleague,"Feb 2, 2006",Anadolu Efes,Asseco Arka Gdynia,76 - 61
Euroleague,"Feb 2, 2006",F.C. Barcelona,AX Armani Exchange Milano,75 - 77
Euroleague,"Feb 8, 2006",Partizan NIS,CSKA Moscow,79 - 92
Euroleague,"Feb 8, 2006",Trabzonspor,OnSharing Siena,74 - 71
Euroleague,"Feb 8, 2006",Real Madrid,Panathinaikos,73 - 90
Euroleague,"Feb 8, 2006",Pau-Lacq-Orthez,Unicaja Malaga,53 - 68
Euroleague,"Feb 9, 2006",Petrol Olimpjia,Benetton Treviso,95 - 77
Euroleague,"Feb 9, 2006",AEK Athens,Brose Bamberg,51 - 65
Euroleague,"Feb 9, 2006",TD Systems Baskonia,Strasbourg,80 - 54
Euroleague,"Feb 9, 2006",Zalgiris,Fortitudo Lavoropiù Bologna,81 - 86
Euroleague,"Feb 9, 2006",Maccabi Playtika Tel Aviv,F.C. Barcelona,88 - 72
Euroleague,"Feb 9, 2006",AX Armani Exchange Milano,Olympiacos,75 - 84
Euroleague,"Feb 9, 2006",Cibona,Anadolu Efes,60 - 49
Euroleague,"Feb 9, 2006",Asseco Arka Gdynia,Rytas Vilnius,75 - 73
Euroleague,"Feb 22, 2006",Olympiacos,Unicaja Malaga,87 - 84
Euroleague,"Feb 22, 2006",Zalgiris,F.C. Barcelona,85 - 86
Euroleague,"Feb 22, 2006",Real Madrid,Maccabi Playtika Tel Aviv,90 - 75
Euroleague,"Feb 22, 2006",Fortitudo Lavoropiù Bologna,Trabzonspor,87 - 69
Euroleague,"Feb 22, 2006",Rytas Vilnius,CSKA Moscow,48 - 66
Euroleague,"Feb 22, 2006",Brose Bamberg,TD Systems Baskonia,72 - 77
Euroleague,"Feb 22, 2006",Anadolu Efes,Benetton Treviso,80 - 68
Euroleague,"Feb 22, 2006",Cibona,Panathinaikos,72 - 70
Euroleague,"Mar 2, 2006",Unicaja Malaga,F.C. Barcelona,68 - 71
Euroleague,"Mar 2, 2006",Olympiacos,Zalgiris,78 - 69
Euroleague,"Mar 2, 2006",Maccabi Playtika Tel Aviv,Trabzonspor,84 - 74
Euroleague,"Mar 2, 2006",Real Madrid,Fortitudo Lavoropiù Bologna,92 - 76
Euroleague,"Mar 2, 2006",CSKA Moscow,TD Systems Baskonia,82 - 76
Euroleague,"Mar 2, 2006",Rytas Vilnius,Brose Bamberg,79 - 67
Euroleague,"Mar 2, 2006",Benetton Treviso,Panathinaikos,76 - 69
Euroleague,"Mar 2, 2006",Anadolu Efes,Cibona,63 - 69
Euroleague,"Mar 9, 2006",Zalgiris,Unicaja Malaga,66 - 79
Euroleague,"Mar 9, 2006",F.C. Barcelona,Olympiacos,76 - 72
Euroleague,"Mar 9, 2006",Fortitudo Lavoropiù Bologna,Maccabi Playtika Tel Aviv,84 - 89
Euroleague,"Mar 9, 2006",Trabzonspor,Real Madrid,69 - 71
Euroleague,"Mar 9, 2006",Brose Bamberg,CSKA Moscow,64 - 75
Euroleague,"Mar 9, 2006",TD Systems Baskonia,Rytas Vilnius,96 - 89
Euroleague,"Mar 9, 2006",Cibona,Benetton Treviso,91 - 80
Euroleague,"Mar 9, 2006",Panathinaikos,Anadolu Efes,73 - 76
Euroleague,"Mar 14, 2006",Unicaja Malaga,Olympiacos,75 - 87
Euroleague,"Mar 14, 2006",F.C. Barcelona,Zalgiris,81 - 69
Euroleague,"Mar 14, 2006",Maccabi Playtika Tel Aviv,Real Madrid,73 - 58
Euroleague,"Mar 14, 2006",Trabzonspor,Fortitudo Lavoropiù Bologna,84 - 80
Euroleague,"Mar 14, 2006",TD Systems Baskonia,Brose Bamberg,71 - 51
Euroleague,"Mar 14, 2006",Benetton Treviso,Anadolu Efes,94 - 87
Euroleague,"Mar 14, 2006",Panathinaikos,Cibona,88 - 69
Euroleague,"Mar 23, 2006",Unicaja Malaga,Zalgiris,68 - 64
Euroleague,"Mar 23, 2006",Olympiacos,F.C. Barcelona,67 - 74
Euroleague,"Mar 23, 2006",Maccabi Playtika Tel Aviv,Fortitudo Lavoropiù Bologna,82 - 76
Euroleague,"Mar 23, 2006",Real Madrid,Trabzonspor,74 - 53
Euroleague,"Mar 23, 2006",CSKA Moscow,Brose Bamberg,76 - 64
Euroleague,"Mar 23, 2006",Rytas Vilnius,TD Systems Baskonia,65 - 63
Euroleague,"Mar 23, 2006",Benetton Treviso,Cibona,88 - 80
Euroleague,"Mar 23, 2006",Anadolu Efes,Panathinaikos,56 - 66
Euroleague,"Mar 30, 2006",F.C. Barcelona,Unicaja Malaga,60 - 73
Euroleague,"Mar 30, 2006",Zalgiris,Olympiacos,72 - 99
Euroleague,"Mar 30, 2006",Trabzonspor,Maccabi Playtika Tel Aviv,66 - 88
Euroleague,"Mar 30, 2006",Fortitudo Lavoropiù Bologna,Real Madrid,66 - 61
Euroleague,"Mar 30, 2006",TD Systems Baskonia,CSKA Moscow,70 - 63
Euroleague,"Mar 30, 2006",Brose Bamberg,Rytas Vilnius,56 - 72
Euroleague,"Mar 30, 2006",Panathinaikos,Benetton Treviso,81 - 70
Euroleague,"Mar 30, 2006",Cibona,Anadolu Efes,77 - 84
Euroleague,"Apr 4, 2006",F.C. Barcelona,Real Madrid,72 - 58
Euroleague,"Apr 4, 2006",Maccabi Playtika Tel Aviv,Olympiacos,87 - 78
Euroleague,"Apr 4, 2006",CSKA Moscow,Anadolu Efes,66 - 57
Euroleague,"Apr 4, 2006",Panathinaikos,TD Systems Baskonia,84 - 72
Euroleague,"Apr 6, 2006",Real Madrid,F.C. Barcelona,84 - 78
Euroleague,"Apr 6, 2006",Olympiacos,Maccabi Playtika Tel Aviv,76 - 70
Euroleague,"Apr 6, 2006",Anadolu Efes,CSKA Moscow,71 - 75
Euroleague,"Apr 6, 2006",TD Systems Baskonia,Panathinaikos,85 - 79
Euroleague,"Apr 13, 2006",F.C. Barcelona,Real Madrid,76 - 70
Euroleague,"Apr 13, 2006",Maccabi Playtika Tel Aviv,Olympiacos,77 - 73
Euroleague,"Apr 13, 2006",Panathinaikos,TD Systems Baskonia,71 - 74
Euroleague,"Apr 28, 2006",Maccabi Playtika Tel Aviv,TD Systems Baskonia,85 - 70
Euroleague,"Apr 28, 2006",F.C. Barcelona,CSKA Moscow,75 - 84
Euroleague,"Apr 29, 2006",F.C. Barcelona,TD Systems Baskonia,82 - 87
Euroleague,"Apr 29, 2006",CSKA Moscow,Maccabi Playtika Tel Aviv,73 - 69
