League,Day,Team 1,Team 2,Score
Euroleague,"Oct 27, 2011",Maccabi Playtika Tel Aviv,Partizan NIS,70 - 66
Euroleague,"Nov 2, 2011",TD Systems Baskonia,Olympiacos,81 - 79
Euroleague,"Nov 2, 2011",Zagreb CO,CSKA Moscow,47 - 89
Euroleague,"Nov 2, 2011",OnSharing Siena,Galatasaray,103 - 77
Euroleague,"Nov 2, 2011",Petrol Olimpjia,Asseco Arka Gdynia,70 - 62
Euroleague,"Nov 3, 2011",UNICS Kazan,F.C. Barcelona,65 - 93
Euroleague,"Nov 3, 2011",Fenerbahce,Nancy,90 - 86
Euroleague,"Nov 3, 2011",Maccabi Playtika Tel Aviv,Real Madrid,88 - 82
Euroleague,"Nov 3, 2011",Acqua S.Bernardo Cantù,RETAbet Bilbao,78 - 69
Euroleague,"Nov 3, 2011",Partizan NIS,Proximus Spirou,91 - 81
Euroleague,"Nov 3, 2011",AX Armani Exchange Milano,Anadolu Efes,54 - 62
Euroleague,"Nov 3, 2011",Brose Bamberg,Unicaja Malaga,78 - 79
Euroleague,"Nov 4, 2011",Panathinaikos,Zalgiris,92 - 75
Euroleague,"Nov 9, 2011",Petrol Olimpjia,Galatasaray,70 - 79
Euroleague,"Nov 9, 2011",Acqua S.Bernardo Cantù,Olympiacos,64 - 63
Euroleague,"Nov 9, 2011",RETAbet Bilbao,Fenerbahce,70 - 73
Euroleague,"Nov 9, 2011",Unicaja Malaga,Zagreb CO,99 - 85
Euroleague,"Nov 9, 2011",Asseco Arka Gdynia,UNICS Kazan,68 - 72
Euroleague,"Nov 10, 2011",Zalgiris,Brose Bamberg,81 - 70
Euroleague,"Nov 10, 2011",Anadolu Efes,Maccabi Playtika Tel Aviv,72 - 79
Euroleague,"Nov 10, 2011",Proximus Spirou,AX Armani Exchange Milano,76 - 81
Euroleague,"Nov 10, 2011",Nancy,TD Systems Baskonia,90 - 85
Euroleague,"Nov 10, 2011",Partizan NIS,Real Madrid,80 - 79
Euroleague,"Nov 10, 2011",F.C. Barcelona,OnSharing Siena,92 - 75
Euroleague,"Nov 10, 2011",Panathinaikos,CSKA Moscow,76 - 78
Euroleague,"Nov 16, 2011",CSKA Moscow,Unicaja Malaga,77 - 66
Euroleague,"Nov 16, 2011",Fenerbahce,Acqua S.Bernardo Cantù,85 - 83
Euroleague,"Nov 16, 2011",TD Systems Baskonia,RETAbet Bilbao,84 - 89
Euroleague,"Nov 16, 2011",Zagreb CO,Zalgiris,80 - 78
Euroleague,"Nov 16, 2011",Olympiacos,Nancy,91 - 78
Euroleague,"Nov 17, 2011",UNICS Kazan,Petrol Olimpjia,81 - 51
Euroleague,"Nov 17, 2011",Galatasaray,F.C. Barcelona,66 - 70
Euroleague,"Nov 17, 2011",Maccabi Playtika Tel Aviv,Proximus Spirou,69 - 59
Euroleague,"Nov 17, 2011",OnSharing Siena,Asseco Arka Gdynia,84 - 73
Euroleague,"Nov 17, 2011",Brose Bamberg,Panathinaikos,79 - 76
Euroleague,"Nov 17, 2011",Real Madrid,Anadolu Efes,104 - 84
Euroleague,"Nov 17, 2011",AX Armani Exchange Milano,Partizan NIS,65 - 69
Euroleague,"Nov 23, 2011",Olympiacos,RETAbet Bilbao,88 - 81
Euroleague,"Nov 23, 2011",CSKA Moscow,Zalgiris,95 - 82
Euroleague,"Nov 23, 2011",Anadolu Efes,Partizan NIS,67 - 58
Euroleague,"Nov 23, 2011",OnSharing Siena,UNICS Kazan,73 - 79
Euroleague,"Nov 24, 2011",Real Madrid,Proximus Spirou,93 - 89
Euroleague,"Nov 24, 2011",Nancy,Acqua S.Bernardo Cantù,76 - 75
Euroleague,"Nov 24, 2011",Maccabi Playtika Tel Aviv,AX Armani Exchange Milano,85 - 76
Euroleague,"Nov 24, 2011",Galatasaray,Asseco Arka Gdynia,78 - 76
Euroleague,"Nov 24, 2011",TD Systems Baskonia,Fenerbahce,90 - 85
Euroleague,"Nov 24, 2011",Unicaja Malaga,Panathinaikos,76 - 77
Euroleague,"Nov 24, 2011",Zagreb CO,Brose Bamberg,86 - 74
Euroleague,"Nov 24, 2011",F.C. Barcelona,Petrol Olimpjia,72 - 46
Euroleague,"Nov 30, 2011",Zalgiris,Unicaja Malaga,67 - 65
Euroleague,"Nov 30, 2011",Panathinaikos,Zagreb CO,94 - 76
Euroleague,"Nov 30, 2011",Proximus Spirou,Anadolu Efes,62 - 66
Euroleague,"Nov 30, 2011",Acqua S.Bernardo Cantù,TD Systems Baskonia,71 - 68
Euroleague,"Nov 30, 2011",Brose Bamberg,CSKA Moscow,78 - 81
Euroleague,"Dec 1, 2011",UNICS Kazan,Galatasaray,72 - 61
Euroleague,"Dec 1, 2011",Fenerbahce,Olympiacos,86 - 70
Euroleague,"Dec 1, 2011",RETAbet Bilbao,Nancy,97 - 75
Euroleague,"Dec 1, 2011",AX Armani Exchange Milano,Real Madrid,65 - 72
Euroleague,"Dec 1, 2011",Partizan NIS,Maccabi Playtika Tel Aviv,74 - 71
Euroleague,"Dec 1, 2011",Petrol Olimpjia,OnSharing Siena,57 - 63
Euroleague,"Dec 1, 2011",Asseco Arka Gdynia,F.C. Barcelona,45 - 76
Euroleague,"Dec 7, 2011",CSKA Moscow,Zagreb CO,87 - 74
Euroleague,"Dec 7, 2011",Zalgiris,Panathinaikos,59 - 94
Euroleague,"Dec 7, 2011",Galatasaray,OnSharing Siena,63 - 67
Euroleague,"Dec 7, 2011",RETAbet Bilbao,Acqua S.Bernardo Cantù,64 - 67
Euroleague,"Dec 7, 2011",Nancy,Fenerbahce,53 - 73
Euroleague,"Dec 7, 2011",Unicaja Malaga,Brose Bamberg,79 - 90
Euroleague,"Dec 7, 2011",Asseco Arka Gdynia,Petrol Olimpjia,67 - 52
Euroleague,"Dec 8, 2011",Anadolu Efes,AX Armani Exchange Milano,84 - 70
Euroleague,"Dec 8, 2011",Proximus Spirou,Partizan NIS,84 - 79
Euroleague,"Dec 8, 2011",Real Madrid,Maccabi Playtika Tel Aviv,88 - 64
Euroleague,"Dec 8, 2011",F.C. Barcelona,UNICS Kazan,63 - 50
Euroleague,"Dec 8, 2011",Olympiacos,TD Systems Baskonia,84 - 82
Euroleague,"Dec 14, 2011",CSKA Moscow,Panathinaikos,91 - 75
Euroleague,"Dec 14, 2011",Fenerbahce,RETAbet Bilbao,70 - 80
Euroleague,"Dec 14, 2011",Zagreb CO,Unicaja Malaga,67 - 82
Euroleague,"Dec 14, 2011",AX Armani Exchange Milano,Proximus Spirou,88 - 53
Euroleague,"Dec 14, 2011",Real Madrid,Partizan NIS,101 - 83
Euroleague,"Dec 14, 2011",TD Systems Baskonia,Nancy,90 - 55
Euroleague,"Dec 15, 2011",UNICS Kazan,Asseco Arka Gdynia,68 - 41
Euroleague,"Dec 15, 2011",Olympiacos,Acqua S.Bernardo Cantù,86 - 61
Euroleague,"Dec 15, 2011",Maccabi Playtika Tel Aviv,Anadolu Efes,96 - 57
Euroleague,"Dec 15, 2011",Galatasaray,Petrol Olimpjia,80 - 59
Euroleague,"Dec 15, 2011",OnSharing Siena,F.C. Barcelona,77 - 74
Euroleague,"Dec 15, 2011",Brose Bamberg,Zalgiris,68 - 82
Euroleague,"Dec 21, 2011",Acqua S.Bernardo Cantù,Fenerbahce,76 - 83
Euroleague,"Dec 21, 2011",RETAbet Bilbao,TD Systems Baskonia,77 - 72
Euroleague,"Dec 21, 2011",Nancy,Olympiacos,74 - 79
Euroleague,"Dec 21, 2011",Unicaja Malaga,CSKA Moscow,83 - 91
Euroleague,"Dec 21, 2011",Zalgiris,Zagreb CO,87 - 76
Euroleague,"Dec 21, 2011",Panathinaikos,Brose Bamberg,71 - 66
Euroleague,"Dec 21, 2011",Proximus Spirou,Maccabi Playtika Tel Aviv,69 - 86
Euroleague,"Dec 21, 2011",Anadolu Efes,Real Madrid,66 - 75
Euroleague,"Dec 21, 2011",Partizan NIS,AX Armani Exchange Milano,66 - 72
Euroleague,"Dec 21, 2011",Petrol Olimpjia,UNICS Kazan,63 - 76
Euroleague,"Dec 21, 2011",F.C. Barcelona,Galatasaray,79 - 50
Euroleague,"Dec 21, 2011",Asseco Arka Gdynia,OnSharing Siena,53 - 79
Euroleague,"Jan 18, 2012",UNICS Kazan,Fenerbahce,76 - 71
Euroleague,"Jan 18, 2012",Olympiacos,CSKA Moscow,78 - 86
Euroleague,"Jan 18, 2012",OnSharing Siena,RETAbet Bilbao,81 - 67
Euroleague,"Jan 19, 2012",Zalgiris,Maccabi Playtika Tel Aviv,76 - 84
Euroleague,"Jan 19, 2012",Anadolu Efes,Galatasaray,68 - 62
Euroleague,"Jan 19, 2012",Unicaja Malaga,Real Madrid,80 - 81
Euroleague,"Jan 19, 2012",AX Armani Exchange Milano,Panathinaikos,57 - 78
Euroleague,"Jan 19, 2012",F.C. Barcelona,Acqua S.Bernardo Cantù,65 - 60
Euroleague,"Jan 25, 2012",CSKA Moscow,Anadolu Efes,96 - 68
Euroleague,"Jan 25, 2012",Real Madrid,OnSharing Siena,69 - 88
Euroleague,"Jan 25, 2012",Fenerbahce,AX Armani Exchange Milano,65 - 63
Euroleague,"Jan 25, 2012",RETAbet Bilbao,Unicaja Malaga,85 - 70
Euroleague,"Jan 25, 2012",Panathinaikos,UNICS Kazan,83 - 89
Euroleague,"Jan 25, 2012",Acqua S.Bernardo Cantù,Zalgiris,79 - 78
Euroleague,"Jan 26, 2012",Galatasaray,Olympiacos,78 - 77
Euroleague,"Jan 26, 2012",Maccabi Playtika Tel Aviv,F.C. Barcelona,57 - 71
Euroleague,"Feb 1, 2012",UNICS Kazan,AX Armani Exchange Milano,59 - 44
Euroleague,"Feb 1, 2012",Olympiacos,Anadolu Efes,83 - 65
Euroleague,"Feb 1, 2012",Real Madrid,RETAbet Bilbao,89 - 73
Euroleague,"Feb 2, 2012",CSKA Moscow,Galatasaray,85 - 70
Euroleague,"Feb 2, 2012",Fenerbahce,Panathinaikos,56 - 77
Euroleague,"Feb 2, 2012",Unicaja Malaga,OnSharing Siena,68 - 91
Euroleague,"Feb 2, 2012",Acqua S.Bernardo Cantù,Maccabi Playtika Tel Aviv,82 - 74
Euroleague,"Feb 2, 2012",F.C. Barcelona,Zalgiris,94 - 80
Euroleague,"Feb 8, 2012",Anadolu Efes,Olympiacos,65 - 67
Euroleague,"Feb 8, 2012",RETAbet Bilbao,Real Madrid,93 - 69
Euroleague,"Feb 8, 2012",OnSharing Siena,Unicaja Malaga,84 - 69
Euroleague,"Feb 8, 2012",AX Armani Exchange Milano,UNICS Kazan,63 - 58
Euroleague,"Feb 9, 2012",Zalgiris,F.C. Barcelona,58 - 67
Euroleague,"Feb 9, 2012",Galatasaray,CSKA Moscow,68 - 64
Euroleague,"Feb 9, 2012",Maccabi Playtika Tel Aviv,Acqua S.Bernardo Cantù,75 - 60
Euroleague,"Feb 9, 2012",Panathinaikos,Fenerbahce,72 - 62
Euroleague,"Feb 22, 2012",CSKA Moscow,Olympiacos,96 - 64
Euroleague,"Feb 22, 2012",RETAbet Bilbao,OnSharing Siena,60 - 59
Euroleague,"Feb 22, 2012",Galatasaray,Anadolu Efes,64 - 56
Euroleague,"Feb 23, 2012",Fenerbahce,UNICS Kazan,94 - 87
Euroleague,"Feb 23, 2012",Maccabi Playtika Tel Aviv,Zalgiris,70 - 66
Euroleague,"Feb 23, 2012",Real Madrid,Unicaja Malaga,86 - 65
Euroleague,"Feb 23, 2012",Panathinaikos,AX Armani Exchange Milano,58 - 67
Euroleague,"Feb 23, 2012",Acqua S.Bernardo Cantù,F.C. Barcelona,62 - 63
Euroleague,"Feb 29, 2012",UNICS Kazan,Panathinaikos,63 - 68
Euroleague,"Feb 29, 2012",AX Armani Exchange Milano,Fenerbahce,85 - 72
Euroleague,"Feb 29, 2012",Zalgiris,Acqua S.Bernardo Cantù,71 - 77
Euroleague,"Feb 29, 2012",F.C. Barcelona,Maccabi Playtika Tel Aviv,70 - 67
Euroleague,"Mar 1, 2012",Anadolu Efes,CSKA Moscow,65 - 82
Euroleague,"Mar 1, 2012",Olympiacos,Galatasaray,88 - 81
Euroleague,"Mar 1, 2012",Unicaja Malaga,RETAbet Bilbao,55 - 59
Euroleague,"Mar 1, 2012",OnSharing Siena,Real Madrid,90 - 102
Euroleague,"Mar 20, 2012",F.C. Barcelona,UNICS Kazan,78 - 66
Euroleague,"Mar 20, 2012",Panathinaikos,Maccabi Playtika Tel Aviv,93 - 73
Euroleague,"Mar 21, 2012",CSKA Moscow,RETAbet Bilbao,98 - 71
Euroleague,"Mar 21, 2012",OnSharing Siena,Olympiacos,75 - 82
Euroleague,"Mar 22, 2012",Panathinaikos,Maccabi Playtika Tel Aviv,92 - 94
Euroleague,"Mar 22, 2012",F.C. Barcelona,UNICS Kazan,66 - 63
Euroleague,"Mar 23, 2012",CSKA Moscow,RETAbet Bilbao,79 - 60
Euroleague,"Mar 23, 2012",OnSharing Siena,Olympiacos,81 - 80
Euroleague,"Mar 27, 2012",UNICS Kazan,F.C. Barcelona,56 - 67
Euroleague,"Mar 27, 2012",Maccabi Playtika Tel Aviv,Panathinaikos,65 - 62
Euroleague,"Mar 28, 2012",RETAbet Bilbao,CSKA Moscow,94 - 81
Euroleague,"Mar 28, 2012",Olympiacos,OnSharing Siena,75 - 55
Euroleague,"Mar 29, 2012",Maccabi Playtika Tel Aviv,Panathinaikos,69 - 78
Euroleague,"Mar 30, 2012",Olympiacos,OnSharing Siena,76 - 69
Euroleague,"Mar 30, 2012",RETAbet Bilbao,CSKA Moscow,71 - 73
Euroleague,"Apr 5, 2012",Panathinaikos,Maccabi Playtika Tel Aviv,86 - 85
Euroleague,"May 11, 2012",CSKA Moscow,Panathinaikos,66 - 64
Euroleague,"May 11, 2012",Olympiacos,F.C. Barcelona,68 - 64
Euroleague,"May 13, 2012",Panathinaikos,F.C. Barcelona,69 - 74
Euroleague,"May 13, 2012",CSKA Moscow,Olympiacos,61 - 62
