League,Day,Team 1,Team 2,Score
Euroleague,"Nov 28, 2007",Asseco Arka Gdynia,OnSharing Siena,59 - 84
Euroleague,"Nov 28, 2007",Cibona,Le Mans,91 - 71
Euroleague,"Nov 28, 2007",Aris BC,Anadolu Efes,67 - 64
Euroleague,"Nov 28, 2007",Unicaja Malaga,Rytas Vilnius,71 - 69
Euroleague,"Nov 28, 2007",Virtus Roma,F.C. Barcelona,65 - 74
Euroleague,"Nov 28, 2007",Brose Bamberg,Partizan NIS,78 - 62
Euroleague,"Nov 29, 2007",Olympiacos,Zalgiris,90 - 74
Euroleague,"Nov 29, 2007",TD Systems Baskonia,CSKA Moscow,76 - 85
Euroleague,"Nov 29, 2007",Virtus Segafredo Bologna,Petrol Olimpjia,101 - 91
Euroleague,"Nov 29, 2007",AX Armani Exchange Milano,Maccabi Playtika Tel Aviv,81 - 82
Euroleague,"Nov 29, 2007",Fenerbahce,Panathinaikos,64 - 83
Euroleague,"Nov 29, 2007",Real Madrid,Roanne,104 - 73
Euroleague,"Dec 5, 2007",CSKA Moscow,Virtus Segafredo Bologna,79 - 53
Euroleague,"Dec 5, 2007",OnSharing Siena,Olympiacos,86 - 84
Euroleague,"Dec 5, 2007",Rytas Vilnius,Cibona,93 - 59
Euroleague,"Dec 5, 2007",Anadolu Efes,Unicaja Malaga,91 - 75
Euroleague,"Dec 5, 2007",Roanne,Virtus Roma,104 - 85
Euroleague,"Dec 5, 2007",Partizan NIS,Fenerbahce,72 - 76
Euroleague,"Dec 5, 2007",F.C. Barcelona,Brose Bamberg,80 - 58
Euroleague,"Dec 6, 2007",Zalgiris,TD Systems Baskonia,95 - 92
Euroleague,"Dec 6, 2007",Petrol Olimpjia,Asseco Arka Gdynia,68 - 49
Euroleague,"Dec 6, 2007",Maccabi Playtika Tel Aviv,Aris BC,85 - 70
Euroleague,"Dec 6, 2007",Le Mans,AX Armani Exchange Milano,63 - 71
Euroleague,"Dec 6, 2007",Panathinaikos,Real Madrid,92 - 85
Euroleague,"Dec 12, 2007",CSKA Moscow,Asseco Arka Gdynia,99 - 67
Euroleague,"Dec 12, 2007",TD Systems Baskonia,Olympiacos,75 - 64
Euroleague,"Dec 12, 2007",Anadolu Efes,Cibona,100 - 74
Euroleague,"Dec 12, 2007",Rytas Vilnius,AX Armani Exchange Milano,75 - 62
Euroleague,"Dec 12, 2007",Unicaja Malaga,Aris BC,73 - 52
Euroleague,"Dec 12, 2007",Roanne,Brose Bamberg,84 - 81
Euroleague,"Dec 13, 2007",Zalgiris,Virtus Segafredo Bologna,102 - 82
Euroleague,"Dec 13, 2007",Petrol Olimpjia,OnSharing Siena,80 - 86
Euroleague,"Dec 13, 2007",Le Mans,Maccabi Playtika Tel Aviv,91 - 99
Euroleague,"Dec 13, 2007",Real Madrid,Fenerbahce,87 - 77
Euroleague,"Dec 13, 2007",Virtus Roma,Panathinaikos,85 - 67
Euroleague,"Dec 13, 2007",F.C. Barcelona,Partizan NIS,95 - 69
Euroleague,"Dec 19, 2007",Olympiacos,Petrol Olimpjia,113 - 80
Euroleague,"Dec 19, 2007",Asseco Arka Gdynia,Zalgiris,80 - 85
Euroleague,"Dec 19, 2007",OnSharing Siena,CSKA Moscow,66 - 69
Euroleague,"Dec 19, 2007",AX Armani Exchange Milano,Anadolu Efes,73 - 76
Euroleague,"Dec 19, 2007",Brose Bamberg,Panathinaikos,58 - 72
Euroleague,"Dec 19, 2007",Partizan NIS,Roanne,82 - 76
Euroleague,"Dec 20, 2007",Virtus Segafredo Bologna,TD Systems Baskonia,69 - 85
Euroleague,"Dec 20, 2007",Cibona,Unicaja Malaga,62 - 76
Euroleague,"Dec 20, 2007",Maccabi Playtika Tel Aviv,Rytas Vilnius,82 - 87
Euroleague,"Dec 20, 2007",Aris BC,Le Mans,93 - 74
Euroleague,"Dec 20, 2007",Fenerbahce,F.C. Barcelona,78 - 85
Euroleague,"Dec 20, 2007",Virtus Roma,Real Madrid,69 - 64
Euroleague,"Jan 2, 2008",CSKA Moscow,Petrol Olimpjia,74 - 57
Euroleague,"Jan 2, 2008",Unicaja Malaga,AX Armani Exchange Milano,89 - 70
Euroleague,"Jan 2, 2008",Panathinaikos,Partizan NIS,67 - 66
Euroleague,"Jan 2, 2008",Roanne,F.C. Barcelona,79 - 89
Euroleague,"Jan 3, 2008",Zalgiris,OnSharing Siena,75 - 69
Euroleague,"Jan 3, 2008",TD Systems Baskonia,Asseco Arka Gdynia,98 - 74
Euroleague,"Jan 3, 2008",Virtus Segafredo Bologna,Olympiacos,80 - 91
Euroleague,"Jan 3, 2008",Rytas Vilnius,Le Mans,85 - 50
Euroleague,"Jan 3, 2008",Cibona,Aris BC,76 - 83
Euroleague,"Jan 3, 2008",Anadolu Efes,Maccabi Playtika Tel Aviv,68 - 83
Euroleague,"Jan 3, 2008",Virtus Roma,Fenerbahce,63 - 84
Euroleague,"Jan 3, 2008",Real Madrid,Brose Bamberg,93 - 57
Euroleague,"Jan 9, 2008",Aris BC,Rytas Vilnius,69 - 72
Euroleague,"Jan 9, 2008",AX Armani Exchange Milano,Cibona,63 - 72
Euroleague,"Jan 9, 2008",Fenerbahce,Roanne,81 - 68
Euroleague,"Jan 9, 2008",Brose Bamberg,Virtus Roma,59 - 73
Euroleague,"Jan 9, 2008",OnSharing Siena,TD Systems Baskonia,83 - 71
Euroleague,"Jan 10, 2008",Asseco Arka Gdynia,Virtus Segafredo Bologna,79 - 59
Euroleague,"Jan 10, 2008",Olympiacos,CSKA Moscow,71 - 67
Euroleague,"Jan 10, 2008",Petrol Olimpjia,Zalgiris,74 - 83
Euroleague,"Jan 10, 2008",Maccabi Playtika Tel Aviv,Unicaja Malaga,87 - 68
Euroleague,"Jan 10, 2008",Le Mans,Anadolu Efes,84 - 91
Euroleague,"Jan 10, 2008",Partizan NIS,Real Madrid,72 - 80
Euroleague,"Jan 10, 2008",F.C. Barcelona,Panathinaikos,55 - 56
Euroleague,"Jan 16, 2008",Anadolu Efes,Rytas Vilnius,90 - 84
Euroleague,"Jan 16, 2008",AX Armani Exchange Milano,Aris BC,77 - 69
Euroleague,"Jan 16, 2008",Unicaja Malaga,Le Mans,87 - 68
Euroleague,"Jan 16, 2008",Virtus Roma,Partizan NIS,88 - 87
Euroleague,"Jan 17, 2008",Zalgiris,CSKA Moscow,60 - 88
Euroleague,"Jan 17, 2008",Asseco Arka Gdynia,Olympiacos,63 - 59
Euroleague,"Jan 17, 2008",Virtus Segafredo Bologna,OnSharing Siena,64 - 77
Euroleague,"Jan 17, 2008",TD Systems Baskonia,Petrol Olimpjia,89 - 74
Euroleague,"Jan 17, 2008",Cibona,Maccabi Playtika Tel Aviv,76 - 81
Euroleague,"Jan 17, 2008",Panathinaikos,Roanne,102 - 78
Euroleague,"Jan 17, 2008",Brose Bamberg,Fenerbahce,81 - 73
Euroleague,"Jan 17, 2008",Real Madrid,F.C. Barcelona,82 - 79
Euroleague,"Jan 23, 2008",CSKA Moscow,TD Systems Baskonia,70 - 62
Euroleague,"Jan 23, 2008",OnSharing Siena,Asseco Arka Gdynia,87 - 64
Euroleague,"Jan 23, 2008",Anadolu Efes,Aris BC,74 - 84
Euroleague,"Jan 23, 2008",Rytas Vilnius,Unicaja Malaga,71 - 63
Euroleague,"Jan 23, 2008",Le Mans,Cibona,100 - 87
Euroleague,"Jan 23, 2008",F.C. Barcelona,Virtus Roma,75 - 77
Euroleague,"Jan 24, 2008",Zalgiris,Olympiacos,88 - 75
Euroleague,"Jan 24, 2008",Petrol Olimpjia,Virtus Segafredo Bologna,75 - 60
Euroleague,"Jan 24, 2008",Maccabi Playtika Tel Aviv,AX Armani Exchange Milano,91 - 76
Euroleague,"Jan 24, 2008",Panathinaikos,Fenerbahce,88 - 68
Euroleague,"Jan 24, 2008",Roanne,Real Madrid,68 - 82
Euroleague,"Jan 24, 2008",Partizan NIS,Brose Bamberg,85 - 37
Euroleague,"Jan 30, 2008",Virtus Segafredo Bologna,CSKA Moscow,68 - 92
Euroleague,"Jan 30, 2008",Asseco Arka Gdynia,Petrol Olimpjia,79 - 68
Euroleague,"Jan 30, 2008",Olympiacos,OnSharing Siena,73 - 80
Euroleague,"Jan 30, 2008",TD Systems Baskonia,Zalgiris,84 - 66
Euroleague,"Jan 31, 2008",Unicaja Malaga,Anadolu Efes,87 - 77
Euroleague,"Jan 31, 2008",AX Armani Exchange Milano,Le Mans,63 - 83
Euroleague,"Jan 31, 2008",Cibona,Rytas Vilnius,79 - 86
Euroleague,"Jan 31, 2008",Aris BC,Maccabi Playtika Tel Aviv,94 - 101
Euroleague,"Jan 31, 2008",Brose Bamberg,F.C. Barcelona,65 - 69
Euroleague,"Jan 31, 2008",Real Madrid,Panathinaikos,95 - 87
Euroleague,"Jan 31, 2008",Fenerbahce,Partizan NIS,86 - 91
Euroleague,"Jan 31, 2008",Virtus Roma,Roanne,67 - 74
Euroleague,"Feb 13, 2008",Anadolu Efes,Panathinaikos,74 - 64
Euroleague,"Feb 13, 2008",CSKA Moscow,Virtus Roma,72 - 71
Euroleague,"Feb 13, 2008",Rytas Vilnius,TD Systems Baskonia,81 - 84
Euroleague,"Feb 13, 2008",Aris BC,Fenerbahce,88 - 96
Euroleague,"Feb 13, 2008",OnSharing Siena,Partizan NIS,71 - 54
Euroleague,"Feb 13, 2008",F.C. Barcelona,Unicaja Malaga,64 - 62
Euroleague,"Feb 13, 2008",Real Madrid,Zalgiris,88 - 85
Euroleague,"Feb 13, 2008",Olympiacos,Maccabi Playtika Tel Aviv,67 - 75
Euroleague,"Feb 20, 2008",Rytas Vilnius,Aris BC,89 - 74
Euroleague,"Feb 20, 2008",Zalgiris,Maccabi Playtika Tel Aviv,101 - 82
Euroleague,"Feb 20, 2008",Real Madrid,Olympiacos,80 - 70
Euroleague,"Feb 20, 2008",Virtus Roma,Unicaja Malaga,75 - 67
Euroleague,"Feb 20, 2008",CSKA Moscow,F.C. Barcelona,72 - 55
Euroleague,"Feb 20, 2008",TD Systems Baskonia,Fenerbahce,103 - 84
Euroleague,"Feb 20, 2008",Anadolu Efes,OnSharing Siena,76 - 79
Euroleague,"Feb 20, 2008",Panathinaikos,Partizan NIS,67 - 65
Euroleague,"Feb 27, 2008",OnSharing Siena,Panathinaikos,84 - 75
Euroleague,"Feb 27, 2008",Partizan NIS,Anadolu Efes,78 - 65
Euroleague,"Feb 27, 2008",Aris BC,TD Systems Baskonia,69 - 87
Euroleague,"Feb 27, 2008",Maccabi Playtika Tel Aviv,Real Madrid,94 - 75
Euroleague,"Feb 27, 2008",F.C. Barcelona,Virtus Roma,86 - 57
Euroleague,"Feb 27, 2008",Unicaja Malaga,CSKA Moscow,72 - 67
Euroleague,"Feb 27, 2008",Fenerbahce,Rytas Vilnius,95 - 91
Euroleague,"Feb 27, 2008",Olympiacos,Zalgiris,86 - 84
Euroleague,"Mar 5, 2008",TD Systems Baskonia,Rytas Vilnius,87 - 84
Euroleague,"Mar 5, 2008",Fenerbahce,Aris BC,59 - 60
Euroleague,"Mar 5, 2008",Partizan NIS,OnSharing Siena,78 - 75
Euroleague,"Mar 5, 2008",Unicaja Malaga,F.C. Barcelona,62 - 61
Euroleague,"Mar 6, 2008",Panathinaikos,Anadolu Efes,74 - 65
Euroleague,"Mar 6, 2008",Virtus Roma,CSKA Moscow,54 - 82
Euroleague,"Mar 6, 2008",Zalgiris,Real Madrid,69 - 83
Euroleague,"Mar 6, 2008",Maccabi Playtika Tel Aviv,Olympiacos,82 - 87
Euroleague,"Mar 12, 2008",Rytas Vilnius,Fenerbahce,87 - 84
Euroleague,"Mar 12, 2008",CSKA Moscow,Unicaja Malaga,93 - 70
Euroleague,"Mar 12, 2008",Virtus Roma,F.C. Barcelona,68 - 63
Euroleague,"Mar 12, 2008",TD Systems Baskonia,Aris BC,90 - 74
Euroleague,"Mar 13, 2008",Panathinaikos,OnSharing Siena,77 - 76
Euroleague,"Mar 13, 2008",Anadolu Efes,Partizan NIS,79 - 83
Euroleague,"Mar 13, 2008",Zalgiris,Olympiacos,52 - 61
Euroleague,"Mar 13, 2008",Real Madrid,Maccabi Playtika Tel Aviv,100 - 103
Euroleague,"Mar 19, 2008",Partizan NIS,Panathinaikos,82 - 73
Euroleague,"Mar 19, 2008",OnSharing Siena,Anadolu Efes,80 - 67
Euroleague,"Mar 19, 2008",Fenerbahce,TD Systems Baskonia,75 - 59
Euroleague,"Mar 19, 2008",Aris BC,Rytas Vilnius,83 - 74
Euroleague,"Mar 20, 2008",Maccabi Playtika Tel Aviv,Zalgiris,80 - 66
Euroleague,"Mar 20, 2008",Olympiacos,Real Madrid,72 - 63
Euroleague,"Mar 20, 2008",Unicaja Malaga,Virtus Roma,79 - 58
Euroleague,"Mar 20, 2008",F.C. Barcelona,CSKA Moscow,64 - 62
Euroleague,"Apr 1, 2008",CSKA Moscow,Olympiacos,74 - 76
Euroleague,"Apr 1, 2008",Maccabi Playtika Tel Aviv,F.C. Barcelona,81 - 75
Euroleague,"Apr 1, 2008",OnSharing Siena,Fenerbahce,73 - 66
Euroleague,"Apr 1, 2008",TD Systems Baskonia,Partizan NIS,74 - 66
Euroleague,"Apr 3, 2008",Olympiacos,CSKA Moscow,73 - 83
Euroleague,"Apr 3, 2008",F.C. Barcelona,Maccabi Playtika Tel Aviv,83 - 74
Euroleague,"Apr 3, 2008",Fenerbahce,OnSharing Siena,65 - 86
Euroleague,"Apr 3, 2008",Partizan NIS,TD Systems Baskonia,76 - 55
Euroleague,"Apr 9, 2008",CSKA Moscow,Olympiacos,81 - 56
Euroleague,"Apr 10, 2008",Maccabi Playtika Tel Aviv,F.C. Barcelona,88 - 75
Euroleague,"Apr 10, 2008",TD Systems Baskonia,Partizan NIS,85 - 68
Euroleague,"May 2, 2008",OnSharing Siena,Maccabi Playtika Tel Aviv,85 - 92
Euroleague,"May 2, 2008",TD Systems Baskonia,CSKA Moscow,79 - 83
Euroleague,"May 5, 2008",OnSharing Siena,TD Systems Baskonia,97 - 93
Euroleague,"May 5, 2008",Maccabi Playtika Tel Aviv,CSKA Moscow,77 - 91
