League,Day,Team 1,Team 2,Score
Euroleague,"Feb 2, 2005",Fortitudo Lavoropiù Bologna,Asseco Arka Gdynia,71 - 63
Euroleague,"Feb 2, 2005",Movistar Estudiantes,Real Madrid,90 - 84
Euroleague,"Feb 2, 2005",Anadolu Efes,Olympiacos,80 - 54
Euroleague,"Feb 2, 2005",AEK Athens,Carpegna Prosciutto Pesaro,78 - 72
Euroleague,"Feb 2, 2005",Maccabi Playtika Tel Aviv,Petrol Olimpjia,95 - 82
Euroleague,"Feb 2, 2005",LDLC ASVEL,F.C. Barcelona,65 - 69
Euroleague,"Feb 2, 2005",OnSharing Siena,Zalgiris,70 - 74
Euroleague,"Feb 2, 2005",TD Systems Baskonia,Fraport Skyliners,90 - 69
Euroleague,"Feb 2, 2005",Panathinaikos,Trabzonspor,79 - 72
Euroleague,"Feb 2, 2005",Benetton Treviso,Pau-Lacq-Orthez,91 - 73
Euroleague,"Feb 2, 2005",CSKA Moscow,Unicaja Malaga,76 - 70
Euroleague,"Feb 9, 2005",Partizan NIS,Anadolu Efes,49 - 74
Euroleague,"Feb 9, 2005",Olympiacos,Movistar Estudiantes,90 - 80
Euroleague,"Feb 9, 2005",Real Madrid,Fortitudo Lavoropiù Bologna,79 - 81
Euroleague,"Feb 9, 2005",Asseco Arka Gdynia,Cibona,83 - 78
Euroleague,"Feb 9, 2005",Carpegna Prosciutto Pesaro,OnSharing Siena,83 - 69
Euroleague,"Feb 9, 2005",Zalgiris,LDLC ASVEL,86 - 72
Euroleague,"Feb 9, 2005",F.C. Barcelona,Maccabi Playtika Tel Aviv,81 - 79
Euroleague,"Feb 9, 2005",Petrol Olimpjia,AEK Athens,70 - 66
Euroleague,"Feb 9, 2005",Fraport Skyliners,CSKA Moscow,88 - 103
Euroleague,"Feb 9, 2005",Unicaja Malaga,Benetton Treviso,74 - 59
Euroleague,"Feb 9, 2005",Pau-Lacq-Orthez,Panathinaikos,62 - 88
Euroleague,"Feb 9, 2005",Trabzonspor,TD Systems Baskonia,86 - 73
Euroleague,"Feb 23, 2005",Maccabi Playtika Tel Aviv,Trabzonspor,90 - 59
Euroleague,"Feb 23, 2005",OnSharing Siena,Cibona,90 - 62
Euroleague,"Feb 23, 2005",F.C. Barcelona,CSKA Moscow,70 - 91
Euroleague,"Feb 23, 2005",Real Madrid,Carpegna Prosciutto Pesaro,75 - 71
Euroleague,"Feb 23, 2005",TD Systems Baskonia,Fortitudo Lavoropiù Bologna,94 - 84
Euroleague,"Feb 23, 2005",Zalgiris,Panathinaikos,73 - 84
Euroleague,"Feb 23, 2005",AEK Athens,Benetton Treviso,83 - 75
Euroleague,"Feb 23, 2005",Anadolu Efes,Asseco Arka Gdynia,86 - 62
Euroleague,"Mar 2, 2005",Trabzonspor,Cibona,84 - 77
Euroleague,"Mar 2, 2005",Maccabi Playtika Tel Aviv,OnSharing Siena,85 - 84
Euroleague,"Mar 2, 2005",CSKA Moscow,Carpegna Prosciutto Pesaro,88 - 68
Euroleague,"Mar 2, 2005",F.C. Barcelona,Real Madrid,84 - 71
Euroleague,"Mar 2, 2005",Fortitudo Lavoropiù Bologna,Panathinaikos,77 - 73
Euroleague,"Mar 2, 2005",TD Systems Baskonia,Zalgiris,100 - 69
Euroleague,"Mar 2, 2005",Benetton Treviso,Asseco Arka Gdynia,89 - 75
Euroleague,"Mar 2, 2005",AEK Athens,Anadolu Efes,70 - 69
Euroleague,"Mar 9, 2005",OnSharing Siena,Trabzonspor,84 - 71
Euroleague,"Mar 9, 2005",Cibona,Maccabi Playtika Tel Aviv,74 - 91
Euroleague,"Mar 9, 2005",Real Madrid,CSKA Moscow,94 - 95
Euroleague,"Mar 9, 2005",Carpegna Prosciutto Pesaro,F.C. Barcelona,71 - 70
Euroleague,"Mar 9, 2005",Zalgiris,Fortitudo Lavoropiù Bologna,81 - 82
Euroleague,"Mar 9, 2005",Panathinaikos,TD Systems Baskonia,93 - 81
Euroleague,"Mar 9, 2005",Anadolu Efes,Benetton Treviso,52 - 43
Euroleague,"Mar 9, 2005",Asseco Arka Gdynia,AEK Athens,59 - 75
Euroleague,"Mar 16, 2005",Trabzonspor,Maccabi Playtika Tel Aviv,67 - 83
Euroleague,"Mar 16, 2005",Cibona,OnSharing Siena,78 - 73
Euroleague,"Mar 16, 2005",CSKA Moscow,F.C. Barcelona,68 - 79
Euroleague,"Mar 16, 2005",Carpegna Prosciutto Pesaro,Real Madrid,90 - 88
Euroleague,"Mar 16, 2005",Fortitudo Lavoropiù Bologna,TD Systems Baskonia,86 - 79
Euroleague,"Mar 16, 2005",Panathinaikos,Zalgiris,83 - 78
Euroleague,"Mar 16, 2005",Benetton Treviso,AEK Athens,85 - 65
Euroleague,"Mar 16, 2005",Asseco Arka Gdynia,Anadolu Efes,70 - 89
Euroleague,"Mar 23, 2005",Trabzonspor,OnSharing Siena,85 - 71
Euroleague,"Mar 23, 2005",Maccabi Playtika Tel Aviv,Cibona,83 - 75
Euroleague,"Mar 23, 2005",CSKA Moscow,Real Madrid,89 - 73
Euroleague,"Mar 23, 2005",F.C. Barcelona,Carpegna Prosciutto Pesaro,87 - 101
Euroleague,"Mar 23, 2005",Fortitudo Lavoropiù Bologna,Zalgiris,87 - 74
Euroleague,"Mar 23, 2005",TD Systems Baskonia,Panathinaikos,86 - 69
Euroleague,"Mar 23, 2005",Benetton Treviso,Anadolu Efes,70 - 59
Euroleague,"Mar 23, 2005",AEK Athens,Asseco Arka Gdynia,81 - 70
Euroleague,"Mar 30, 2005",Cibona,Trabzonspor,64 - 68
Euroleague,"Mar 30, 2005",OnSharing Siena,Maccabi Playtika Tel Aviv,68 - 81
Euroleague,"Mar 30, 2005",Carpegna Prosciutto Pesaro,CSKA Moscow,66 - 84
Euroleague,"Mar 30, 2005",Real Madrid,F.C. Barcelona,76 - 73
Euroleague,"Mar 30, 2005",Panathinaikos,Fortitudo Lavoropiù Bologna,78 - 55
Euroleague,"Mar 30, 2005",Zalgiris,TD Systems Baskonia,82 - 86
Euroleague,"Mar 30, 2005",Asseco Arka Gdynia,Benetton Treviso,51 - 85
Euroleague,"Mar 30, 2005",Anadolu Efes,AEK Athens,69 - 62
Euroleague,"Apr 5, 2005",Maccabi Playtika Tel Aviv,Carpegna Prosciutto Pesaro,88 - 60
Euroleague,"Apr 5, 2005",CSKA Moscow,Trabzonspor,88 - 74
Euroleague,"Apr 5, 2005",Panathinaikos,Anadolu Efes,102 - 96
Euroleague,"Apr 5, 2005",Benetton Treviso,TD Systems Baskonia,59 - 98
Euroleague,"Apr 7, 2005",Carpegna Prosciutto Pesaro,Maccabi Playtika Tel Aviv,100 - 103
Euroleague,"Apr 7, 2005",Trabzonspor,CSKA Moscow,64 - 82
Euroleague,"Apr 7, 2005",Anadolu Efes,Panathinaikos,75 - 63
Euroleague,"Apr 7, 2005",TD Systems Baskonia,Benetton Treviso,66 - 64
Euroleague,"Apr 14, 2005",Panathinaikos,Anadolu Efes,84 - 76
Euroleague,"May 6, 2005",Maccabi Playtika Tel Aviv,Panathinaikos,91 - 82
Euroleague,"May 6, 2005",CSKA Moscow,TD Systems Baskonia,78 - 85
Euroleague,"May 8, 2005",CSKA Moscow,Panathinaikos,91 - 94
Euroleague,"May 8, 2005",Maccabi Playtika Tel Aviv,TD Systems Baskonia,90 - 78
